"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2018,108434534,1,
2018,108295636,1,
2018,108294613,6,
2018,108294677,6,
2018,108296183,1,
2018,108296210,1,
2018,118538383,9,
2018,118538833,1,
2018,118542146,1,
2018,118540532,1,
2018,118546629,10,
2018,108295858,9,
2018,108296491,1,
2018,108295602,1,
2018,108295635,9,
2018,108295627,9,
2018,108295631,9,
2018,106208412,1,
2018,106208407,1,
2018,108294434,1,
2018,106204226,1,
2018,106208714,10,
2018,106209435,9,
2018,108172520,1,
2018,108172557,1,
2018,108173993,1,
2018,108174398,4,
2018,108174684,10,
2018,108175581,1,
2018,108177257,6,
2018,108177251,6,
2018,108179297,9,
2018,108174613,1,
2018,108172940,1,
2018,108174893,1,
2018,108176234,6,
2018,108177252,10,
2018,108177774,1,
2018,108178311,1,
2018,108178697,9,
2018,108179176,9,
2018,108179285,1,
2018,106208699,9,
2018,108174141,1,
2018,108175419,10,
2018,108176655,1,
2018,108176742,1,
2018,108172983,9,
2018,108177680,1,
2018,106209371,1,
2018,108174339,1,
2018,108173488,9,
2018,108174449,1,
2018,108174589,1,
2018,108174592,1,
2018,108174595,1,
2018,108174586,1,
2018,108174785,10,
2018,108174805,1,
2018,108176224,1,
2018,108180100,9,
2018,106208811,9,
2018,106208521,10,
2018,108434876,1,
2018,108296171,1,
2018,108434524,9,
2018,108435135,1,
2018,106204077,1,
2018,106204077,9,
2018,118542830,1,
2018,118542613,1,
2018,108127292,1,
2018,118542627,1,
2018,118540849,1,
2018,118540850,1,
2018,118542787,1,
2018,118541032,1,
2018,118543042,1,
2018,118543040,1,
2018,118529499,1,
2018,108042562,9,
2018,108059901,1,
2018,108119449,1,
2018,105841279,1,
2018,105842255,8,
2018,105843186,10,
2018,109375494,1,
2018,109368114,1,
2018,109368327,1,
2018,109368390,10,
2018,109369165,9,
2018,109369208,10,
2018,109369300,1,
2018,109379958,9,
2018,109380343,9,
2018,109380415,1,
2018,109372854,1,
2018,109377690,9,
2018,109377696,1,
2018,109373627,9,
2018,109382379,1,
2018,109382401,1,
2018,105838083,1,
2018,105842563,1,
2018,105842597,9,
2018,105842616,10,
2018,105838233,1,
2018,106655797,9,
2018,106655808,9,
2018,106655822,9,
2018,106670020,10,
2018,105840861,1,
2018,105841081,9,
2018,105842540,1,
2018,105842551,1,
2018,105844897,9,
2018,106667019,9,
2018,106667025,9,
2018,109367818,1,
2018,109375681,1,
2018,109375852,9,
2018,109376110,10,
2018,109376179,1,
2018,109369004,1,
2018,109376364,1,
2018,109380101,6,
2018,109380120,1,
2018,109380118,1,
2018,109377007,1,
2018,109380217,1,
2018,109380579,1,
2018,109377406,1,
2018,109377808,1,
2018,109378134,10,
2018,109378133,10,
2018,109382824,1,
2018,109382856,9,
2018,106654135,9,
2018,106656128,10,
2018,106666998,10,
2018,106667244,10,
2018,106667238,10,
2018,106667242,10,
2018,106669685,1,
2018,109375413,10,
2018,109376083,1,
2018,109371153,1,
2018,109375648,10,
2018,109367942,1,
2018,109375669,10,
2018,109375692,1,
2018,109375881,10,
2018,109375889,10,
2018,109368454,10,
2018,109368545,9,
2018,109376111,1,
2018,109368648,10,
2018,109368675,10,
2018,109371696,10,
2018,109376797,9,
2018,109380386,9,
2018,109381140,1,
2018,109377551,9,
2018,109382631,10,
2018,109378439,1,
2018,109371230,10,
2018,109368465,10,
2018,109376285,1,
2018,109376486,1,
2018,109369542,6,
2018,109376778,1,
2018,109372527,1,
2018,109376903,1,
2018,109380353,1,
2018,109380419,1,
2018,109373012,9,
2018,109380647,1,
2018,109373381,1,
2018,109377577,1,
2018,109377699,10,
2018,109373576,1,
2018,109373575,1,
2018,109377883,1,
2018,109382770,1,
2018,109382935,1,
2018,109367348,10,
2018,109375509,10,
2018,109375558,1,
2018,109375584,1,
2018,109371386,1,
2018,109375801,1,
2018,109368174,1,
2018,109376137,1,
2018,109368827,1,
2018,109371876,1,
2018,109376409,1,
2018,109376429,1,
2018,109376429,9,
2018,109367383,10,
2018,109367666,1,
2018,109367691,1,
2018,109375556,1,
2018,109375585,10,
2018,109371297,1,
2018,109371296,1,
2018,109375707,10,
2018,109371462,10,
2018,109368616,1,
2018,109376347,10,
2018,109376360,1,
2018,109369240,1,
2018,109372530,1,
2018,109380754,1,
2018,109381208,1,
2018,109378355,1,
2018,109378360,1,
2018,109374495,1,
2018,109382888,9,
2018,109382898,1,
2018,106654452,1,
2018,106670384,1,
2018,106670768,1,
2018,109367963,1,
2018,109368019,9,
2018,109371365,9,
2018,109368070,9,
2018,109371405,1,
2018,109368275,9,
2018,109375891,10,
2018,109375893,10,
2018,109375991,9,
2018,109368601,1,
2018,109371698,9,
2018,109376189,1,
2018,109376189,9,
2018,109369123,9,
2018,109376697,1,
2018,109372299,1,
2018,109377090,9,
2018,109380503,9,
2018,109380502,9,
2018,109377877,1,
2018,109377878,1,
2018,109382036,1,
2018,112211208,1,
2018,112200937,1,
2018,112212345,1,
2018,112216176,10,
2018,112216235,10,
2018,106668224,9,
2018,106670389,10,
2018,106670562,6,
2018,106666985,9,
2018,106670512,1,
2018,106670498,1,
2018,106654222,1,
2018,106670278,10,
2018,112205986,1,
2018,112199650,1,
2018,112210286,1,
2018,112212113,1,
2018,112212114,1,
2018,112200797,1,
2018,112212217,1,
2018,112212310,9,
2018,112216171,1,
2018,112212650,1,
2018,106669311,1,
2018,106670102,1,
2018,112210851,1,
2018,112200725,1,
2018,112200768,10,
2018,112212276,1,
2018,112212707,9,
2018,118513681,8,
2018,118503577,10,
2018,118521507,1,
2018,118503595,1,
2018,118513789,1,
2018,118514751,10,
2018,118514940,1,
2018,118505005,1,
2018,118514980,10,
2018,118515513,9,
2018,118505545,9,
2018,118515513,6,
2018,118505545,6,
2018,118531329,1,
2018,118526840,9,
2018,118523493,10,
2018,118531873,1,
2018,118527469,10,
2018,118527725,1,
2018,118528111,6,
2018,118528771,17,
2018,118528772,17,
2018,112209871,10,
2018,112206072,1,
2018,112206103,9,
2018,112199922,9,
2018,112210489,1,
2018,112212195,1,
2018,112200825,10,
2018,112200860,1,
2018,112210977,1,
2018,112211018,1,
2018,112211103,1,
2018,112221309,1,
2018,118522152,10,
2018,118523207,9,
2018,118528173,1,
2018,118524614,1,
2018,118529789,10,
2018,118536558,1,
2018,118536574,1,
2018,118537396,1,
2018,118513960,1,
2018,118514495,1,
2018,108173988,1,
2018,108174437,10,
2018,108174610,1,
2018,108174614,1,
2018,108175520,9,
2018,108179796,1,
2018,108179955,10,
2018,108175525,9,
2018,108175531,9,
2018,108175516,1,
2018,108176480,1,
2018,108176479,1,
2018,108177794,10,
2018,108179652,1,
2018,108124956,1,
2018,108435060,1,
2018,108434515,1,
2018,108434869,1,
2018,118533448,10,
2018,118529249,1,
2018,118533889,10,
2018,118530285,1,
2018,118534571,1,
2018,118541125,1,
2018,118534907,10,
2018,118534908,10,
2018,118534909,10,
2018,118541212,1,
2018,118535022,9,
2018,118538609,1,
2018,118539625,1,
2018,118535793,10,
2018,118539775,10,
2018,118536004,1,
2018,118540597,1,
2018,118546559,1,
2018,118538204,1,
2018,118538365,6,
2018,118534946,10,
2018,118541244,10,
2018,118535968,1,
2018,118536045,8,
2018,118536044,8,
2018,118536046,8,
2018,118540907,10,
2018,118538007,9,
2018,105839664,10,
2018,105840901,1,
2018,105841325,1,
2018,105842140,1,
2018,105842336,5,
2018,109375921,1,
2018,109368376,10,
2018,109371942,1,
2018,109376597,6,
2018,109379943,10,
2018,109376875,9,
2018,109372575,1,
2018,109380628,9,
2018,109372997,9,
2018,109373073,1,
2018,109381259,10,
2018,109373532,1,
2018,109377734,1,
2018,109373775,10,
2018,109378201,1,
2018,105841849,10,
2018,105843012,10,
2018,105843090,8,
2018,105841553,1,
2018,109375364,10,
2018,109375496,9,
2018,109377020,9,
2018,109372872,10,
2018,109373106,1,
2018,109381053,1,
2018,109373316,10,
2018,109377516,10,
2018,109381312,1,
2018,109381314,1,
2018,109373556,1,
2018,109381766,1,
2018,109381773,1,
2018,109374013,1,
2018,109382233,1,
2018,109382229,1,
2018,109378214,1,
2018,109382602,9,
2018,109378442,1,
2018,109378442,9,
2018,109367978,10,
2018,109368051,10,
2018,109368343,10,
2018,109371621,1,
2018,109368904,10,
2018,109369068,1,
2018,109369111,10,
2018,109379818,10,
2018,109380099,1,
2018,109380098,1,
2018,109372691,1,
2018,109377252,9,
2018,109380655,9,
2018,109373082,9,
2018,109380817,1,
2018,109373229,6,
2018,109378510,1,
2018,109383001,1,
2018,109370997,9,
2018,109367558,1,
2018,109367653,1,
2018,109371205,10,
2018,109369059,1,
2018,109371960,1,
2018,109379871,1,
2018,109372586,1,
2018,109376968,10,
2018,109372780,1,
2018,109372878,1,
2018,109381480,9,
2018,109381493,1,
2018,109374300,9,
2018,109374554,1,
2018,109382969,1,
2018,109374554,6,
2018,109382969,6,
2018,109370964,10,
2018,109371117,9,
2018,109367773,4,
2018,109371276,1,
2018,109371455,10,
2018,109368217,10,
2018,109371508,1,
2018,109375950,10,
2018,109376057,10,
2018,109372680,9,
2018,109373898,1,
2018,109382960,6,
2018,109371208,9,
2018,109367809,1,
2018,109371364,10,
2018,109371435,1,
2018,109368251,10,
2018,109371532,1,
2018,109368893,9,
2018,109376398,1,
2018,109372122,1,
2018,109380193,9,
2018,109377102,9,
2018,109380495,1,
2018,109372932,10,
2018,109380587,9,
2018,109373990,1,
2018,109382404,9,
2018,109378262,9,
2018,109374400,1,
2018,109367424,10,
2018,109371172,1,
2018,109367899,1,
2018,109375875,9,
2018,109371761,1,
2018,109376725,1,
2018,109376725,9,
2018,109379729,9,
2018,109379729,1,
2018,109376998,1,
2018,109372772,1,
2018,109380394,9,
2018,109372924,10,
2018,109377221,9,
2018,109377285,1,
2018,109373066,1,
2018,109381025,10,
2018,109373480,1,
2018,109381612,1,
2018,109373655,1,
2018,109382083,10,
2018,109374282,9,
2018,109371034,9,
2018,109375589,9,
2018,109367871,1,
2018,109371338,1,
2018,109375696,10,
2018,109368395,9,
2018,109376022,1,
2018,109368997,1,
2018,109377092,1,
2018,109373123,9,
2018,109373251,1,
2018,109373284,1,
2018,109377536,6,
2018,109373555,9,
2018,109381485,1,
2018,109382545,9,
2018,109382779,9,
2018,109378405,10,
2018,109367941,1,
2018,109368015,1,
2018,109370955,1,
2018,109367488,1,
2018,109371410,10,
2018,109368600,10,
2018,109368921,1,
2018,109376365,1,
2018,109379940,1,
2018,109373053,10,
2018,109377416,1,
2018,109373213,9,
2018,109381155,9,
2018,109381222,1,
2018,109377688,9,
2018,109377687,9,
2018,109373593,1,
2018,109381495,1,
2018,109375573,10,
2018,109367883,1,
2018,109367903,10,
2018,109371352,1,
2018,109375828,1,
2018,109375850,10,
2018,109371848,10,
2018,109376447,9,
2018,109372080,1,
2018,109372662,1,
2018,109380314,1,
2018,109377112,10,
2018,109377601,1,
2018,109381447,1,
2018,109373589,1,
2018,109377720,1,
2018,109377922,10,
2018,109381911,10,
2018,109374081,1,
2018,109374294,9,
2018,109378452,1,
2018,106654392,9,
2018,106655480,13,
2018,105838271,9,
2018,105839651,1,
2018,105839651,5,
2018,106656158,2,
2018,105842146,10,
2018,105844408,10,
2018,106669353,1,
2018,106669351,1,
2018,106669458,1,
2018,106655366,9,
2018,106666716,1,
2018,106670876,1,
2018,106672143,10,
2018,108123146,9,
2018,108049487,10,
2018,112210017,1,
2018,112205938,1,
2018,112199764,10,
2018,112199798,1,
2018,112210412,6,
2018,112211707,6,
2018,112211707,9,
2018,112210858,9,
2018,112210954,1,
2018,112212616,9,
2018,112221184,6,
2018,118533466,9,
2018,118533526,9,
2018,118525700,1,
2018,118533906,10,
2018,118536582,3,
2018,118530279,1,
2018,118530306,1,
2018,106666999,1,
2018,106668190,1,
2018,106668190,9,
2018,106670421,1,
2018,106670800,1,
2018,112205709,10,
2018,112199574,17,
2018,112210453,1,
2018,112200263,10,
2018,112211572,1,
2018,112200785,9,
2018,112200857,9,
2018,112200960,1,
2018,112205886,1,
2018,112199824,1,
2018,112210360,1,
2018,112210816,1,
2018,112216270,9,
2018,118529760,10,
2018,118533676,1,
2018,118533628,9,
2018,118536953,9,
2018,118537275,9,
2018,118534417,10,
2018,118534920,1,
2018,118535183,1,
2018,118535263,10,
2018,118535306,1,
2018,118551227,9,
2018,118543014,1,
2018,118551227,1,
2018,118543014,9,
2018,112199628,6,
2018,112199636,1,
2018,112200297,1,
2018,112200297,9,
2018,112210587,9,
2018,112210834,6,
2018,112210834,1,
2018,108175056,10,
2018,108176473,1,
2018,108176700,10,
2018,108176811,10,
2018,108176807,10,
2018,108176803,10,
2018,108176805,10,
2018,108177920,1,
2018,108179836,10,
2018,108179898,9,
2018,118534045,1,
2018,118536672,9,
2018,118536690,1,
2018,118533634,9,
2018,118533752,1,
2018,112206036,9,
2018,112200009,1,
2018,112200090,1,
2018,112211404,9,
2018,112210671,9,
2018,112210671,1,
2018,112201004,9,
2018,112216256,9,
2018,112216349,9,
2018,105841295,1,
2018,105841579,10,
2018,105841575,10,
2018,105841904,6,
2018,105844715,1,
2018,105844711,1,
2018,108051995,9,
2018,108124634,1,
2018,118513737,8,
2018,118514012,1,
2018,118514099,1,
2018,118504085,1,
2018,118504087,1,
2018,118514135,1,
2018,118504086,1,
2018,118504565,1,
2018,118522244,1,
2018,118505606,10,
2018,118505911,1,
2018,118526480,1,
2018,118531435,1,
2018,118532143,1,
2018,118528487,1,
2018,118524808,6,
2018,118503583,6,
2018,118503882,1,
2018,118514055,9,
2018,118504324,1,
2018,118522032,1,
2018,118504826,10,
2018,118505305,10,
2018,118505411,1,
2018,118505410,1,
2018,118522929,9,
2018,118531371,10,
2018,118531955,1,
2018,118531955,9,
2018,118532037,1,
2018,118532126,9,
2018,118523804,9,
2018,118527568,10,
2018,118527869,9,
2018,118529017,10,
2018,112200032,1,
2018,112210917,10,
2018,112212273,1,
2018,118503912,9,
2018,118504330,1,
2018,118504596,10,
2018,118514681,10,
2018,118514692,1,
2018,118514825,6,
2018,118504903,9,
2018,118503694,1,
2018,118513811,10,
2018,118504980,1,
2018,118504979,1,
2018,118504987,8,
2018,118505078,1,
2018,118531217,8,
2018,118523631,9,
2018,118523630,9,
2018,118532688,9,
2018,118524423,10,
2018,118524643,1,
2018,118541142,6,
2018,118534833,6,
2018,118538229,6,
2018,118538231,6,
2018,118538297,1,
2018,118538361,1,
2018,118538450,1,
2018,118538578,1,
2018,118538669,1,
2018,118541388,1,
2018,118535253,9,
2018,118535305,1,
2018,112199643,1,
2018,112199934,1,
2018,112210257,10,
2018,112200343,1,
2018,112200736,1,
2018,112200737,1,
2018,112210891,1,
2018,112212710,9,
2018,118537683,10,
2018,108434821,10,
2018,118504445,1,
2018,118504447,1,
2018,118504450,1,
2018,118514687,10,
2018,118505069,1,
2018,118505499,1,
2018,118515772,1,
2018,118523038,9,
2018,118526627,1,
2018,118524008,1,
2018,118527981,9,
2018,118524830,10,
2018,118528881,1,
2018,118504434,10,
2018,118514488,10,
2018,118524935,10,
2018,118524950,9,
2018,126684108,10,
2018,126688319,1,
2018,118504377,1,
2018,118504449,1,
2018,118504756,1,
2018,118514721,1,
2018,118515072,9,
2018,118505522,9,
2018,118515544,1,
2018,118515581,1,
2018,118515666,9,
2018,118515689,6,
2018,118515690,6,
2018,118526743,10,
2018,118523823,1,
2018,118524311,1,
2018,118528219,1,
2018,118528410,9,
2018,118532857,9,
2018,118532858,9,
2018,118528867,9,
2018,108434734,1,
2018,112199707,1,
2018,112205984,10,
2018,118528990,6,
2018,118525633,10,
2018,118533733,1,
2018,118531009,10,
2018,118541165,1,
2018,118538341,10,
2018,118538597,9,
2018,118538597,1,
2018,118541349,9,
2018,118541494,1,
2018,118542078,1,
2018,118541002,1,
2018,112199626,9,
2018,112199937,1,
2018,112200021,9,
2018,112200020,9,
2018,112211893,10,
2018,112210841,1,
2018,112200711,1,
2018,112201019,1,
2018,112212453,1,
2018,118514573,10,
2018,118522080,10,
2018,118504578,10,
2018,118514580,1,
2018,118515879,10,
2018,118514325,1,
2018,118504299,10,
2018,118505889,10,
2018,118531644,9,
2018,118531644,1,
2018,118526908,10,
2018,118523599,10,
2018,118532105,1,
2018,118524256,9,
2018,118528253,10,
2018,118528465,1,
2018,118528594,9,
2018,118528915,1,
2018,118528939,1,
2018,118525354,1,
2018,118533603,1,
2018,118529536,9,
2018,118530139,1,
2018,118530435,10,
2018,118534538,1,
2018,118530982,10,
2018,118542074,10,
2018,118535918,10,
2018,118535919,10,
2018,118535958,1,
2018,118551308,1,
2018,118503556,10,
2018,118514375,10,
2018,118514449,1,
2018,118514729,1,
2018,118505664,1,
2018,118515770,9,
2018,118526319,1,
2018,118526706,6,
2018,118526704,6,
2018,118526714,1,
2018,118526712,1,
2018,118526717,1,
2018,118526715,1,
2018,118523497,10,
2018,108434700,9,
2018,108434703,9,
2018,108434703,2,
2018,108434700,2,
2018,108434702,2,
2018,108434702,9,
2018,108434942,9,
2018,106204080,8,
2018,106204078,8,
2018,106204080,9,
2018,106204078,9,
2018,106206814,9,
2018,106207126,9,
2018,106207126,2,
2018,106207279,1,
2018,106208012,1,
2018,106209205,9,
2018,106209210,9,
2018,106209369,1,
2018,108434655,1,
2018,108174326,1,
2018,108174362,10,
2018,108176801,10,
2018,108177016,1,
2018,108177030,1,
2018,108179014,1,
2018,109367712,1,
2018,109367426,9,
2018,109375436,1,
2018,109367712,9,
2018,108083764,10,
2018,108085130,1,
2018,108038982,9,
2018,108434739,10,
2018,112199478,1,
2018,112199479,10,
2018,112199533,10,
2018,112205723,10,
2018,112206007,1,
2018,112199996,1,
2018,112200036,9,
2018,112210379,1,
2018,112200223,9,
2018,112210515,10,
2018,112210757,10,
2018,112211943,9,
2018,112211942,9,
2018,112212021,1,
2018,112210945,10,
2018,112212294,9,
2018,112200944,1,
2018,112212357,10,
2018,112200983,1,
2018,112212598,1,
2018,112216224,9,
2018,112216248,9,
2018,112212672,10,
2018,112212755,10,
2018,108434752,1,
2018,108434765,10,
2018,112210060,1,
2018,112211753,9,
2018,112210669,9,
2018,112211898,2,
2018,112201073,6,
2018,112199590,10,
2018,112210075,10,
2018,112210162,1,
2018,112211577,9,
2018,112211637,1,
2018,112211861,1,
2018,112211861,9,
2018,112221157,9,
2018,112221229,1,
2018,112212788,1,
2018,112206105,1,
2018,112211128,9,
2018,112211164,1,
2018,112211549,1,
2018,112200851,1,
2018,112212298,1,
2018,112216167,10,
2018,112216187,10,
2018,112216215,9,
2018,112212699,10,
2018,108048189,9,
2018,108048191,9,
2018,105841293,1,
2018,105843122,1,
2018,105844748,10,
2018,108127671,9,
2018,108296844,1,
2018,118533753,1,
2018,118530541,1,
2018,118538195,1,
2018,118538215,1,
2018,118534843,1,
2018,118534855,10,
2018,118541157,10,
2018,118534853,10,
2018,118534869,10,
2018,118542002,1,
2018,108294163,10,
2018,108294554,1,
2018,108295717,9,
2018,108296883,1,
2018,118525241,1,
2018,118533583,10,
