"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2018,120264188,133793021
2018,120264188,133793023
2018,118530693,132122040
2018,118534520,132113870
2018,118537706,132122058
2018,118537729,132117333
2018,118534547,132113895
2018,118537758,132113901
2018,118537766,132122120
2018,118530759,132122122
2018,118530769,132117369
2018,118530790,132117397
2018,118534563,132122169
2018,118534562,132122169
2018,118537825,132117412
2018,118534591,132113940
2018,118534592,132113941
2018,118534589,132113940
2018,118537683,132122036
2018,120272047,133793025
2018,120272047,133793026
2018,120267370,133788849
2018,120267372,133797356
2018,120267371,133797356
2018,120267373,133797356
2018,118504153,132090243
2018,118521840,132100810
2018,118514242,132093041
2018,118504185,132090285
2018,118521864,132090293
2018,118504185,132090284
2018,118504191,132093055
2018,118504200,132093061
2018,118514251,132090298
2018,118514254,132093063
2018,118521868,132100829
2018,118521876,132090318
2018,118514277,132090324
2018,118521885,132093094
2018,118504234,132100843
2018,118504235,132100844
2018,118514283,132100843
2018,118514282,132100843
2018,118514293,132090338
2018,118514293,132090337
2018,118504247,132093117
2018,118504247,132100861
2018,118504254,132100872
2018,118504260,132093131
2018,118521920,132093131
2018,118521924,132100881
2018,118504276,132100887
2018,118504285,132093156
2018,118514355,132090412
2018,118504288,132100895
2018,118514363,132090422
2018,118504309,132090435
2018,118504317,132100908
2018,118521953,132093181
2018,118504324,132093189
2018,118521960,132093196
2018,118504335,132093201
2018,118504336,132093203
2018,118504341,132093213
2018,118504341,132093212
2018,118504345,132100920
2018,118504344,132100920
2018,118504354,132093226
2018,118514422,132093229
2018,118504358,132090490
2018,118504374,132093245
2018,118504386,132090509
2018,118504386,132093257
2018,118504387,132100936
2018,118521984,132090519
2018,118514452,132093265
2018,118521991,132090528
2018,118514461,132090535
2018,118514473,132090547
2018,118504417,132100953
2018,118504424,132093304
2018,118504428,132093305
2018,118522004,132100955
2018,118514486,132100962
2018,118504437,132093313
2018,118504448,132093322
2018,118504451,132093326
2018,118504452,132100971
2018,118522032,132100980
2018,118522032,132090594
2018,118504476,132090598
2018,118514508,132090603
2018,118504492,132093357
2018,118504491,132093356
2018,118504492,132100994
2018,118504499,132100998
2018,118504508,132101001
2018,118504508,132101002
2018,118504512,132093377
2018,118514528,132090623
2018,118514529,132090623
2018,118504525,132093394
2018,118522060,132101014
2018,118514542,132093402
2018,118514542,132093401
2018,118504540,132093413
2018,118504551,132093427
2018,118504568,132093436
2018,118504571,132093442
2018,118504571,132093443
2018,118522081,132093454
2018,118504579,132093458
2018,118504595,132090671
2018,118504599,132093480
2018,118504600,132093480
2018,118522092,132093483
