offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
14980899,13288877,1,5,24,F,1,,,,
14980900,13288878,1,4,,M,2,,,,
14980901,13288879,0,,,,,,,,
14980902,13288880,1,4,,U,0,,,,
14980903,13288881,1,4,,U,0,,,,
14980905,13288882,2,5,26,F,1,,,,
14980904,13288882,1,5,26,F,1,,,,
14980906,13288883,1,5,25,M,2,,,,
14980907,13288884,1,5,12,M,1,,,,
14980909,13288885,2,5,19,M,1,,,,
14980908,13288885,1,5,20,M,1,,,,
14980910,13288886,1,5,21,F,2,,,,
14980911,13288887,1,4,,U,0,,,,
14980912,13288888,0,,,,,,,,
14980913,13288889,1,5,27,F,1,,,,
14980914,13288890,1,4,,U,0,,,,
14980915,13288891,1,4,,U,0,,,,
14980916,13288892,1,5,32,M,2,,,,
14980917,13288893,1,4,,U,0,,,,
14980918,13288894,1,5,24,M,1,,,,
14980919,13288895,1,4,,U,0,,,,
14980920,13288896,0,,,,,,,,
14980921,13288897,1,5,23,M,2,,,,
14980922,13288898,1,5,23,M,1,,,,
14980923,13288899,1,5,28,M,1,,,,
14980924,13288900,1,5,29,M,1,,,,
14980925,13288901,1,4,,U,0,,,,
14980926,13288902,1,5,49,F,1,,,,
14980927,13288903,1,5,47,M,1,,,,
14980928,13288904,1,5,44,M,1,,,,
14980929,13288905,1,5,45,U,0,,,,
14980930,13288906,1,4,,F,1,,,,
14980931,13288907,1,4,,M,1,,,,
14980932,13288908,1,4,,U,0,,,,
14980933,13288909,1,5,24,M,2,,,,
14980934,13288910,1,5,23,M,1,,,,
14980935,13288911,1,5,37,M,2,,,,
14980936,13288912,1,5,29,F,0,,,,
14980937,13288913,1,5,16,M,2,,,,
14980938,13288914,1,4,,U,0,,,,
14980939,13288915,0,,,,,,,,
14980940,13288916,0,,,,,,,,
14980941,13288917,1,5,34,M,2,,,,
14980942,13288918,1,4,,U,0,,,,
14980945,13288919,3,5,22,M,1,,,,
14980943,13288919,1,5,31,F,1,,,,
14980944,13288919,2,5,30,F,1,,,,
14980946,13288920,1,4,,U,0,,,,
14980947,13288921,1,4,,U,0,,,,
14980948,13288922,1,4,,U,0,,,,
14980949,13288923,1,4,,M,1,,,,
14980950,13288924,0,,,,,,,,
14980951,13288925,1,4,,U,0,,,,
14980952,13288926,1,5,33,F,2,,,,
14980953,13288926,2,5,25,M,1,,,,
14980954,13288927,0,,,,,,,,
14980955,13288928,1,4,,U,0,,,,
14980956,13288929,1,4,,U,0,,,,
14980957,13288930,1,4,,U,0,,,,
14980958,13288931,1,4,,U,0,,,,
14980959,13288932,1,5,22,F,1,,,,
14980984,13288952,0,,,,,,,,
14981011,13288976,1,5,27,M,2,,,,
14981020,13288985,1,4,,U,0,,,,
14981021,13288986,1,4,,U,0,,,,
14981041,13289005,1,4,,F,0,,,,
14981080,13289035,1,4,,U,0,,,,
14981090,13289045,1,4,,U,0,,,,
14981091,13289046,1,4,,U,0,,,,
14982849,13290591,1,4,,U,0,,,,
14982851,13290593,1,4,,U,0,,,,
14982852,13290594,1,4,,U,0,,,,
14982869,13290611,1,5,27,F,1,,,,
14982375,13290171,1,4,,U,0,,,,
14980743,13288759,1,5,39,M,2,,,,
14980744,13288760,0,,,,,,,,
14980745,13288761,1,5,41,M,1,,,,
14980746,13288762,1,5,20,M,1,,,,
14980747,13288763,1,5,18,F,1,,,,
14980748,13288764,1,5,49,M,1,,,,
14980749,13288765,1,5,29,F,2,,,,
14980750,13288766,1,4,,M,1,,,,
14980751,13288767,1,5,35,F,2,,,,
14980752,13288768,1,4,,M,0,,,,
14980753,13288769,1,5,23,M,1,,,,
14980754,13288770,1,5,38,M,1,,,,
14980755,13288771,1,4,,U,0,,,,
14980756,13288772,1,5,32,M,1,,,,
14980757,13288773,0,,,,,,,,
14980758,13288774,1,5,13,M,1,,,,
14980759,13288775,1,4,,U,0,,,,
14980760,13288776,1,5,35,M,1,,,,
14980761,13288777,0,,,,,,,,
14980762,13288778,1,5,26,M,1,,,,
14980763,13288779,1,4,,U,0,,,,
14980766,13288780,3,5,23,M,0,,,,
14980765,13288780,2,5,28,M,0,,,,
14980764,13288780,1,5,19,M,1,,,,
14980767,13288781,1,4,,U,0,,,,
14980770,13288782,3,5,21,F,1,,,,
14980769,13288782,2,5,34,F,1,,,,
14980768,13288782,1,5,21,F,1,,,,
14981762,13289628,1,4,,U,0,,,,
14980771,13288783,1,4,,U,0,,,,
14980774,13288784,3,4,,M,1,,,,
14980775,13288784,4,5,35,M,1,,,,
14980772,13288784,1,5,36,M,1,,,,
14980773,13288784,2,4,,U,0,,,,
14982401,13290194,1,4,,F,1,,,,
14980776,13288785,1,5,18,M,2,,,,
14980777,13288786,1,4,,U,0,,,,
14980778,13288787,1,5,18,M,2,,,,
14980779,13288788,1,4,,U,0,,,,
14980780,13288789,0,,,,,,,,
14980781,13288790,1,5,30,M,2,,,,
14980782,13288791,1,4,,U,0,,,,
14980783,13288792,0,,,,,,,,
14980784,13288793,1,4,,U,0,,,,
14980785,13288794,1,5,21,M,1,,,,
14980786,13288795,1,4,,M,1,,,,
14980788,13288796,2,5,21,M,2,,,,
14980787,13288796,1,5,25,M,2,,,,
14980789,13288797,1,5,33,M,2,,,,
14980790,13288798,1,5,30,F,1,,,,
14980791,13288799,1,5,23,M,1,,,,
14980792,13288800,1,4,,U,0,,,,
14980793,13288801,1,5,21,M,1,,,,
14980794,13288802,1,5,55,M,1,,,,
14980795,13288802,2,5,25,M,1,,,,
14980796,13288803,1,4,,U,0,,,,
14980797,13288804,1,5,32,F,2,,,,
14980798,13288805,1,4,,M,0,,,,
14980799,13288806,1,5,34,M,1,,,,
14980800,13288807,1,4,,U,0,,,,
14980801,13288808,1,4,,U,0,,,,
14980806,13288809,5,5,21,M,1,,,,
14980804,13288809,3,5,19,M,1,,,,
14980803,13288809,2,5,18,M,1,,,,
14980802,13288809,1,5,19,F,1,,,,
14980805,13288809,4,5,20,M,1,,,,
14980807,13288810,1,4,,U,0,,,,
14980813,13288811,6,5,45,F,1,,,,
14980812,13288811,5,5,48,M,1,,,,
14980811,13288811,4,5,21,M,1,,,,
14980809,13288811,2,5,27,F,1,,,,
14980808,13288811,1,5,25,M,1,,,,
14980810,13288811,3,5,23,F,1,,,,
14980815,13288812,2,5,32,M,1,,,,
14980814,13288812,1,5,32,M,1,,,,
14980816,13288813,1,5,36,M,0,,,,
14980817,13288814,1,4,,U,0,,,,
14980818,13288815,1,4,,U,0,,,,
14980819,13288816,1,4,,M,2,,,,
14980820,13288817,1,5,19,M,1,,,,
14980821,13288818,1,5,17,M,1,,,,
14980822,13288819,1,4,,U,0,,,,
14980823,13288820,1,4,,U,0,,,,
14980824,13288821,1,4,,M,2,,,,
14980832,13288822,8,4,,M,0,,,,
14980826,13288822,2,5,14,M,1,,,,
14980830,13288822,6,5,15,M,1,,,,
14980825,13288822,1,5,38,F,1,,,,
14980831,13288822,7,4,,M,1,,,,
14980829,13288822,5,4,,M,1,,,,
14980828,13288822,4,4,,M,1,,,,
14980827,13288822,3,4,,M,1,,,,
14980833,13288823,1,4,,U,0,,,,
14980834,13288824,1,5,17,M,1,,,,
14980837,13288825,3,5,32,M,1,,,,
14980836,13288825,2,5,35,F,1,,,,
14980835,13288825,1,5,33,M,1,,,,
14980838,13288826,1,5,19,M,2,,,,
14980839,13288826,2,5,18,M,1,,,,
14980840,13288827,1,5,28,M,1,,,,
14980841,13288828,1,4,,U,0,,,,
14980842,13288829,1,4,,U,0,,,,
14980843,13288830,1,5,20,M,1,,,,
14980845,13288831,2,4,,M,2,,,,
14980844,13288831,1,4,,M,2,,,,
14980847,13288832,2,5,24,M,1,,,,
14980846,13288832,1,5,28,F,1,,,,
14980848,13288833,0,,,,,,,,
14980849,13288834,1,4,,U,0,,,,
14980850,13288835,1,4,,U,0,,,,
14980851,13288836,1,5,11,M,1,,,,
14980852,13288837,1,4,,M,2,,,,
14980853,13288838,1,5,21,M,2,,,,
14980854,13288839,1,4,,U,0,,,,
14980856,13288840,2,5,20,M,1,,,,
14980855,13288840,1,5,22,M,1,,,,
14980857,13288841,1,4,,U,0,,,,
14980858,13288842,1,4,,U,0,,,,
14980859,13288843,0,,,,,,,,
14980860,13288844,0,,,,,,,,
14980862,13288845,2,5,42,M,1,,,,
14980861,13288845,1,5,72,M,1,,,,
14980863,13288846,1,5,25,F,2,,,,
14980864,13288847,1,5,39,M,1,,,,
14980865,13288848,1,5,30,M,1,,,,
14980866,13288849,1,4,,U,0,,,,
14980867,13288850,1,4,,U,0,,,,
14980868,13288851,1,5,44,M,2,,,,
14980869,13288852,1,5,19,M,1,,,,
14980870,13288853,1,5,26,M,1,,,,
14980871,13288854,1,5,17,M,1,,,,
14980872,13288855,1,5,19,M,1,,,,
14980873,13288856,1,4,,M,1,,,,
14980874,13288857,1,5,27,M,1,,,,
14980875,13288858,1,5,19,M,2,,,,
14980876,13288859,1,5,35,M,2,,,,
14980877,13288860,1,4,,U,0,,,,
14980878,13288861,1,5,37,M,1,,,,
14980879,13288862,1,4,,U,0,,,,
14980880,13288863,1,4,,U,0,,,,
14980882,13288864,2,5,22,M,2,,,,
14980881,13288864,1,5,14,M,2,,,,
14980883,13288865,1,5,14,M,2,,,,
14980884,13288866,1,4,,M,1,,,,
14980886,13288867,2,5,41,F,1,,,,
14980885,13288867,1,5,41,F,1,,,,
14980887,13288868,1,4,,U,0,,,,
14980888,13288869,1,5,19,M,2,,,,
14980889,13288870,1,4,,U,0,,,,
14980890,13288871,0,,,,,,,,
14980891,13288872,1,4,,U,0,,,,
14980894,13288873,3,5,27,M,1,,,,
14980893,13288873,2,5,40,F,1,,,,
14980892,13288873,1,5,37,M,1,,,,
14980895,13288874,1,5,35,M,2,,,,
14980896,13288875,0,,,,,,,,
14980898,13288876,2,5,40,F,1,,,,
14980897,13288876,1,5,30,M,1,,,,
14980960,13288933,0,,,,,,,,
14980961,13288934,1,4,,M,1,,,,
14980963,13288935,2,5,20,M,1,,,,
14980962,13288935,1,5,28,F,1,,,,
14980964,13288936,1,5,32,M,1,,,,
14980965,13288937,1,4,,U,0,,,,
14980966,13288938,1,5,31,F,0,,,,
14980968,13288939,2,5,21,F,1,,,,
14980967,13288939,1,5,40,M,1,,,,
14980969,13288940,1,5,40,F,1,,,,
14980971,13288941,2,5,45,M,1,,,,
14980970,13288941,1,5,22,M,1,,,,
14980972,13288942,1,5,30,M,1,,,,
14980973,13288942,2,5,37,M,2,,,,
14980974,13288943,0,,,,,,,,
14980975,13288944,1,5,22,M,2,,,,
14980976,13288945,0,,,,,,,,
14980977,13288946,1,5,12,M,1,,,,
14980978,13288947,1,4,,U,0,,,,
14980980,13288948,2,5,12,M,1,,,,
14980979,13288948,1,5,13,M,1,,,,
14980981,13288949,1,5,39,M,1,,,,
14980982,13288950,1,5,72,M,1,,,,
14980983,13288951,1,4,,U,0,,,,
14980985,13288953,0,,,,,,,,
14980986,13288954,1,5,31,F,1,,,,
14980987,13288955,1,5,40,M,1,,,,
14980988,13288956,1,4,,M,1,,,,
14980989,13288957,0,,,,,,,,
14980990,13288958,1,4,,U,0,,,,
14980991,13288959,1,5,41,M,1,,,,
14980992,13288960,1,4,,U,0,,,,
14980993,13288961,1,4,,M,1,,,,
14980994,13288962,1,5,37,M,2,,,,
14980995,13288963,1,5,46,M,1,,,,
14980996,13288964,1,4,,U,0,,,,
14980997,13288965,1,4,,U,0,,,,
14980998,13288966,1,5,19,M,1,,,,
14980999,13288967,1,4,,U,0,,,,
14981000,13288968,1,5,39,M,1,,,,
14981001,13288969,1,5,35,F,2,,,,
14981002,13288970,1,5,21,F,1,,,,
14981003,13288971,1,4,,U,0,,,,
14981004,13288972,0,,,,,,,,
14981005,13288973,1,5,17,M,1,,,,
14981006,13288974,1,5,17,F,1,,,,
14981010,13288975,4,5,16,M,1,,,,
14981009,13288975,3,5,17,M,1,,,,
14981008,13288975,2,5,17,M,1,,,,
14981007,13288975,1,5,18,M,1,,,,
14981012,13288977,1,4,,U,0,,,,
14981013,13288978,0,,,,,,,,
14981014,13288979,1,5,28,M,1,,,,
14981015,13288980,1,5,21,M,1,,,,
14981016,13288981,1,5,43,M,1,,,,
14981017,13288982,0,,,,,,,,
14981018,13288983,1,4,,U,0,,,,
14981019,13288984,0,,,,,,,,
14981022,13288987,1,5,18,M,1,,,,
14981023,13288988,1,4,,F,1,,,,
14981025,13288989,2,5,12,M,1,,,,
14981024,13288989,1,5,13,M,1,,,,
14981026,13288990,1,5,42,M,1,,,,
14981027,13288991,1,4,,U,0,,,,
14981028,13288992,1,5,32,F,1,,,,
14981029,13288993,1,5,25,M,1,,,,
14981030,13288994,1,4,,M,1,,,,
14981031,13288995,1,5,17,F,1,,,,
14981032,13288996,1,5,50,M,1,,,,
14981033,13288997,1,4,,M,1,,,,
14981034,13288998,1,4,,U,0,,,,
14981035,13288999,1,5,22,M,1,,,,
14981036,13289000,1,4,,U,0,,,,
14981037,13289001,1,5,41,M,2,,,,
14981038,13289002,0,,,,,,,,
14981039,13289003,1,5,26,M,1,,,,
14981040,13289004,1,5,26,M,1,,,,
14981042,13289006,1,5,25,M,1,,,,
14981043,13289007,1,5,22,M,1,,,,
14981044,13289008,1,5,25,M,1,,,,
14981045,13289009,1,4,,U,0,,,,
14981046,13289010,1,4,,U,0,,,,
14981047,13289011,1,5,20,M,1,,,,
14981048,13289012,1,5,28,M,1,,,,
14981049,13289012,2,5,29,M,1,,,,
14981050,13289013,1,4,,U,0,,,,
14981051,13289014,1,4,,U,0,,,,
14981053,13289015,2,5,19,M,1,,,,
14981052,13289015,1,5,16,F,1,,,,
14981054,13289015,3,5,20,M,1,,,,
14981055,13289016,1,4,,U,0,,,,
14981056,13289017,1,5,27,M,1,,,,
14981057,13289018,1,5,52,M,1,,,,
14981058,13289019,1,5,15,M,1,,,,
14981059,13289019,2,5,15,M,1,,,,
14981060,13289020,1,5,42,M,1,,,,
14981061,13289021,1,5,23,F,2,,,,
14981062,13289021,2,4,,U,0,,,,
14981063,13289022,1,4,,U,0,,,,
14981064,13289023,1,4,,U,0,,,,
14981066,13289024,2,5,23,F,1,,,,
14981065,13289024,1,5,30,M,1,,,,
14981067,13289025,1,4,,U,0,,,,
14981068,13289026,1,4,,U,0,,,,
14981069,13289027,1,5,25,F,1,,,,
14981070,13289028,1,4,,U,0,,,,
14981071,13289029,1,5,30,M,1,,,,
14981075,13289030,4,4,,M,2,,,,
14981073,13289030,2,4,,M,2,,,,
14981072,13289030,1,4,,M,2,,,,
14981074,13289030,3,4,,M,2,,,,
14981076,13289031,0,,,,,,,,
14981077,13289032,1,5,29,M,1,,,,
14981078,13289033,1,5,15,M,2,,,,
14981079,13289034,1,5,13,M,1,,,,
14981081,13289036,1,5,15,M,1,,,,
14981082,13289037,0,,,,,,,,
14981083,13289038,0,,,,,,,,
14981084,13289039,1,4,,M,1,,,,
14981085,13289040,1,4,,U,0,,,,
14981086,13289041,1,5,18,M,2,,,,
14981087,13289042,1,5,50,F,1,,,,
14981088,13289043,0,,,,,,,,
14981092,13289047,1,4,,U,0,,,,
14981304,13289215,0,,,,,,,,
14981878,13289739,1,5,16,M,5,,,,
14982228,13290042,1,4,,U,0,,,,
14982245,13290058,1,5,26,F,2,,,,
14981089,13289044,1,4,,U,0,,,,
14981096,13289048,4,5,20,F,1,,,,
14981095,13289048,3,5,19,F,1,,,,
14981094,13289048,2,5,19,F,1,,,,
14981093,13289048,1,5,18,F,1,,,,
14981099,13289049,3,4,,M,2,,,,
14981097,13289049,1,5,21,M,2,,,,
14981098,13289049,2,5,29,M,1,,,,
14981101,13289051,1,4,,U,0,,,,
14981102,13289051,2,5,15,M,2,,,,
14982740,13290495,1,4,,U,0,,,,
14981125,13289070,1,5,28,M,1,,,,
14981295,13289207,1,5,22,M,1,,,,
14981323,13289233,1,4,,U,0,,,,
14981394,13289298,1,4,,U,0,,,,
14981864,13289725,1,5,33,M,2,,,,
14981103,13289052,1,4,,M,2,,,,
