"DATA_YEAR","AGENCY_ID","INCIDENT_ID","NIBRS_MONTH_ID","CARGO_THEFT_FLAG","SUBMISSION_DATE","INCIDENT_DATE","REPORT_DATE_FLAG","INCIDENT_HOUR","CLEARED_EXCEPT_ID","CLEARED_EXCEPT_DATE","INCIDENT_STATUS","DATA_HOME","ORIG_FORMAT","DID"
2016,2244,83893236,7241109,"",,14-JUN-16,"",1,4,28-JUL-16,0,"C","",
2016,2244,83893238,7241109,"",,14-JUN-16,"",19,4,09-JUL-16,0,"C","",
2016,2244,83893269,7241109,"",,23-JUN-16,"",17,4,27-AUG-16,0,"C","",
2016,2244,83900255,7332245,"",,31-OCT-16,"",20,4,01-NOV-16,0,"C","",
2016,2244,83899213,7332245,"",,11-OCT-16,"",13,4,31-OCT-16,0,"C","",
2016,2244,83899277,7332245,"",,11-OCT-16,"",13,4,20-OCT-16,0,"C","",
2016,2244,83899289,7332245,"",,19-OCT-16,"",13,4,31-OCT-16,0,"C","",
2016,2244,83899302,7332245,"",,19-OCT-16,"",16,4,26-OCT-16,0,"C","",
2016,2244,83898300,7332245,"",,02-OCT-16,"",10,4,26-OCT-16,0,"C","",
2016,2244,83895149,7263893,"",,22-JUL-16,"",14,4,05-AUG-16,0,"C","",
2016,2244,83895213,7263893,"",,29-JUL-16,"",14,4,13-AUG-16,0,"C","",
2016,2244,83894104,7241109,"",,30-JUN-16,"",0,4,09-JUL-16,0,"C","",
2016,2244,83894113,7241109,"",,30-JUN-16,"",18,4,30-JUN-16,0,"C","",
2016,2244,83894225,7263893,"",,12-JUL-16,"",10,4,14-SEP-16,0,"C","",
2016,2244,83894233,7263893,"",,12-JUL-16,"",18,4,14-JUL-16,0,"C","",
2016,2244,83893185,7241109,"",,01-JUN-16,"",16,4,12-AUG-16,0,"C","",
2016,2244,83893188,7241109,"",,02-JUN-16,"",17,4,28-JUL-16,0,"C","",
2016,2244,83910638,7241109,"",,23-JUN-16,"R",20,4,27-AUG-16,0,"C","",
2016,2244,83909582,7241109,"",,02-JUN-16,"R",17,4,28-JUL-16,0,"C","",
2016,2244,83897121,7286677,"",,27-AUG-16,"",12,4,24-OCT-16,0,"C","",
2016,2244,83896102,7286677,"",,06-AUG-16,"",17,4,04-OCT-16,0,"C","",
2016,2244,83906355,7172757,"",,18-MAR-16,"R",10,4,31-MAR-16,0,"C","",
2016,2244,83906406,7172757,"",,23-MAR-16,"R",13,4,07-SEP-16,0,"C","",
2016,2244,83906440,7172757,"",,26-MAR-16,"R",18,4,30-MAR-16,0,"C","",
2016,2244,83906450,7172757,"",,28-MAR-16,"R",8,4,20-APR-16,0,"C","",
2016,2244,83905357,7172757,"",,01-MAR-16,"R",13,4,01-MAR-16,0,"C","",
2016,2244,83905359,7172757,"",,01-MAR-16,"R",15,4,02-MAR-16,0,"C","",
2016,2244,83905412,7172757,"",,05-MAR-16,"R",18,4,19-APR-16,0,"C","",
2016,2244,83905421,7172757,"",,06-MAR-16,"R",1,4,26-MAR-16,0,"C","",
2016,2244,83905441,7172757,"",,08-MAR-16,"R",18,4,30-MAR-16,0,"C","",
2016,2244,83905460,7172757,"",,09-MAR-16,"R",21,4,01-APR-16,0,"C","",
2016,2244,83905473,7172757,"",,10-MAR-16,"R",21,4,01-APR-16,0,"C","",
2016,2244,83905474,7172757,"",,10-MAR-16,"R",20,4,01-APR-16,0,"C","",
2016,2244,83903274,7127189,"",,08-JAN-16,"R",14,4,13-JAN-16,0,"C","",
2016,2244,83903278,7127189,"",,08-JAN-16,"R",17,4,03-FEB-16,0,"C","",
2016,2244,83903304,7127189,"",,11-JAN-16,"R",13,4,13-JAN-16,0,"C","",
2016,2244,83904302,7149973,"",,01-FEB-16,"R",15,4,01-FEB-16,0,"C","",
2016,2244,83904319,7149973,"",,03-FEB-16,"R",17,4,06-FEB-16,0,"C","",
2016,2244,83904366,7149973,"",,08-FEB-16,"R",6,4,24-FEB-16,0,"C","",
2016,2244,83904374,7149973,"",,08-FEB-16,"R",20,4,29-FEB-16,0,"C","",
2016,2244,83902229,7377813,"",,13-DEC-16,"",18,4,13-DEC-16,0,"C","",
2016,2244,83902255,7377813,"",,15-DEC-16,"",3,4,15-DEC-16,0,"C","",
2016,2244,83902354,7377813,"",,28-DEC-16,"",2,4,30-DEC-16,0,"C","",
2016,2244,83902358,7377813,"",,28-DEC-16,"",16,4,29-DEC-16,0,"C","",
2016,2244,83897174,7309461,"",,02-SEP-16,"",9,4,26-OCT-16,0,"C","",
2016,2244,83896158,7286677,"",,13-AUG-16,"",22,4,13-SEP-16,0,"C","",
2016,2244,83896162,7286677,"",,15-AUG-16,"",16,4,14-SEP-16,0,"C","",
2016,2244,83896164,7286677,"",,14-AUG-16,"",21,4,14-SEP-16,0,"C","",
2016,2244,83896165,7286677,"",,14-AUG-16,"",21,4,14-SEP-16,0,"C","",
2016,2244,83896246,7286677,"",,23-AUG-16,"",14,4,24-AUG-16,0,"C","",
2016,2244,83908449,7218325,"",,07-MAY-16,"R",2,4,01-JUN-16,0,"C","",
2016,2244,83908528,7218325,"",,15-MAY-16,"R",8,4,10-JUN-16,0,"C","",
2016,2244,83897306,7309461,"",,16-SEP-16,"",12,4,17-SEP-16,0,"C","",
2016,2244,83895257,7286677,"",,03-AUG-16,"",9,4,03-AUG-16,0,"C","",
2016,2244,83900263,7355029,"",,01-NOV-16,"",8,4,01-NOV-16,0,"C","",
2016,2244,83900338,7355029,"",,09-NOV-16,"",0,4,09-NOV-16,0,"C","",
2016,2244,83900341,7355029,"",,10-NOV-16,"",8,4,16-NOV-16,0,"C","",
2016,2244,83900342,7355029,"",,10-NOV-16,"",9,4,10-NOV-16,0,"C","",
2016,2244,83901330,7355029,"",,30-NOV-16,"",16,6,,0,"C","",
2016,2244,83901331,7355029,"",,30-NOV-16,"",7,6,,0,"C","",
2016,2244,83901332,7355029,"",,30-NOV-16,"",9,6,,0,"C","",
2016,2244,83901333,7355029,"",,30-NOV-16,"",17,6,,0,"C","",
2016,2244,83901335,7355029,"",,30-NOV-16,"",21,6,,0,"C","",
2016,2244,83901336,7355029,"",,30-NOV-16,"",13,6,,0,"C","",
2016,2244,83901337,7377813,"",,01-DEC-16,"",8,6,,0,"C","",
2016,2244,83901338,7377813,"",,01-DEC-16,"",8,6,,0,"C","",
2016,2244,83901339,7377813,"",,01-DEC-16,"",16,6,,0,"C","",
2016,2244,83901340,7377813,"",,01-DEC-16,"",17,6,,0,"C","",
2016,2244,83901341,7377813,"",,01-DEC-16,"",17,6,,0,"C","",
2016,2244,83901342,7377813,"",,01-DEC-16,"",6,6,,0,"C","",
2016,2244,83901343,7377813,"",,01-DEC-16,"",18,6,,0,"C","",
2016,2244,83901344,7377813,"",,01-DEC-16,"",16,6,,0,"C","",
2016,2244,83901345,7377813,"",,01-DEC-16,"",7,6,,0,"C","",
2016,2244,83901347,7377813,"",,01-DEC-16,"",20,6,,0,"C","",
2016,2244,83901348,7377813,"",,02-DEC-16,"",7,6,,0,"C","",
2016,2244,83901349,7377813,"",,02-DEC-16,"",10,6,,0,"C","",
2016,2244,83901350,7377813,"",,02-DEC-16,"",11,6,,0,"C","",
2016,2244,83901351,7355029,"",,30-NOV-16,"",8,6,,0,"C","",
2016,2244,83901352,7377813,"",,02-DEC-16,"",16,6,,0,"C","",
2016,2244,83901353,7377813,"",,02-DEC-16,"",17,6,,0,"C","",
