"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2016,89963682,3,1,,98037018
2016,93017797,23,60,,96103416
2016,91795397,26,700,,93467010
2016,91795397,25,40,,93874370
2016,91795397,20,75,,98038234
2016,92914668,23,232,28-DEC-16,96113479
2016,90574823,4,1,,93520487
2016,90480679,21,10,,93870383
2016,90574730,23,500,,96033546
2016,89870723,16,5,,93383464
2016,89870723,4,100,,94435279
2016,90574885,26,50,,93081476
2016,90574822,4,1,15-DEC-16,93834135
2016,89353384,63,50,,97134770
2016,92933861,26,350,,92477231
2016,91692322,23,232,,96113478
2016,91692323,23,232,,95938612
2016,93629210,9,0,,94729050
2016,92405164,21,20,,93728099
2016,93629210,25,280,,93872499
2016,93629210,23,100,,96217011
2016,93017725,23,70,,95786965
2016,91185569,23,700,,95678341
2016,93017942,23,900,,95787010
2016,93017752,23,50,,95786972
2016,91795483,7,200,,93612174
2016,91185670,5,200,,92119475
2016,93629308,38,1,,94763096
2016,91185671,6,150,,94636307
2016,91795360,3,350,,96387405
2016,93629309,23,550,,95928579
2016,89963803,9,0,,94729155
2016,91795361,26,1500,,92398623
2016,89963803,25,10,,93874368
2016,92405244,16,40,,93298332
2016,91185672,9,0,,93613137
2016,91185672,25,20,,92568919
2016,89353302,19,1,,92065318
2016,92405244,4,400,,94333402
2016,92405245,3,1,,95722861
2016,93017816,21,40,,93787367
2016,91701816,23,1,,95937137
2016,90574815,63,50,,97863276
2016,92405247,38,300,,95414594
2016,91081807,5,600,,92119426
2016,89353303,63,5,,98139883
2016,89963804,63,2,,96830299
2016,91795362,24,350,,94224787
2016,90574816,10,0,,95470506
2016,91795362,38,350,,95287394
2016,92405248,3,1,,95722862
2016,90574817,3,1,,98038226
2016,92405248,26,600,,92463905
2016,92405248,63,1,,96405746
2016,91185674,63,88,,96830300
2016,91185674,16,614,,92895357
2016,91185674,26,339,,92708609
2016,91692321,23,350,,96021947
2016,91692321,63,1,,97439596
2016,89353304,25,20,,93429178
2016,89353305,9,0,,93394336
2016,89353305,25,20,,92325752
2016,93629311,4,400,,93737735
2016,93629311,16,25,,92821372
2016,93017817,23,1,,96202152
2016,89353306,23,1,05-DEC-16,95576974
2016,91185675,63,1,,96119070
2016,91185676,63,900,,96119071
2016,92405249,6,20,,94959480
2016,92405249,36,65,,97039697
2016,91795363,23,500,06-DEC-16,95858713
2016,89353307,23,500,,95576975
2016,92405250,38,1,,95414595
2016,89353308,24,1,,94247795
2016,93017818,23,400,,96033623
2016,89353309,6,165,,94445630
2016,89353309,23,860,,95576976
2016,89353309,63,675,,95620569
2016,90574876,61,800,,95645164
2016,90574875,63,15,,95959236
2016,90574875,6,100,,94576185
2016,90574875,20,5,,95131915
2016,91185721,26,900,,92708616
2016,89353366,10,0,,95193421
2016,91185722,10,0,,94484324
2016,93017876,10,0,,95799634
2016,90574860,26,1,,92239576
2016,93017866,61,850,,95787008
2016,91185711,61,600,,96217087
2016,90574861,26,700,,93288355
2016,91185723,3,500,,95325090
2016,93017877,3,300,,96740967
2016,91795502,25,50,,93429317
2016,89963845,26,400,,92159419
2016,89353367,3,800,,94688552
2016,91185795,63,1,,96119219
2016,91795503,4,200,,94215864
2016,91185796,3,1,,95325097
2016,91795503,63,6,,97864467
2016,93017955,26,200,,93288391
2016,91692324,63,1,,97786340
2016,92405378,63,1,,96405756
2016,93017955,20,10,,97646414
2016,92405379,25,201,,92730189
2016,91795504,61,500,,95860016
2016,89353453,16,5,,92572833
2016,89963931,4,150,,94083687
2016,91185797,63,250,28-MAY-16,97499799
2016,91795505,63,250,,96831499
2016,91185798,4,400,,94176798
2016,93017956,6,350,,94959578
2016,92405380,63,250,,98140663
2016,90574967,4,400,,94083688
2016,93629431,4,685,,94083689
2016,90574967,16,20,,93093606
2016,90574967,38,1,,95145743
2016,93629431,63,15,,97499800
2016,90574968,4,300,,93520519
2016,90574968,63,10,,95960607
2016,91185799,6,20,,95483967
2016,89870728,4,1,,93467674
2016,91185799,61,450,,96217100
2016,92405381,25,100,29-MAY-16,92730190
2016,92405381,63,1,29-MAY-16,96405757
2016,91795506,25,100,,92658023
2016,91795506,63,1,,96298730
2016,91795507,63,15,,97134951
2016,91795508,63,7,,96831500
2016,90574969,26,200,,92239632
2016,91795507,4,80,,93948100
2016,91795509,5,126,,92129908
2016,90574969,25,25,,92492013
2016,90574969,20,200,,95132107
2016,91795510,63,10,,98091801
2016,93629298,38,400,,94763095
2016,91795510,4,100,,94305694
2016,92405229,23,700,,95940250
2016,93017805,24,5000,,94126024
2016,91795350,23,100,,96131802
2016,93629299,25,1,,92852154
2016,91795351,5,1,,92127303
2016,89963796,3,1,,97645160
2016,91185654,24,1,,94224786
2016,91185653,10,0,,94484214
2016,93629300,16,1,,92895319
2016,89963797,5,1,,92129901
2016,89353292,38,900,,94885823
2016,92405230,19,100,,92423044
2016,89963798,38,1,,94885822
2016,90574800,24,1,,94086658
2016,91795408,26,300,,92398537
2016,93017867,3,1,,95967629
2016,89963840,10,0,,95193418
2016,93629342,35,100,,92410697
2016,92405288,10,0,,94787203
2016,93629343,10,0,,95471874
2016,91185712,10,0,,94484322
2016,89353355,3,75,,96740965
2016,89353354,10,0,,96054984
2016,89861090,4,100,,93461378
2016,91185713,17,1000,,92568985
2016,91795409,61,600,,95713578
2016,91185713,26,500,,92321839
2016,91185714,3,1,,95325087
2016,91101005,19,25,,92276237
2016,90574862,63,1,,95959235
2016,93017868,4,500,,93724550
2016,93629344,63,1,04-FEB-16,98140055
2016,90574863,10,0,,94336651
2016,93629345,10,0,,94976385
2016,93017869,26,500,,93288356
2016,91795410,10,0,,96148233
2016,93017870,10,0,,96148234
2016,91185715,10,0,,94484323
2016,92292959,10,0,,96337457
2016,89353356,19,30,,93138466
2016,89353356,7,600,,94132903
2016,89963841,3,1,,94954894
2016,92405289,10,0,,95193419
2016,91795411,63,1,,96298725
2016,92405289,11,1,,92561138
2016,89353357,11,1,,92984501
2016,94155239,26,250,,92667324
2016,89353357,10,0,,96148235
2016,93017871,10,0,,95471875
2016,91795511,4,500,,93834243
2016,93017958,4,400,,94305695
2016,91185800,10,0,,96149689
2016,92405382,20,15,,98039488
2016,89963932,25,15,,93170302
2016,92405382,63,50,,98140664
2016,91185801,4,2700,,93834244
2016,90574864,10,0,,96148236
2016,92405383,3,1,,95724317
2016,92405290,5,565,,92119719
2016,91795412,61,600,,96131827
2016,91795413,26,100,,92398538
2016,90574865,4,2000,,94083632
2016,91795414,26,500,,92876700
2016,91795414,6,440,,95075428
2016,92292960,26,1,06-FEB-16,93029314
2016,93017872,26,650,,93436326
2016,89353358,26,650,,93436327
2016,90574867,26,650,,92876701
2016,91795415,26,650,,92398539
2016,89353359,26,600,,92064876
2016,90574866,26,650,07-FEB-16,93229910
2016,91682662,26,1,,92383344
2016,89353360,3,1,,94688484
2016,89963842,61,100,,95927054
2016,92933860,26,400,,92477230
2016,93629346,9,0,,94005488
2016,93017873,6,185,,95483920
2016,89353361,3,250,,94688485
2016,92321114,3,300,,97559329
2016,91185716,3,800,,95325088
2016,89353362,7,700,,93895192
2016,92405294,4,200,,94333458
2016,92405294,63,1,,98140056
2016,92405295,10,0,,94787204
2016,93629356,25,1,,92852158
2016,91795420,10,0,,95471877
2016,91795421,26,50,,92876702
2016,90574877,10,0,,95193422
2016,93017878,20,78,,98038428
2016,93629357,20,85,,96026041
2016,91795422,25,1,,93203058
2016,90574878,5,1,,92117163
2016,90574879,10,0,,95471878
2016,92405296,6,1,,94959484
2016,90574879,11,16,,92683601
2016,91185724,26,140,,93081475
2016,89963846,63,1,,97498808
2016,91682663,3,1,,95477901
2016,89353368,10,0,,94030441
2016,92405297,26,860,,93467059
2016,92405297,6,670,,95483921
2016,93017879,3,250,,97645343
2016,89963847,63,1015,,95808881
2016,89963847,20,100,,94954895
2016,91185725,3,100,,95325091
2016,92405298,36,2300,,97239358
2016,93629291,24,10497,06-NOV-16,94129857
2016,92405222,24,10497,,94196152
2016,89963790,63,1,,95808875
2016,91185646,63,1500,,98139300
2016,89963790,7,550,,93487055
2016,89963790,25,50,,92415723
2016,89963790,10,80,,94196578
2016,90574993,4,250,,94083691
2016,90574868,10,0,,96412525
2016,92405408,4,700,,94083692
2016,92405407,63,25,,96405758
2016,93629454,4,600,,93737778
2016,92405409,63,25,,97499801
2016,90574994,23,1200,,95860017
2016,89353465,23,800,,95576997
2016,89353465,63,30,,95620615
2016,93017977,63,2239,,96556905
2016,91795526,16,250,,92895402
2016,90574995,38,1,,95145775
2016,90574995,3,1,,97185665
2016,92405410,10,0,,94787210
2016,91795527,10,0,,94639616
2016,93017952,20,2,,95967843
2016,93629429,26,700,,93081515
2016,92405374,63,1,,96405755
2016,93017953,26,550,,92551566
2016,93017953,9,0,,93845495
2016,93017953,63,302,,96555582
2016,93017953,25,300,,92830509
2016,93516022,63,1,,98060156
2016,92405375,16,45,,93202845
2016,89963928,4,100,,93476540
2016,92405375,4,45,,94215863
2016,93629430,26,500,25-MAY-16,92876745
2016,91795500,26,500,,93081516
2016,91795344,24,1,,94224785
2016,89353285,23,40,,95940248
2016,91795345,23,200,,95713605
2016,92302291,23,300,,95736676
2016,89963791,63,50,,95808876
2016,91185647,23,700,,95678345
2016,89963791,9,0,,93477079
2016,93629292,63,1,,96830149
2016,89963792,63,1,,97134571
2016,89353286,5,1,,92124821
2016,91795346,4,500,,93621364
2016,91795346,63,78,,96299789
2016,93017801,10,0,,96411365
2016,91185649,10,0,,95798235
2016,93629293,26,400,,93288307
2016,91185650,23,200,,96033620
2016,93629293,16,126,,93202760
2016,93629294,38,1,,95287391
2016,89353288,3,1,,94688482
2016,89963793,9,0,,94003675
2016,92405223,23,400,,95940249
2016,92405223,7,1100,,93895163
2016,92405223,63,1,,97134572
2016,93017802,10,0,,95798236
2016,92405223,25,100,,93201258
2016,93629296,10,0,,95798237
2016,90574798,10,0,,95798238
2016,90574797,10,0,,95192071
2016,91185651,23,1,,96131801
2016,92405224,63,1,13-NOV-16,97498649
2016,91795347,10,0,,95192072
2016,92405225,63,1,,96411756
2016,93017803,38,1,,95145690
2016,92405226,5,1,,92124822
2016,89353290,63,200,,95620567
2016,92405227,24,500,,94113642
2016,91795348,23,1,,95858682
2016,91795348,21,1,,93787355
2016,92405228,24,1,,94113643
2016,89963794,26,1,,93081424
2016,89963794,63,40,,97498650
2016,89963795,63,1,,97134573
2016,93629297,24,1,,94129858
2016,89963794,6,20,,95215364
2016,89963795,38,1,,95002688
2016,93017738,23,150,,95786968
2016,92405155,63,1,,97862211
2016,93629220,5,146,,92122328
2016,93629221,23,100,,95858676
2016,91795288,38,250,,94608880
2016,89963728,10,0,,96368089
2016,93017739,23,800,,95786969
2016,90574753,23,800,28-AUG-16,95645131
2016,92405157,4,150,,94333304
2016,89353238,16,15,,93298260
2016,93629222,16,25,,93298261
2016,92405158,4,500,,94081898
2016,91795289,4,500,,94081899
2016,94155236,4,1,,93803249
2016,94155236,16,1,,92873497
2016,90574754,16,6,,92984798
2016,89353239,5,1,,92116908
2016,90574754,4,700,,93946163
2016,93629223,4,200,,94215694
2016,89870724,63,1,,95778846
2016,92405159,4,400,,93667547
2016,91795290,38,400,,94608881
2016,89353240,16,25,,92572820
2016,91185584,4,1599,,94065167
2016,91185584,63,25,,97444803
2016,89353241,16,200,,93298262
2016,92405160,10,0,,94795227
2016,89353241,25,1,,93872543
2016,89353241,23,600,,96217014
2016,91185585,9,0,,93613136
2016,89353241,6,1,,95483798
2016,93629225,25,30,,92849981
2016,93629225,23,500,,95796617
2016,89963729,26,150,,92876611
2016,89963729,63,1,,97133513
2016,92405161,5,1,,92124814
2016,92405163,23,1,,96217035
2016,93017742,4,150,,94178638
2016,91795291,3,20000,,98037184
2016,91185586,3,20000,18-AUG-16,96387402
2016,90574965,26,940,,93467100
2016,89353449,61,600,,95576995
2016,93017954,26,1,,92848493
2016,90574966,63,1,,95960606
2016,90574966,23,1,,95645198
2016,91185794,63,16875,,97864466
2016,91795501,38,50,,94608807
2016,91185793,4,100,,94335210
2016,89353450,3,1,,98039487
2016,92405376,26,600,,92708674
2016,93629155,38,1,,95145611
2016,93017683,21,1,,93932037
2016,90574683,4,79,,94218061
2016,89353178,15,1,,92325544
2016,89353178,3,1,,97651925
2016,92405071,38,500,,94668851
2016,89353178,26,1,,93290527
2016,89353178,9,0,,94564002
2016,92405072,38,1,,95002617
2016,92405072,3,1,,96739597
2016,89963678,21,20,,93658010
2016,92405073,23,850,,95746987
2016,91185511,10,0,,95797990
2016,91185512,38,500,,95002618
2016,93629156,63,1,,96828975
2016,92405074,38,1,,95245601
2016,92405074,3,500,,97514646
2016,92405075,5,1,,92119727
2016,91185513,6,250,22-MAY-16,95197705
2016,91185514,3,1,,95323454
2016,91682655,6,1,,95179875
2016,89353182,63,4,,98138502
2016,91795206,19,25,,92951340
2016,91795206,9,0,,94360861
2016,91795206,21,120,,93879314
2016,91795206,63,160,,97497502
2016,90574687,63,5,,97869854
2016,91185563,38,1,,95145615
2016,89963714,63,1,,95808840
2016,91795262,3,1,,97183062
2016,91185564,3,1,,98037021
2016,91795264,10,0,,95191968
2016,89353221,38,150,,95145616
2016,91795264,11,1,,92559240
2016,93629200,38,200,,94885775
2016,93017719,63,1,,96554460
2016,93629201,25,50,,92849980
2016,91185565,23,125,,95940229
2016,91185565,63,40,,97133511
2016,93629201,21,1,,93754122
2016,93629201,63,1,,96586458
2016,89963715,10,0,,94196553
2016,93629202,35,1,,92546530
2016,91795265,4,1500,,93621361
2016,92933856,16,10,,93087349
2016,92933856,4,150,,94077584
2016,89963716,63,1,,97497506
2016,89353222,63,500,,95620584
2016,89353223,35,1,,92340748
2016,91185566,21,200,,93932055
2016,91185566,23,299,,96132067
2016,93017720,23,500,,95786964
2016,90574735,63,1,,95959097
2016,91185566,25,1,,93670688
2016,89963717,23,700,,96033547
2016,89963717,63,55,,97497507
2016,91795266,38,150,,95145647
2016,89963717,25,20,,93427308
2016,93017722,38,1000,,94885776
2016,93017721,38,1000,,94742796
2016,90574736,10,0,,96156654
2016,92405137,38,150,,95002651
2016,91795267,4,700,,94215692
2016,92405138,38,150,,94668854
2016,93629203,38,1000,,94761185
2016,93629205,38,1000,,95414526
2016,93629204,3,300,,96386401
2016,89353224,63,25,,95620585
2016,91091450,38,1000,,95260051
2016,89353224,4,400,,93419986
2016,89353225,23,1,,96217010
2016,89353225,21,150,,93975966
2016,94145772,38,150,,95260050
2016,93017723,25,20,,93009151
