"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2016,91054751,104563694
2016,91054753,104563696
2016,91054785,109337584
2016,91056136,109337610
2016,91055919,104564701
2016,91055988,104564768
2016,91056001,109711465
2016,91056015,104564790
2016,91055833,104564626
2016,91054831,104563764
2016,91054832,104563764
2016,91054841,109244441
2016,91054961,109617547
2016,91054969,104563883
2016,91054697,104563644
2016,91054700,104563647
2016,91057572,104566071
2016,91055092,104563983
2016,91055162,104564039
2016,91055252,109711449
2016,91058427,104566825
2016,91058223,104566659
2016,91055458,109711456
2016,91057468,104565988
2016,91057523,104566035
2016,91057561,109524769
2016,91057562,109524769
2016,91057286,104565832
2016,91057288,104565834
2016,91057289,104565834
2016,91057344,104565886
2016,91057354,104565895
2016,91057374,104565914
2016,91057397,109804691
2016,91057410,104565943
2016,91057411,104565944
2016,91057057,104565627
2016,91056841,104565435
2016,91056846,104565439
2016,91056873,104565468
2016,91057039,109524763
2016,91057056,104565627
2016,91057107,104565669
2016,91057115,104565674
2016,91056675,109617580
2016,91056675,109617581
2016,91056744,104565352
2016,91056745,104565352
2016,91055516,104564354
2016,91055312,104564177
2016,91055313,104564177
2016,91055317,104564182
2016,91055319,104564184
2016,91055320,104564185
2016,91055408,109337595
2016,91055659,104564483
2016,91055207,104564082
2016,91056144,104564905
2016,91056145,104564905
2016,91056223,109337612
2016,91056222,109337612
2016,91056226,104564968
2016,91056227,104564969
2016,91056428,104565136
2016,91056534,104565229
2016,91056562,104565251
2016,91056427,104565135
2016,91057931,104566392
2016,91057931,104566393
2016,91058017,104566482
2016,91056429,104565137
2016,91056429,104565138
2016,91056430,109337618
2016,91056432,109337619
2016,91056433,104565139
2016,91056434,104565140
2016,91056435,104565141
2016,91056436,109337620
2016,91056437,104565142
2016,91056438,104565143
2016,91056439,104565144
2016,91056440,104565145
2016,91056441,104565146
2016,91056442,104565147
2016,91056442,104565148
2016,91056444,104565150
2016,91056445,104565151
2016,91056446,109711470
2016,91056447,104565152
2016,91056448,104565153
2016,91056448,104565154
2016,91056449,109617576
2016,91056450,104565155
