"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2018,117868787,10,,,129104995
2018,117868787,11,10,,129104994
2018,117869761,16,100,,129095629
2018,117869761,11,50,,129105045
2018,117869761,26,100,,129100396
2018,117869761,10,,,129095630
2018,117869770,3,100,,129100407
2018,117868884,20,6600,,129105101
2018,117868896,36,5500,,129095697
2018,117869824,10,,,129095699
2018,117875363,10,,,129100578
2018,117875363,11,10,,129095773
2018,117869015,10,,,129095841
2018,117869024,63,80,,129105270
2018,117869024,8,12,,129095846
2018,117869023,63,80,05-JUN-18,129100652
2018,117869023,8,12,04-JUN-18,129105269
2018,117869063,7,450,,129105303
2018,117869063,26,670,,129105302
2018,117869063,20,150,,129105309
2018,117869063,16,55,,129105311
2018,117869063,23,175,,129105306
2018,117869063,36,60,,129100679
2018,117869063,25,255,,129105304
2018,117869063,27,420,,129095877
2018,117869093,10,,,129095908
2018,117869978,8,1,,129095919
2018,117869978,20,1,,129100724
2018,117869167,10,,,129105435
2018,117869295,6,17,,129100962
2018,117869295,63,9,,129096061
2018,117869295,8,12,,129105606
2018,117870113,63,1150,,129096103
2018,117875725,22,,,129096116
2018,117875727,22,,,129101037
2018,117875889,10,,,129096295
2018,117892714,20,400,,129135268
2018,117892722,10,,,129138173
2018,117892722,11,20,,129132097
2018,117892825,20,300,,129132191
2018,117892840,8,17,,129138345
2018,117892840,19,288,,129138344
2018,117892840,63,10,,129138347
2018,117892840,9,,,129135428
2018,117892857,10,,,129138368
2018,117892874,21,150,,129135471
2018,117901043,20,1,,129138485
2018,117901048,63,160,,129138493
2018,117901062,10,,,129138515
2018,117898752,10,,,129138516
2018,117898752,11,20,,129138514
2018,117898761,3,1,,129138525
2018,117898776,10,,,129142376
2018,117898792,20,100,,129142395
2018,117898792,36,2415,,129142394
2018,117898798,20,20,,129142402
2018,117898805,36,390,,129142412
2018,117898810,6,18,29-NOV-18,129142417
2018,117898811,6,18,,129142419
2018,117898811,8,10,,129142420
2018,117898810,8,10,29-NOV-18,129142418
2018,117898814,29,1,,129142423
2018,117898816,20,50,,129135529
2018,117898819,19,126,,129142429
2018,117898821,63,5,,129142432
2018,117898821,36,100,,129142431
2018,117898826,26,249,,129142437
2018,117898824,26,249,21-DEC-18,129142435
2018,117898841,63,1,,129142462
2018,117898850,11,20,,129142473
2018,117898850,10,,,129142474
2018,117898854,16,500,,129142478
2018,117898985,11,5,,129142641
2018,117898985,10,,,129142642
2018,117901275,63,125,,129142673
2018,117901320,36,3100,,129142738
2018,117899096,11,20,,129142786
2018,117899096,10,,,129142787
2018,117893203,16,576,,129142824
2018,117899130,20,100,,129138945
2018,117893243,10,,,129135922
2018,117899167,10,,,129142893
2018,117893264,63,1,,129135951
2018,117899455,20,40,,129143256
2018,117901772,10,,,129139384
2018,117901792,10,,,129143292
2018,117893640,63,2,,129136416
2018,117893640,22,,,129136417
2018,117899534,25,225,,129139454
2018,117899534,9,,,129143344
2018,117899534,63,10,,129136494
2018,117901878,10,,,129136568
2018,117893751,22,,,129139517
2018,117901875,30,500,,129136566
2018,117893751,17,150,,129139516
2018,117893751,63,900,,129143407
2018,117893865,10,,,129136700
2018,117904742,10,150,,129143601
2018,117904742,20,6,,129143602
2018,117902019,4,400,23-SEP-18,129139700
2018,117893914,4,400,,129139701
2018,117902073,20,80,,129143771
2018,117904888,10,,,129143796
2018,117904908,10,,,129143821
2018,117904912,22,,,129139833
2018,117904912,10,60,,129139831
2018,117904912,25,120,,129139828
2018,117904912,21,5,,129139832
2018,117904912,63,80,,129139830
2018,117902140,11,10,,129139854
2018,117904950,10,,,129139876
2018,117904950,11,1,,129139875
2018,117902166,29,190,,129139881
2018,117904955,8,3,,129139882
2018,117902186,4,200,,129139899
2018,117904974,4,1,,129136908
2018,117894024,4,75,,129143932
2018,117894023,4,75,30-SEP-18,129143931
2018,117904990,10,,,129136939
2018,117905010,63,50,,129139946
2018,117894051,19,1349,,129136969
2018,117894143,26,400,,129137073
2018,117894143,31,1200,,129140078
2018,117902333,13,650,,129140080
2018,117905179,3,13500,,129144139
2018,117905178,3,13500,30-OCT-18,129144138
2018,117905209,8,230,,129144173
2018,117902396,11,5,,129144183
2018,117902396,10,,,129144184
2018,117905341,3,400,,129137321
2018,117905350,20,380,,129140474
2018,117902646,25,10,20-NOV-18,129140473
2018,117868828,13,6000,,129105036
2018,117910563,20,100,,129141840
2018,117910564,20,100,,129148765
2018,117906609,63,200,,129148833
2018,117906614,16,54,,129141888
