"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2016,23877447,87391671,1,06-FEB-16,1,"N",16,5,21,"M",2,2,"N","","",,
2016,23877448,87391674,1,07-FEB-16,1,"N",16,5,17,"M",1,2,"R","R","",,
2016,23877449,87391675,1,07-FEB-16,1,"N",16,5,18,"F",1,2,"R","","",,
2016,23877455,87391698,1,09-FEB-16,1,"N",16,5,20,"M",2,2,"N","","",,
2016,23877456,87391699,1,10-FEB-16,1,"N",16,5,24,"M",1,2,"R","","",,
2016,23877459,87391722,1,11-FEB-16,1,"N",16,5,17,"M",2,2,"R","R","",,
2016,23877461,87391731,1,12-FEB-16,1,"N",16,5,25,"F",1,2,"R","","",,
2016,23877478,87391774,1,18-FEB-16,1,"N",16,5,29,"M",1,2,"R","","",,
2016,23877481,87391794,1,20-FEB-16,1,"N",16,5,18,"M",2,2,"R","","",,
2016,23877482,87391794,2,20-FEB-16,1,"N",16,5,18,"M",2,2,"R","","",,
2016,23877483,87391794,3,20-FEB-16,1,"N",16,5,18,"M",2,2,"R","","",,
2016,23877484,87391794,4,20-FEB-16,1,"N",16,5,18,"M",2,2,"R","","",,
2016,23877485,87391794,5,20-FEB-16,1,"N",16,5,17,"M",2,2,"R","R","",,
2016,23877486,87391795,1,20-FEB-16,1,"N",16,5,36,"M",2,2,"R","","",,
2016,23877487,87391799,1,21-FEB-16,1,"N",16,5,51,"M",1,2,"N","","",,
2016,23877490,87391802,1,21-FEB-16,1,"C",16,5,23,"M",2,2,"R","","",,
2016,23877496,87391823,1,25-FEB-16,1,"N",16,5,20,"M",2,2,"N","","",,
2016,23877499,87392662,1,27-FEB-16,1,"N",16,5,20,"M",2,2,"R","","",,
2016,23877503,87392668,1,27-FEB-16,1,"N",16,5,31,"F",2,2,"N","","",,
2016,23877510,87392686,1,02-MAR-16,1,"N",16,5,31,"M",1,2,"R","","",,
2016,23877515,87392691,1,02-MAR-16,1,"N",16,5,16,"M",1,2,"R","R","",,
2016,23877518,87392695,1,02-MAR-16,1,"N",16,5,42,"M",1,2,"N","","",,
2016,23877522,87392716,1,06-MAR-16,1,"N",16,5,19,"M",2,2,"N","","",,
2016,23877523,87392722,1,08-MAR-16,1,"N",16,5,17,"F",1,2,"R","R","",,
2016,23877524,87392733,1,09-MAR-16,1,"N",16,5,17,"M",2,2,"R","R","",,
2016,23877528,87392755,1,11-MAR-16,1,"N",16,5,17,"M",1,2,"R","R","",,
2016,23877529,87392757,1,11-MAR-16,1,"N",16,5,30,"M",1,2,"R","","",,
2016,23877534,87392771,1,13-MAR-16,1,"N",16,5,26,"F",2,2,"N","","",,
2016,23877536,87392779,1,15-MAR-16,1,"N",16,5,20,"M",2,2,"N","","",,
2016,23877537,87392779,2,15-MAR-16,1,"N",16,5,20,"M",2,2,"N","","",,
2016,23877538,87392779,3,15-MAR-16,1,"N",16,5,19,"M",2,2,"N","","",,
2016,23877539,87392779,4,15-MAR-16,1,"N",16,5,15,"F",2,2,"N","R","",,
2016,23877543,87392791,1,15-MAR-16,1,"N",16,5,37,"F",1,2,"N","","",,
2016,23877554,87392826,1,20-MAR-16,1,"N",16,5,27,"F",2,2,"N","","",,
2016,23877571,87393697,1,24-MAR-16,1,"N",16,5,19,"M",1,2,"R","","",,
2016,23877572,87393697,2,24-MAR-16,1,"N",16,5,20,"M",1,2,"R","","",,
2016,23877583,87393720,1,26-MAR-16,1,"N",16,5,56,"M",1,2,"R","","",,
2016,23877584,87393720,2,26-MAR-16,1,"N",16,5,26,"F",1,2,"N","","",,
2016,23877589,87393741,1,29-MAR-16,1,"N",16,5,30,"M",2,2,"N","","",,
2016,23877592,87393766,2,01-APR-16,1,"N",16,5,17,"M",1,2,"R","R","",,
2016,23877595,87393772,1,02-APR-16,1,"N",16,5,21,"M",1,2,"N","","",,
2016,23877596,87393773,1,02-APR-16,1,"N",16,5,28,"M",2,2,"N","","",,
2016,23877597,87393779,1,02-APR-16,1,"N",16,5,23,"M",1,2,"N","","",,
2016,23877599,87393790,1,04-APR-16,1,"N",16,5,20,"M",2,2,"N","","",,
2016,23877600,87393790,2,04-APR-16,1,"N",16,5,21,"M",1,2,"N","","",,
