offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
2549121,2231892,1,5,50,F,1,,,,
2549120,2231891,1,5,21,M,1,,,,
2549119,2231890,1,5,15,M,1,,,,
2549118,2231889,0,,,,,,,,
2549117,2231888,0,,,,,,,,
2549116,2231887,0,,,,,,,,
2549115,2231886,0,,,,,,,,
2549114,2231885,1,4,,M,0,,,,
2549113,2231884,0,,,,,,,,
2549112,2231883,0,,,,,,,,
2549111,2231882,2,5,50,M,1,,,,
2549110,2231882,1,5,40,M,1,,,,
2549109,2231881,1,5,15,M,1,,,,
2549108,2231880,1,4,,F,2,,,,
2549107,2231879,0,,,,,,,,
2549106,2231878,0,,,,,,,,
2549105,2231877,1,5,40,M,2,,,,
2549104,2231876,0,,,,,,,,
2549103,2231875,0,,,,,,,,
2549102,2231874,0,,,,,,,,
2549101,2231873,0,,,,,,,,
2549100,2231872,1,4,,M,1,,,,
2549099,2231871,1,5,15,M,2,,,,
2549098,2231870,0,,,,,,,,
2549097,2231869,1,4,,M,0,,,,
2549096,2231868,2,4,,M,1,,,,
2549095,2231868,1,4,,M,1,,,,
2549094,2231867,0,,,,,,,,
2549093,2231866,0,,,,,,,,
2549092,2231865,0,,,,,,,,
2549091,2231864,1,5,21,M,2,,,,
2549090,2231863,1,5,21,F,1,,,,
2549089,2231862,1,5,15,M,1,,,,
2549088,2231861,0,,,,,,,,
2549087,2231860,2,5,21,M,1,,,,
2549086,2231860,1,5,21,M,1,,,,
2549085,2231859,0,,,,,,,,
2549084,2231858,1,5,30,M,1,,,,
2549083,2231857,1,5,40,M,1,,,,
2549082,2231856,1,5,21,M,1,,,,
2549080,2231855,1,5,40,M,1,,,,
2549081,2231855,2,5,40,M,0,,,,
2549079,2231854,0,,,,,,,,
2549078,2231853,0,,,,,,,,
2549077,2231852,1,5,30,M,1,,,,
2549076,2231851,1,5,40,M,1,,,,
2549075,2231850,0,,,,,,,,
2549074,2231849,1,5,40,M,1,,,,
2549073,2231848,0,,,,,,,,
2549072,2231847,1,5,30,M,1,,,,
2549462,2232201,0,,,,,,,,
2549456,2232195,0,,,,,,,,
2549452,2232191,3,5,21,F,1,,,,
2549451,2232191,2,5,21,M,1,,,,
2549450,2232191,1,5,30,M,1,,,,
2549446,2232187,1,5,15,F,1,,,,
2549445,2232186,0,,,,,,,,
2549444,2232185,2,5,15,M,1,,,,
2549443,2232185,1,5,15,M,1,,,,
2549442,2232184,0,,,,,,,,
2549441,2232183,0,,,,,,,,
2549440,2232182,1,5,30,M,1,,,,
2549439,2232181,2,5,21,M,2,,,,
2549438,2232181,1,5,21,F,2,,,,
2549437,2232180,1,5,15,M,1,,,,
2549436,2232179,0,,,,,,,,
2549435,2232178,0,,,,,,,,
2549434,2232177,0,,,,,,,,
2549433,2232176,0,,,,,,,,
2549432,2232175,0,,,,,,,,
2549431,2232174,0,,,,,,,,
2549430,2232173,0,,,,,,,,
2549429,2232172,0,,,,,,,,
2549428,2232171,1,5,40,M,1,,,,
2549427,2232170,1,5,15,M,1,,,,
2549426,2232169,0,,,,,,,,
2549423,2232167,0,,,,,,,,
2549422,2232166,0,,,,,,,,
2549421,2232165,1,4,,M,0,,,,
2549420,2232164,2,5,9,M,1,,,,
2549419,2232164,1,5,15,M,1,,,,
2549418,2232163,2,5,21,M,1,,,,
2549417,2232163,1,5,21,M,1,,,,
2549416,2232162,1,5,40,M,1,,,,
2549415,2232161,1,5,21,M,1,,,,
2549414,2232160,1,5,30,F,1,,,,
2549413,2232159,0,,,,,,,,
2549412,2232158,0,,,,,,,,
2549411,2232157,0,,,,,,,,
2549410,2232156,1,5,40,M,1,,,,
2549409,2232155,0,,,,,,,,
