victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
2304118,2231892,1,1,,,,,,,,,,,,,
2304117,2231891,1,4,,,,5,25,F,1,2,N,,,,
2304116,2231890,1,4,,,,5,37,F,1,2,R,,,,
2304115,2231889,1,4,,,,5,48,F,1,3,R,,,,
2304114,2231888,1,4,,,,4,,M,1,2,R,,,,
2304113,2231887,1,4,,,,5,24,M,1,2,R,,,,
2304112,2231886,1,4,,,,5,28,M,1,2,R,,,,
2304111,2231885,1,1,,,,,,,,,,,,,
2304110,2231884,1,1,,,,,,,,,,,,,
2304109,2231883,1,4,,,,4,,M,0,3,R,,,,
2304108,2231882,1,1,,,,,,,,,,,,,
2304107,2231881,1,1,,,,,,,,,,,,,
2304106,2231880,1,1,,,,,,,,,,,,,
2304105,2231879,1,1,,,,,,,,,,,,,
2304104,2231878,1,4,,,,5,23,M,1,2,R,,,,
2304103,2231877,1,1,,,,,,,,,,,,,
2304102,2231876,1,4,,,,5,29,M,1,2,R,,,,
2304101,2231875,1,4,,,,5,22,M,5,2,R,,,,
2304100,2231874,1,4,,,,5,71,F,1,3,R,,,,
2304099,2231873,1,4,,,,5,41,F,1,2,R,,,,
2304098,2231872,1,4,,,,5,34,M,1,3,R,,,,
2304097,2231871,1,4,,,,5,15,F,1,2,R,,,,
2304095,2231870,1,4,,,,5,31,M,1,2,R,,,,
2304096,2231870,2,4,,,,5,43,M,1,2,R,,,,
2304094,2231869,1,4,,,,5,59,M,1,3,N,,,,
2304093,2231868,1,4,,,,5,34,M,0,3,N,,,,
2304092,2231867,1,4,,,,5,29,F,1,2,R,,,,
2304091,2231866,1,4,,,,5,35,F,0,3,R,,,,
2304090,2231865,1,1,,,,,,,,,,,,,
2304089,2231864,1,1,,,,,,,,,,,,,
2304088,2231863,1,1,,,,,,,,,,,,,
2304087,2231862,1,1,,,,,,,,,,,,,
2304086,2231861,1,1,,,,,,,,,,,,,
2304085,2231860,2,4,,,,5,17,F,1,2,N,,,,
2304084,2231860,1,4,,,,4,,F,1,3,N,,,,
2304083,2231859,1,4,,,,5,27,M,1,2,R,,,,
2304082,2231858,1,4,,,,5,35,M,1,2,R,,,,
2304081,2231857,1,4,,,,5,9,M,1,2,R,,,,
2304080,2231856,1,3,,,,,,,,,,,,,
2304078,2231855,1,4,,,,5,38,M,0,3,R,,,,
2304079,2231855,2,4,,,,4,,M,0,3,R,,,,
