"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2016,101954738,90439589,1,5,50,"F",1,,50,0
2016,101954739,90439589,2,5,55,"F",1,,55,0
2016,101956059,90440756,0,,,"",,,,
2016,101956917,90441539,1,5,26,"F",2,,26,0
2016,101956964,90441582,1,5,25,"M",2,,25,0
2016,101957124,90441718,1,5,26,"M",1,,26,0
2016,101957268,90441850,1,5,57,"M",1,,57,0
2016,101957510,90442067,1,5,31,"M",1,,31,0
2016,101957583,90442129,1,5,46,"F",1,,46,0
2016,101959784,90444147,1,4,,"M",1,,,
2016,102456796,90875506,1,5,40,"M",1,,40,0
2016,101285607,89858215,1,5,75,"M",1,,75,0
2016,101285593,89858208,2,5,33,"F",1,,33,0
2016,101285582,89858208,1,5,32,"M",1,,32,0
2016,104913982,93003545,2,5,15,"M",1,,15,0
2016,104913979,93003545,1,5,19,"M",1,,19,0
2016,104913984,93003545,3,5,19,"M",1,,19,0
2016,101971436,90454405,1,5,47,"M",1,,47,0
2016,101972547,90455413,1,5,47,"M",1,,47,0
2016,101640665,90168236,0,,,"",,,,
2016,101640715,90168273,0,,,"",,,,
2016,101640758,90168320,2,4,,"U",0,,,
2016,101640757,90168320,1,4,,"U",0,,,
2016,101640914,90168467,1,4,,"U",0,,,
2016,101641604,90169063,1,5,19,"M",2,,19,0
2016,101642045,90169447,1,4,,"M",1,,,
2016,101642081,90169479,1,4,,"M",2,,,
2016,101642430,90169795,0,,,"",,,,
2016,101642587,90169936,1,5,30,"M",2,,30,0
2016,101643148,90170416,0,,,"",,,,
2016,101643238,90170507,0,,,"",,,,
2016,101643673,90170875,0,,,"",,,,
2016,101643829,90171004,0,,,"",,,,
2016,101644608,90171657,1,4,,"U",0,,,
2016,101645392,90172350,0,,,"",,,,
2016,101646128,90172987,1,5,41,"M",2,,41,0
2016,101646719,90173527,0,,,"",,,,
2016,101646826,90173629,1,5,19,"M",1,,19,0
2016,101647070,90173908,0,,,"",,,,
2016,101647402,90174134,0,,,"",,,,
2016,101647633,90174325,1,5,40,"M",0,,40,0
2016,101648328,90174934,1,4,,"U",0,,,
2016,101648573,90175149,1,4,,"U",0,,,
2016,101648684,90175241,1,5,16,"M",1,,16,0
2016,101649060,90175573,0,,,"",,,,
2016,101649671,90176114,0,,,"",,,,
2016,102459345,90877855,0,,,"",,,,
2016,102459382,90877886,0,,,"",,,,
2016,102460385,90878824,1,5,42,"F",2,,42,0
2016,102460472,90878904,1,5,31,"M",1,,31,0
2016,102460602,90879018,1,5,19,"F",2,,19,0
2016,102460605,90879018,2,5,14,"F",2,,14,0
2016,102463005,90881216,0,,,"",,,,
2016,102463118,90881307,1,5,27,"M",1,,27,0
2016,102465403,90883356,1,5,43,"M",1,,43,0
2016,102465508,90883456,1,5,55,"M",1,,55,0
2016,101640951,90168502,1,5,30,"M",1,,30,0
2016,101641123,90168656,1,4,,"M",2,,,
2016,101641146,90168685,0,,,"",,,,
2016,101641261,90168779,1,5,30,"M",2,,30,0
2016,101641342,90168853,0,,,"",,,,
2016,101641483,90168956,0,,,"",,,,
2016,101641609,90169075,1,5,29,"M",1,,29,0
2016,101641612,90169075,2,5,24,"M",1,,24,0
2016,101643071,90170356,1,5,21,"M",1,,21,0
2016,101643094,90170375,1,5,15,"M",2,,15,0
2016,101643402,90170635,0,,,"",,,,
2016,101643712,90170921,0,,,"",,,,
2016,101644277,90171390,0,,,"",,,,
2016,101644330,90171432,1,5,16,"F",1,,16,0
2016,101644442,90171525,1,4,,"M",0,,,
2016,101644588,90171643,0,,,"",,,,
2016,101644645,90171687,1,4,,"U",0,,,
2016,101645378,90172345,1,4,,"M",2,,,
2016,101645422,90172407,0,,,"",,,,
2016,101645848,90172733,1,5,55,"M",2,,55,0
2016,101645921,90172800,1,5,57,"M",1,,57,0
2016,101646364,90173198,0,,,"",,,,
2016,101646375,90173227,1,4,,"M",0,,,
2016,101646627,90173442,0,,,"",,,,
2016,101646732,90173532,1,5,32,"M",1,,32,0
2016,101646801,90173597,1,5,13,"F",2,,13,0
2016,101646968,90173746,0,,,"",,,,
2016,101647130,90173913,0,,,"",,,,
2016,101647332,90174072,0,,,"",,,,
2016,101647525,90174231,2,5,17,"M",2,,17,0
2016,101647521,90174231,1,5,17,"M",2,,17,0
2016,101647783,90174443,1,4,,"U",0,,,
2016,101648648,90175215,1,5,29,"M",2,,29,0
2016,101649873,90176302,0,,,"",,,,
2016,101649883,90176313,0,,,"",,,,
2016,101650504,90176875,1,4,,"U",0,,,
2016,101650582,90176939,1,5,53,"M",2,,53,0
2016,101650615,90176996,1,5,42,"F",2,,42,0
2016,101650766,90177092,1,5,26,"F",2,,26,0
2016,101650863,90177184,1,4,,"U",0,,,
2016,101650918,90177248,1,5,41,"M",2,,41,0
2016,101650970,90177276,1,4,,"M",2,,,
2016,101651001,90177320,1,4,,"U",1,,,
2016,101651291,90177564,1,4,,"U",0,,,
2016,101651308,90177581,1,4,,"U",0,,,
2016,101651326,90177597,0,,,"",,,,
2016,101651389,90177648,1,5,48,"M",1,,48,0
2016,101651567,90177811,0,,,"",,,,
2016,101651597,90177834,0,,,"",,,,
2016,101651832,90178083,1,4,,"M",2,,,
2016,101651898,90178110,1,5,20,"M",1,,20,0
2016,101651910,90178123,1,5,34,"F",1,,34,0
2016,101651921,90178137,1,4,,"M",2,,,
2016,101652024,90178220,1,4,,"U",0,,,
2016,101652362,90178508,1,5,37,"M",2,,37,0
2016,101652390,90178540,1,4,,"U",0,,,
2016,101652437,90178595,1,5,26,"F",2,,26,0
2016,101652990,90179048,0,,,"",,,,
2016,101653103,90179168,1,5,35,"F",2,,35,0
2016,101653147,90179198,0,,,"",,,,
2016,101653512,90179523,1,5,8,"M",1,,8,0
2016,101653531,90179558,0,,,"",,,,
2016,101653686,90179678,1,5,27,"M",2,,27,0
2016,101653729,90179717,1,5,18,"F",1,,18,19
2016,101653778,90179757,0,,,"",,,,
2016,101653846,90179814,0,,,"",,,,
2016,101654384,90180274,1,5,41,"M",2,,41,0
2016,101654625,90180498,1,5,49,"F",1,,49,0
2016,101654693,90180564,1,5,38,"M",2,,38,0
2016,101654868,90180715,0,,,"",,,,
2016,101655202,90181013,1,4,,"U",0,,,
2016,101655421,90181211,0,,,"",,,,
2016,101655525,90181297,0,,,"",,,,
2016,101655741,90181591,2,4,,"M",2,,,
2016,101655738,90181591,1,4,,"M",2,,,
2016,101656026,90181737,0,,,"",,,,
2016,101656268,90181965,1,5,19,"F",1,,19,0
2016,101656265,90181965,2,5,18,"M",1,,18,0
2016,101656695,90182332,1,4,,"M",2,,,
2016,101656916,90182577,0,,,"",,,,
2016,101656998,90182638,0,,,"",,,,
2016,101657413,90182973,0,,,"",,,,
2016,101657550,90183081,0,,,"",,,,
2016,101657635,90183153,1,5,60,"M",2,,60,0
2016,101657971,90183442,0,,,"",,,,
2016,101658950,90184304,1,4,,"U",0,,,
2016,101659518,90184814,0,,,"",,,,
2016,101659821,90185092,1,5,31,"F",2,,31,0
2016,101660051,90185302,1,5,35,"M",1,,35,0
2016,101660110,90185355,1,5,58,"M",2,,58,0
2016,101660173,90185416,1,5,24,"M",2,,24,0
2016,101660358,90185590,1,5,49,"M",2,,49,0
2016,101660395,90185633,1,5,11,"M",2,,11,0
2016,101660734,90185945,1,5,33,"M",1,,33,0
2016,101660909,90186066,1,5,34,"M",1,,34,0
2016,101660962,90186141,1,5,29,"F",1,,29,0
2016,101660964,90186141,2,5,37,"M",1,,37,0
2016,101661141,90186293,0,,,"",,,,
2016,101661347,90186476,1,4,,"U",0,,,
2016,101661625,90186703,0,,,"",,,,
2016,101661784,90186873,1,5,36,"F",2,,36,0
2016,101662237,90187250,1,5,85,"F",1,,85,0
2016,101662287,90187298,1,5,13,"M",1,,13,0
2016,101662336,90187335,1,4,,"U",0,,,
2016,101662359,90187364,1,4,,"M",2,,,
2016,101662452,90187452,1,5,21,"M",1,,21,0
2016,101662578,90187575,2,5,38,"F",2,,38,0
2016,101662568,90187575,1,5,20,"F",2,,20,0
2016,101662727,90187695,1,4,,"M",0,,,
2016,101663672,90188489,0,,,"",,,,
2016,101663751,90188568,0,,,"",,,,
2016,101663931,90188732,1,5,32,"M",2,,32,0
2016,101663981,90188770,0,,,"",,,,
2016,101664133,90188905,1,5,34,"M",2,,34,0
2016,101664265,90189016,1,5,50,"M",1,,50,0
2016,101664650,90189372,1,5,63,"F",2,,63,0
2016,101664668,90189390,1,5,31,"M",1,,31,0
2016,101664873,90189561,1,5,31,"F",2,,31,0
2016,101664945,90189638,0,,,"",,,,
2016,101664999,90189677,1,4,,"U",0,,,
2016,101665162,90189825,1,5,27,"M",2,,27,0
2016,101665348,90189988,0,,,"",,,,
2016,101665528,90190142,1,5,57,"M",1,,57,0
2016,101665639,90190284,1,5,44,"M",1,,44,0
2016,101665844,90190411,1,5,50,"M",2,,50,0
2016,101666016,90190572,1,5,32,"M",1,,32,0
2016,101666019,90190572,2,5,25,"M",1,,25,0
2016,101666122,90190652,1,5,9,"M",2,,9,0
2016,101666135,90190670,1,5,39,"F",2,,39,0
2016,101666351,90190863,1,4,,"M",2,,,
2016,101667272,90191728,2,5,54,"M",2,,54,0
2016,101667270,90191728,1,5,31,"F",1,,31,0
2016,101667398,90191819,0,,,"",,,,
2016,101667641,90192032,0,,,"",,,,
2016,101667792,90192156,0,,,"",,,,
2016,101668047,90192388,1,5,23,"M",2,,23,0
2016,101668166,90192484,1,5,27,"M",1,,27,0
2016,101669147,90193344,1,5,51,"F",2,,51,0
2016,101669135,90193357,1,5,23,"M",2,,23,0
2016,101669137,90193357,2,5,22,"F",2,,22,0
2016,101669281,90193447,1,5,16,"M",1,,16,0
2016,101669508,90193653,1,4,,"U",0,,,
2016,101669643,90193758,1,4,,"M",1,,,
2016,101669652,90193769,0,,,"",,,,
2016,101670159,90194201,1,4,,"M",2,,,
2016,101670653,90194626,0,,,"",,,,
2016,101670743,90194715,1,5,30,"F",1,,30,0
2016,101670855,90194798,1,4,,"U",0,,,
2016,101671000,90194927,0,,,"",,,,
2016,101671137,90195061,1,5,29,"M",2,,29,0
2016,101671260,90195155,0,,,"",,,,
2016,101671277,90195174,1,5,39,"M",2,,39,0
2016,101671629,90195479,1,5,18,"M",2,,18,0
2016,101671707,90195534,1,5,54,"M",2,,54,0
2016,101671992,90195795,1,4,,"U",0,,,
2016,101672066,90195853,0,,,"",,,,
2016,101672534,90196300,1,4,,"U",0,,,
2016,101673144,90196828,1,4,,"U",0,,,
2016,101673920,90197520,1,5,16,"F",2,,16,0
2016,101673928,90197525,1,5,17,"M",2,,17,0
2016,101285331,89858001,0,,,"",,,,
2016,101285588,89858200,1,5,17,"M",2,,17,0
2016,102472805,90889907,1,5,20,"M",2,,20,0
2016,102472824,90889936,1,4,,"U",0,,,
2016,102472911,90890010,1,5,46,"M",1,,46,0
2016,102473080,90890155,1,5,43,"M",1,,43,0
2016,102476117,90892912,1,5,26,"M",2,,26,0
2016,102476894,90893581,2,5,19,"F",2,,19,0
2016,102476895,90893581,3,5,20,"F",2,,20,0
