year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2008,Alabama,AL,213,AL0230800,22nd Judicial Circuit Drug Task Force,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,408,AL0540700,24th Judicial Circuit Drug and Violent Crime Task Force,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,347,AL0450700,2nd Judicial Circuit Drug Task Force,0,7,"Cities under 2,500",0,0,0,0,0,0,0
2008,Alabama,AL,292,AL0370100,Abbeville,2939,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,71,AL0012200,Adamsville,4722,6,"Cities from 2,500 thru 9,999",0,10,0,0,0,0,0
2008,Alabama,AL,492,AL0670300,Addison,715,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,97,AL0030400,Alabama Alcoholic Beverage Control Board,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2008,Alabama,AL,360,AL0470800,Alabama A&M University,0,7,"Cities under 2,500",0,0,0,0,0,0,0
2008,Alabama,AL,96,AL0030300,Alabama Conservation Department Marine Police,0,9E,MSA State Police,0,0,0,0,0,0,0
2008,Alabama,AL,98,AL0030500,Alabama Department of Mental Health,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2008,Alabama,AL,495,ALAST0000,Alabama Highway Patrol,0,8D,"Non-MSA counties under 10,000",0,0,0,0,0,0,0
2008,Alabama,AL,101,AL0030800,Alabama Public Service Commission Enforcement Division,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2008,Alabama,AL,99,AL0030600,Alabama State University,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,436,AL0590400,Alabaster,29328,4,"Cities from 25,000 thru 49,999",0,11,0,0,0,0,0
2008,Alabama,AL,378,AL0500100,Albertville,19818,5,"Cities from 10,000 thru 24,999",0,9,0,0,0,0,0
2008,Alabama,AL,458,AL0620100,Alexander City,14917,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2008,Alabama,AL,403,AL0540100,Aliceville,2405,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,269,AL0310900,Altoona,964,7,"Cities under 2,500",0,0,0,0,1,0,0
2008,Alabama,AL,206,AL0230100,Andalusia,8689,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,323,AL0410300,Anderson,352,7,"Cities under 2,500",0,0,0,0,1,1,0
2008,Alabama,AL,147,AL0110100,Anniston,23620,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2008,Alabama,AL,380,AL0500300,Arab,7753,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,341,AL0440200,Ardmore,1209,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,431,AL0581200,Argo,1900,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,232,AL0260800,Ariton,743,7,"Cities under 2,500",0,0,0,0,0,0,0
2008,Alabama,AL,493,AL0670400,Arley,320,7,"Cities under 2,500",0,0,0,0,1,1,0
2008,Alabama,AL,297,AL0380200,Ashford,2041,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,181,AL0170100,Ashland,1862,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,422,AL0580200,Ashville,2543,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,340,AL0440100,Athens,23432,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2008,Alabama,AL,257,AL0300100,Atmore,7391,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,262,AL0310100,Attalla,6515,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,336,AL0430100,Auburn,55649,3,"Cities from 50,000 thru 99,000",1,12,0,0,0,1,0
2008,Alabama,AL,338,AL0430300,Auburn University: Main Campus,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2008,Alabama,AL,100,AL0030700,Auburn University: Montgomery,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,106,AL0040000,Autauga,18691,9C,"MSA counties from 10,000 thru 24,999",0,11,0,0,0,0,0
2008,Alabama,AL,108,AL0040200,Autaugaville,877,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,128,AL0060700,Baker Hill,311,7,"Cities under 2,500",0,0,0,0,0,0,0
2008,Alabama,AL,109,AL0050000,Baldwin,86013,8B,"Non-MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2008,Alabama,AL,104,AL0032200,Baptist Medical Center,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2008,Alabama,AL,123,AL0060000,Barbour,8864,8D,"Non-MSA counties under 10,000",1,12,0,0,0,1,0
2008,Alabama,AL,110,AL0050100,Bay Minette,7710,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,87,AL0020600,Bayou La Batre,2716,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,376,AL0490700,Bear Creek,999,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,388,AL0510300,Beatrice,386,7,"Cities under 2,500",0,0,0,0,1,1,0
2008,Alabama,AL,272,AL0320200,Berry,1183,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,50,AL0010100,Bessemer,28479,4,"Cities from 25,000 thru 49,999",1,12,0,0,0,1,0
2008,Alabama,AL,129,AL0070000,Bibb,12327,9C,"MSA counties from 10,000 thru 24,999",1,12,0,0,0,1,0
2008,Alabama,AL,51,AL0010200,Birmingham,228314,2,"Cities from 100,000 thru 249,000",1,12,0,0,0,1,0
2008,Alabama,AL,134,AL0080000,Blount,45663,9B,"MSA counties from 25,000 thru 99,999",0,0,0,0,0,0,0
2008,Alabama,AL,136,AL0080200,Blountsville,1976,7,"Cities under 2,500",1,12,0,0,0,1,0
2008,Alabama,AL,381,AL0500400,Boaz,8273,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2008,Alabama,AL,430,AL0581000,Branchville,1015,7,"Cities under 2,500",0,0,0,0,1,1,0
