"DATA_YEAR","AGENCY_ID","INCIDENT_ID","NIBRS_MONTH_ID","CARGO_THEFT_FLAG","SUBMISSION_DATE","INCIDENT_DATE","REPORT_DATE_FLAG","INCIDENT_HOUR","CLEARED_EXCEPT_ID","CLEARED_EXCEPT_DATE","INCIDENT_STATUS","DATA_HOME","ORIG_FORMAT","DID"
2016,5999,86586060,7222079,"",,26-MAY-16,"",10,6,,0,"C","",
2016,5999,86586061,7244863,"N",,01-JUN-16,"",9,6,,0,"C","",
2016,5999,86586062,7267647,"",,27-JUL-16,"",10,6,,0,"C","",
2016,5999,86586063,7267647,"",,31-JUL-16,"",8,6,,0,"C","",
2016,5999,86586078,7381567,"",,02-DEC-16,"",14,6,,0,"C","",
2016,5999,86586079,7381567,"",,12-DEC-16,"",11,6,,0,"C","",
2016,5999,86586080,7381567,"",,14-DEC-16,"",12,6,,0,"C","",
2016,5999,86586043,7153727,"",,04-FEB-16,"",15,6,,0,"C","",
2016,5999,86586044,7153727,"",,05-FEB-16,"",13,6,,0,"C","",
2016,5999,86586045,7153727,"",,09-FEB-16,"",12,6,,0,"C","",
2016,5999,86586046,7153727,"",,11-FEB-16,"",13,6,,0,"C","",
2016,5999,86586047,7153727,"",,24-FEB-16,"",15,6,,0,"C","",
2016,5999,86586049,7176511,"",,07-MAR-16,"",19,6,,0,"C","",
2016,5999,86586040,7153727,"",,02-FEB-16,"",12,6,,0,"C","",
2016,5999,86586041,7153727,"",,02-FEB-16,"",15,6,,0,"C","",
2016,5999,86586042,7153727,"",,03-FEB-16,"",11,6,,0,"C","",
2016,5999,86586051,7176511,"",,28-MAR-16,"",13,6,,0,"C","",
2016,5999,86586052,7176511,"",,30-MAR-16,"",10,6,,0,"C","",
2016,5999,86586055,7176511,"N",,30-MAR-16,"",8,6,,0,"C","",
2016,5999,86586053,7199295,"",,12-APR-16,"",7,6,,0,"C","",
2016,5999,86586054,7199295,"",,13-APR-16,"",8,6,,0,"C","",
2016,5999,86586056,7199295,"",,15-APR-16,"",13,6,,0,"C","",
2016,5999,86586057,7199295,"",,16-APR-16,"",11,6,,0,"C","",
2016,5999,86586058,7199295,"",,22-APR-16,"",10,6,,0,"C","",
2016,5999,86586059,7199295,"N",,08-APR-16,"",8,6,,0,"C","",
2016,5999,86586065,7313215,"",,06-SEP-16,"",8,6,,0,"C","",
2016,5999,86586066,7313215,"N",,01-SEP-16,"",11,6,,0,"C","",
2016,5999,86586067,7313215,"",,12-SEP-16,"",14,6,,0,"C","",
2016,5999,86586068,7313215,"",,14-SEP-16,"",21,6,,0,"C","",
2016,5999,86586069,7313215,"",,21-SEP-16,"",9,6,,0,"C","",
2016,5999,86586070,7313215,"",,22-SEP-16,"",8,6,,0,"C","",
2016,5999,86586074,7358783,"",,22-NOV-16,"",7,6,,0,"C","",
2016,5999,86586075,7358783,"",,23-NOV-16,"",14,6,,0,"C","",
2016,5999,86586076,7358783,"",,28-NOV-16,"",10,6,,0,"C","",
2016,5999,86586077,7358783,"",,29-NOV-16,"",9,6,,0,"C","",
2016,5999,86586064,7290431,"",,13-AUG-16,"",20,6,,0,"C","",
2016,5999,86586071,7335999,"",,24-OCT-16,"",6,6,,0,"C","",
2016,5999,86586072,7335999,"N",,18-OCT-16,"",14,6,,0,"C","",
2016,5999,86586073,7335999,"N",,12-OCT-16,"",0,6,,0,"C","",
2016,5999,86586035,7130943,"",,02-JAN-16,"",17,6,,0,"C","",
2016,5999,86586036,7130943,"",,11-JAN-16,"",11,6,,0,"C","",
2016,5999,86586037,7130943,"",,15-JAN-16,"",14,6,,0,"C","",
2016,5999,86586038,7130943,"",,21-JAN-16,"",17,6,,0,"C","",
2016,5999,86586039,7130943,"",,30-JAN-16,"",15,6,,0,"C","",
2016,5999,86586048,7176511,"",,10-MAR-16,"",11,2,10-MAR-16,0,"C","",
2016,5999,86586050,7176511,"",,17-MAR-16,"",21,2,17-MAR-16,0,"C","",
2016,5977,83320292,7153705,"N",,15-FEB-16,"",13,4,15-FEB-16,0,"C","",
2016,5977,83320316,7335977,"",,07-OCT-16,"",18,6,,0,"C","",
2016,5977,83320317,7335977,"",,08-OCT-16,"",21,6,,0,"C","",
2016,5977,83320318,7335977,"",,17-OCT-16,"",0,6,,0,"C","",
2016,5977,83320319,7335977,"",,20-OCT-16,"",1,6,,0,"C","",
2016,5977,83320320,7335977,"",,20-OCT-16,"",10,6,,0,"C","",
2016,5977,83320295,7176489,"N",,30-MAR-16,"",19,6,,0,"C","",
2016,5977,83320296,7199273,"N",,08-APR-16,"",15,6,,0,"C","",
2016,5977,83320298,7199273,"N",,15-APR-16,"",7,6,,0,"C","",
2016,5977,83320322,7199273,"N",,14-APR-16,"",18,6,,0,"C","",
2016,5977,83320297,7244841,"",,03-JUN-16,"",23,6,,0,"C","",
2016,5977,83320300,7244841,"",,13-JUN-16,"",6,6,,0,"C","",
2016,5977,83320301,7244841,"",,23-JUN-16,"",19,6,,0,"C","",
2016,5977,83320302,7244841,"",,28-JUN-16,"",18,6,,0,"C","",
2016,5977,83320303,7267625,"N",,09-JUL-16,"",15,6,,0,"C","",
2016,5977,83320304,7267625,"",,25-JUL-16,"",17,6,,0,"C","",
2016,5977,83320305,7290409,"N",,07-AUG-16,"",14,6,,0,"C","",
2016,5977,83320306,7290409,"N",,07-AUG-16,"",16,6,,0,"C","",
2016,5977,83320307,7290409,"",,18-AUG-16,"",9,6,,0,"C","",
2016,5977,83320308,7290409,"N",,24-AUG-16,"",8,6,,0,"C","",
2016,5977,83320309,7267625,"",,02-JUL-16,"",0,6,,0,"C","",
2016,5977,83320310,7290409,"",,25-AUG-16,"",11,6,,0,"C","",
2016,5977,83320311,7290409,"N",,26-AUG-16,"",5,6,,0,"C","",
2016,5977,83320312,7290409,"N",,30-AUG-16,"",8,6,,0,"C","",
2016,5977,83320313,7290409,"",,02-AUG-16,"",0,6,,0,"C","",
2016,5977,83320315,7290409,"",,15-AUG-16,"",10,6,,0,"C","",
2016,5977,83320321,7358761,"",,01-NOV-16,"",10,6,,0,"C","",
2016,5977,83320287,7130921,"",,04-JAN-16,"",19,6,,0,"C","",
2016,5977,83320288,7130921,"",,14-JAN-16,"",10,6,,0,"C","",
2016,5977,83320289,7130921,"N",,14-JAN-16,"",11,6,,0,"C","",
2016,5977,83320314,7313193,"N",,15-SEP-16,"",9,6,,0,"C","",
2016,5977,83320290,7153705,"",,05-FEB-16,"",9,6,,0,"C","",
2016,5977,83320325,7381545,"N",,28-DEC-16,"",9,6,,0,"C","",
2016,5977,83320291,7153705,"",,08-FEB-16,"",21,6,,0,"C","",
2016,5977,83320293,7153705,"",,18-FEB-16,"",23,6,,0,"C","",
2016,5977,83320299,7153705,"",,01-FEB-16,"",8,6,,0,"C","",
2016,5977,83320323,7381545,"N",,04-DEC-16,"",22,6,,0,"C","",
2016,5977,83320324,7381545,"",,20-DEC-16,"",16,6,,0,"C","",
2016,5977,83320294,7176489,"N",,11-MAR-16,"",18,2,11-MAR-16,0,"C","",
2016,6028,86468206,7199324,"",,21-APR-16,"",5,6,,0,"C","",
2016,6028,86467313,7199324,"",,04-APR-16,"",22,6,,0,"C","",
2016,6028,86467314,7199324,"",,12-APR-16,"",4,6,,0,"C","",
2016,6028,86468205,7176540,"",,01-MAR-16,"",9,6,,0,"C","",
2016,6028,86468213,7244892,"",,02-JUN-16,"",3,6,,0,"C","",
2016,6028,86468214,7244892,"",,02-JUN-16,"",7,6,,0,"C","",
2016,6028,86468215,7244892,"N",,03-JUN-16,"",1,6,,0,"C","",
2016,6028,86468216,7244892,"",,03-JUN-16,"",16,6,,0,"C","",
2016,6028,86468217,7244892,"",,11-JUN-16,"",2,6,,0,"C","",
2016,6028,86468219,7244892,"",,21-JUN-16,"",2,6,,0,"C","",
2016,6028,86468220,7267676,"N",,02-JUL-16,"",18,6,,0,"C","",
2016,6028,86468221,7267676,"",,06-JUL-16,"",22,6,,0,"C","",
2016,6028,86468222,7267676,"",,26-JUL-16,"",23,6,,0,"C","",
2016,6028,86468223,7267676,"N",,13-JUL-16,"",0,6,,0,"C","",
2016,6028,86468226,7267676,"",,20-JUL-16,"",9,6,,0,"C","",
2016,6028,86468238,7358812,"",,03-NOV-16,"",23,6,,0,"C","",
2016,6028,86468239,7358812,"",,04-NOV-16,"",14,6,,0,"C","",
2016,6028,86468240,7358812,"N",,06-NOV-16,"",1,6,,0,"C","",
2016,6028,86468241,7358812,"",,11-NOV-16,"",23,6,,0,"C","",
2016,6028,86468242,7358812,"",,15-NOV-16,"",19,6,,0,"C","",
2016,6028,86467292,7130972,"N",,06-JAN-16,"",4,6,,0,"C","",
2016,6028,86467293,7130972,"",,14-JAN-16,"",16,6,,0,"C","",
2016,6028,86467294,7130972,"",,20-JAN-16,"",23,6,,0,"C","",
2016,6028,86467295,7130972,"",,21-JAN-16,"",22,6,,0,"C","",
2016,6028,86467296,7130972,"",,23-JAN-16,"",23,6,,0,"C","",
2016,6028,86467297,7130972,"N",,26-JAN-16,"",22,6,,0,"C","",
2016,6028,86467298,7130972,"N",,31-JAN-16,"",8,6,,0,"C","",
2016,6028,86467299,7130972,"",,25-JAN-16,"",8,6,,0,"C","",
2016,6028,86467304,7130972,"N",,30-JAN-16,"",20,6,,0,"C","",
2016,6028,86467305,7176540,"",,07-MAR-16,"",4,6,,0,"C","",
2016,6028,86467306,7176540,"N",,07-MAR-16,"",9,6,,0,"C","",
2016,6028,86467307,7176540,"",,14-MAR-16,"",3,6,,0,"C","",
2016,6028,86467308,7176540,"",,18-MAR-16,"",0,6,,0,"C","",
2016,6028,86467309,7176540,"",,18-MAR-16,"",20,6,,0,"C","",
2016,6028,86467310,7176540,"N",,19-MAR-16,"",15,6,,0,"C","",
2016,6028,86467311,7176540,"",,21-MAR-16,"",2,6,,0,"C","",
2016,6028,86467312,7176540,"",,26-MAR-16,"",20,6,,0,"C","",
2016,6028,86468243,7358812,"",,16-NOV-16,"",16,6,,0,"C","",
2016,6028,86468244,7358812,"",,17-NOV-16,"",15,6,,0,"C","",
2016,6028,86468245,7358812,"",,18-NOV-16,"",13,6,,0,"C","",
2016,6028,86468246,7358812,"",,21-NOV-16,"",20,6,,0,"C","",
2016,6028,86468247,7358812,"",,21-NOV-16,"",22,6,,0,"C","",
2016,6028,86468248,7358812,"",,27-NOV-16,"",1,6,,0,"C","",
2016,6028,86468249,7358812,"",,30-NOV-16,"",23,6,,0,"C","",
