"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2017,7556344,26058,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_CT0018000_NIBRS",4890513,0
2017,7660766,26058,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_CT0018000_NIBRS",8568170,0
2017,7556345,26058,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_CT0018000_NIBRS",8568251,0
2017,7924625,26058,4,2017,"Z",01-APR-04,"Y","F","C","2017_04_CT0018000_NIBRS",18013731,0
2017,7660768,26058,5,2017,"Z",01-MAY-05,"Y","F","C","2017_05_CT0018000_NIBRS",8568215,0
2017,7924626,26058,6,2017,"Z",01-JUN-06,"Y","F","C","2017_06_CT0018000_NIBRS",18013763,0
2017,7743094,26058,7,2017,"Z",01-JUL-07,"Y","F","C","2017_07_CT0018000_NIBRS",11456377,0
2017,7743095,26058,8,2017,"Z",01-AUG-08,"Y","F","C","2017_08_CT0018000_NIBRS",11456420,0
2017,7743096,26058,9,2017,"Z",01-SEP-09,"Y","F","C","2017_09_CT0018000_NIBRS",11456457,0
2017,7881992,26058,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_CT0018000_NIBRS",16827176,0
2017,7881994,26058,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_CT0018000_NIBRS",20737438,0
2017,7881998,26058,12,2017,"Z",01-DEC-12,"Y","F","C","2017_12_CT0018000_NIBRS",16827278,0
2017,7556269,2200,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_CT0014300_NIBRS",17985568,0
2017,7606900,2200,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_CT0014300_NIBRS",8568754,0
2017,7606902,2200,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_CT0014300_NIBRS",17984992,0
2017,7606904,2200,4,2017,"I",01-APR-04,"Y","F","C","2017_04_CT0014300_NIBRS",17985049,0
2017,7606901,2200,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_CT0014300_NIBRS",25749630,0
2017,7660785,2200,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_CT0014300_NIBRS",19289100,0
2017,7756158,2200,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_CT0014300_NIBRS",17985479,0
2017,7756160,2200,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_CT0014300_NIBRS",25751672,0
2017,7756162,2200,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_CT0014300_NIBRS",17985273,0
2017,7756774,2200,10,2017,"I",,"Y","G","C","2017_10_CT0014300_NIBRS",19289142,0
2017,7881856,2200,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_CT0014300_NIBRS",25751591,0
2017,7881857,2200,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_CT0014300_NIBRS",25751691,0
2017,7524052,2125,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_CT0001100_NIBRS",21456760,0
2017,7590779,2125,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_CT0001100_NIBRS",18796623,0
2017,7606914,2125,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_CT0001100_NIBRS",25748880,0
2017,7633090,2125,4,2017,"I",01-APR-04,"Y","F","C","2017_04_CT0001100_NIBRS",21456793,0
2017,7633094,2125,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_CT0001100_NIBRS",21456820,0
2017,7714606,2125,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_CT0001100_NIBRS",18796922,0
2017,7714607,2125,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_CT0001100_NIBRS",25748886,0
2017,7755926,2125,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_CT0001100_NIBRS",25750975,0
2017,7755928,2125,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_CT0001100_NIBRS",25750909,0
2017,7881798,2125,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_CT0001100_NIBRS",25750912,0
2017,7881804,2125,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_CT0001100_NIBRS",25750917,0
2017,7881806,2125,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_CT0001100_NIBRS",25750930,0
2017,7494599,2135,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_CT0003400_NIBRS",22218431,0
2017,7523390,2135,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_CT0003400_NIBRS",22218528,0
2017,7554262,2135,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_CT0003400_NIBRS",25063332,0
2017,7606339,2135,4,2017,"I",01-APR-04,"Y","F","C","2017_04_CT0003400_NIBRS",25063454,0
2017,7632940,2135,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_CT0003400_NIBRS",25063382,0
2017,7659638,2135,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_CT0003400_NIBRS",25077269,0
2017,7688994,2135,7,2017,"I",01-JUL-07,"Y","F","C","2017_07_CT0003400_NIBRS",25077304,0
2017,7713824,2135,8,2017,"I",01-AUG-08,"Y","F","C","2017_08_CT0003400_NIBRS",25074952,0
2017,7740734,2135,9,2017,"I",01-SEP-09,"Y","F","C","2017_09_CT0003400_NIBRS",22218626,0
2017,7755906,2135,10,2017,"I",01-OCT-10,"Y","F","C","2017_10_CT0003400_NIBRS",25063532,0
2017,7833383,2135,11,2017,"I",01-NOV-11,"Y","F","C","2017_11_CT0003400_NIBRS",25077338,0
2017,7879547,2135,12,2017,"I",01-DEC-12,"Y","F","C","2017_12_CT0003400_NIBRS",25063490,0
2017,7523565,2208,1,2017,"I",01-JAN-01,"Y","F","C","2017_01_CT0015600_NIBRS",25086795,0
2017,7523566,2208,2,2017,"I",01-FEB-02,"Y","F","C","2017_02_CT0015600_NIBRS",20693845,0
2017,7606338,2208,3,2017,"I",01-MAR-03,"Y","F","C","2017_03_CT0015600_NIBRS",22228447,0
2017,7632927,2208,4,2017,"I",01-APR-04,"Y","F","C","2017_04_CT0015600_NIBRS",25086843,0
2017,7659922,2208,5,2017,"I",01-MAY-05,"Y","F","C","2017_05_CT0015600_NIBRS",22228354,0
2017,7659921,2208,6,2017,"I",01-JUN-06,"Y","F","C","2017_06_CT0015600_NIBRS",22228542,0
