offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
37809260,33698867,1,5,11,M,1,,,,
37809262,33698869,1,5,12,M,1,,,,
37809261,33698868,0,,,,,,,,
37809263,33698870,1,5,15,F,0,,,,
37809264,33698871,1,5,18,F,0,,,,
37809267,33698872,3,5,18,M,1,,,,
37809266,33698872,2,5,16,M,1,,,,
37809265,33698872,1,5,16,M,1,,,,
37809269,33698874,0,,,,,,,,
37809268,33698873,1,5,34,M,0,,,,
37809270,33698875,1,5,16,M,1,,,,
37809272,33698876,2,5,26,M,0,,,,
37809271,33698876,1,5,22,M,0,,,,
37809273,33698877,1,5,17,M,0,,,,
37809274,33698878,0,,,,,,,,
37809275,33698879,1,5,30,M,1,,,,
37809276,33698880,1,5,43,F,0,,,,
37809277,33698881,1,5,13,M,1,,,,
37809278,33698882,1,5,16,M,1,,,,
37809285,33698889,1,5,16,M,2,,,,
37809295,33698897,1,4,,F,0,,,,
37809279,33698883,1,5,20,M,0,,,,
37809280,33698884,1,5,19,F,0,,,,
37809281,33698885,1,5,14,M,1,,,,
37809282,33698886,1,5,17,M,0,,,,
37809283,33698887,1,5,18,F,0,,,,
37809284,33698888,1,5,49,M,1,,,,
37809286,33698890,1,5,37,M,0,,,,
37809287,33698891,1,5,25,M,1,,,,
37809288,33698892,0,,,,,,,,
37809289,33698893,1,5,54,M,1,,,,
37809298,33698900,0,,,,,,,,
37809290,33698894,1,5,15,F,1,,,,
37809291,33698894,2,5,15,F,1,,,,
37809292,33698895,1,5,31,F,0,,,,
37809294,33698896,2,5,29,F,0,,,,
37809293,33698896,1,5,26,M,0,,,,
37809296,33698898,1,5,29,M,0,,,,
37809297,33698899,0,,,,,,,,
37809315,33699712,1,5,21,M,1,,,,
37809316,33699713,1,5,25,F,1,,,,
37809317,33699714,1,5,23,M,1,,,,
37809318,33699715,0,,,,,,,,
37809319,33699716,1,5,64,M,1,,,,
37809321,33699717,2,5,26,M,1,,,,
37809320,33699717,1,5,23,M,1,,,,
37809322,33699718,0,,,,,,,,
37809323,33699719,1,5,60,F,1,,,,
37809324,33699720,1,5,33,M,1,,,,
37809326,33699721,2,5,31,F,1,,,,
37809325,33699721,1,5,21,F,1,,,,
37809334,33699728,1,5,26,M,1,,,,
37809299,33698903,0,,,,,,,,
37809300,33698904,0,,,,,,,,
37809301,33698905,1,5,21,F,1,,,,
37809302,33698906,1,5,20,F,1,,,,
37809304,33698907,2,5,49,F,1,,,,
37809303,33698907,1,5,21,F,1,,,,
37809305,33698908,1,5,31,M,1,,,,
37809306,33698909,1,5,34,M,1,,,,
37809307,33698910,1,5,25,M,1,,,,
37809308,33698911,1,5,38,M,1,,,,
37809309,33698912,1,5,31,M,1,,,,
37809310,33698913,1,5,18,M,1,,,,
37809312,33698913,3,5,19,M,1,,,,
37809311,33698913,2,5,19,M,1,,,,
37809313,33698914,1,4,,U,0,,,,
37809314,33698915,1,5,46,M,1,,,,
37809327,33699722,1,5,45,M,1,,,,
37809329,33699723,2,5,25,M,1,,,,
37809328,33699723,1,5,20,F,1,,,,
37809330,33699724,1,5,34,M,1,,,,
37809331,33699725,1,5,39,M,1,,,,
37809332,33699726,1,5,59,M,1,,,,
37809333,33699727,1,5,45,F,1,,,,
37809335,33699729,1,5,43,M,1,,,,
37809336,33699730,1,5,43,M,1,,,,
37809337,33699731,1,5,15,M,1,,,,
37809338,33699732,1,5,53,M,1,,,,
37809339,33699733,1,5,19,M,1,,,,
37809340,33699734,1,4,,U,0,,,,
37809341,33699735,1,4,,U,0,,,,
37809343,33699736,2,5,33,M,1,,,,
37809342,33699736,1,5,36,M,1,,,,
37809344,33699737,1,5,56,M,1,,,,
37809345,33699738,1,4,,U,0,,,,
37809346,33699739,1,5,28,F,1,,,,
37809347,33699740,1,5,19,M,1,,,,
37809349,33699741,2,5,23,M,1,,,,
37809348,33699741,1,5,36,M,1,,,,
37809350,33699742,1,5,43,M,1,,,,
37809353,33699743,3,5,43,M,1,,,,
37809352,33699743,2,5,48,F,1,,,,
37809351,33699743,1,5,49,F,1,,,,
37809354,33699744,0,,,,,,,,
37809355,33699745,1,5,52,M,1,,,,
37809356,33699746,1,5,47,M,1,,,,
37809357,33699747,1,5,47,M,1,,,,
37809358,33699748,1,5,20,F,1,,,,
37809359,33699749,1,5,57,M,1,,,,
37809360,33699750,1,5,22,M,1,,,,
37809361,33699751,1,5,43,M,1,,,,
37809362,33699752,1,5,23,M,1,,,,
37809363,33699753,1,5,53,F,1,,,,
37809364,33699754,0,,,,,,,,
37809365,33699755,1,5,26,M,1,,,,
37809366,33699756,1,5,43,M,1,,,,
37809367,33699757,1,4,,U,0,,,,
37809368,33699758,1,5,25,M,1,,,,
37809369,33699759,1,5,22,M,1,,,,
37809371,33699760,2,5,21,M,1,,,,
37809370,33699760,1,5,20,M,1,,,,
37809389,33699776,1,5,21,M,1,,,,
37809390,33699776,2,5,20,M,1,,,,
37809391,33699777,1,5,48,F,1,,,,
37809402,33699788,0,,,,,,,,
37809372,33699761,1,5,39,M,1,,,,
37809373,33699762,0,,,,,,,,
37809375,33699763,2,5,18,M,1,,,,
37809374,33699763,1,5,21,M,1,,,,
37809376,33699764,1,5,23,F,1,,,,
37809377,33699765,0,,,,,,,,
37809378,33699766,1,4,,U,0,,,,
37809379,33699767,1,5,60,F,1,,,,
37809380,33699768,1,4,,U,0,,,,
37809381,33699769,1,5,48,F,1,,,,
37809382,33699770,1,5,61,M,1,,,,
37809384,33699771,2,5,22,M,1,,,,
37809383,33699771,1,5,46,M,1,,,,
37809385,33699772,0,,,,,,,,
37809386,33699773,1,5,51,M,1,,,,
37809387,33699774,1,5,44,M,1,,,,
37809388,33699775,1,5,42,M,1,,,,
37809392,33699778,1,5,31,F,1,,,,
37809393,33699779,1,5,46,M,1,,,,
37809394,33699780,0,,,,,,,,
37809395,33699781,1,4,,U,0,,,,
37809396,33699782,1,5,29,F,1,,,,
37809397,33699783,1,5,48,M,1,,,,
37809398,33699784,1,5,57,M,1,,,,
37809399,33699785,1,5,29,M,1,,,,
37809400,33699786,1,5,22,F,1,,,,
37809401,33699787,0,,,,,,,,
37809403,33699789,1,5,33,M,1,,,,
37809404,33699790,0,,,,,,,,
37809405,33699791,0,,,,,,,,
37809406,33699792,1,5,44,M,1,,,,
37809407,33699793,1,5,25,M,1,,,,
37809408,33699794,1,5,21,F,1,,,,
37809409,33699795,1,5,20,M,1,,,,
37809410,33699796,1,5,44,M,1,,,,
37809411,33699797,0,,,,,,,,
37809412,33699798,1,5,32,M,1,,,,
37809413,33699799,0,,,,,,,,
37809415,33699801,0,,,,,,,,
37809417,33699803,0,,,,,,,,
37809418,33699804,0,,,,,,,,
37809437,33699821,0,,,,,,,,
37809414,33699800,1,5,25,M,1,,,,
37809416,33699802,0,,,,,,,,
37809419,33699805,1,4,,U,0,,,,
37809420,33699806,1,5,21,M,1,,,,
37809421,33699807,0,,,,,,,,
37809422,33699808,1,5,54,M,1,,,,
37809423,33699809,1,5,40,F,1,,,,
37809424,33699810,0,,,,,,,,
37809426,33699811,2,5,38,F,1,,,,
37809425,33699811,1,5,54,M,1,,,,
37809427,33699812,0,,,,,,,,
37809428,33699813,1,5,20,M,1,,,,
37809429,33699814,0,,,,,,,,
37809430,33699815,1,5,27,M,1,,,,
37809431,33699816,1,5,40,M,1,,,,
37809433,33699817,2,5,54,M,1,,,,
37809432,33699817,1,5,42,M,1,,,,
37809434,33699818,1,5,34,M,1,,,,
37809435,33699819,1,5,49,F,1,,,,
37809436,33699820,0,,,,,,,,
37809438,33699822,1,5,57,M,1,,,,
37809439,33699823,1,5,34,M,1,,,,
37810993,33699857,1,5,38,M,1,,,,
37809440,33699824,1,5,19,M,1,,,,
37809442,33699825,2,5,22,M,1,,,,
37809441,33699825,1,5,21,M,1,,,,
37809443,33699826,1,5,42,M,1,,,,
37809444,33699827,1,5,33,F,1,,,,
37809445,33699828,1,5,29,M,1,,,,
37809446,33699829,1,5,19,M,1,,,,
37809449,33699830,3,5,21,M,1,,,,
37809448,33699830,2,5,25,M,1,,,,
37809447,33699830,1,5,21,M,1,,,,
37809450,33699831,0,,,,,,,,
37809451,33699832,0,,,,,,,,
37809452,33699833,0,,,,,,,,
