"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2018,7962055,2025,1,2018,"I",01-JAN-01,"Y","F","C","2018_01_CO0440200_NIBRS",48511370,0
2018,7979871,2025,2,2018,"I",01-FEB-02,"Y","F","C","2018_02_CO0440200_NIBRS",48511473,0
2018,8025146,2025,3,2018,"I",01-MAR-03,"Y","F","C","2018_03_CO0440200_NIBRS",48511363,0
2018,8046620,2025,4,2018,"I",01-APR-04,"Y","F","C","2018_04_CO0440200_NIBRS",50114786,0
2018,8063639,2025,5,2018,"I",01-MAY-05,"Y","F","C","2018_05_CO0440200_NIBRS",48508742,0
2018,8083264,2025,6,2018,"I",01-JUN-06,"Y","F","C","2018_06_CO0440200_NIBRS",48574557,0
2018,8137227,2025,7,2018,"I",01-JUL-07,"Y","F","C","2018_07_CO0440200_NIBRS",48508774,0
2018,8255595,2025,8,2018,"I",01-AUG-08,"Y","F","C","2018_08_CO0440200_NIBRS",40916452,0
2018,8342876,2025,9,2018,"I",22-OCT-18,"Y","F","C","2018_09_CO0440200_NIBRS",40843971,0
2018,8393254,2025,10,2018,"I",21-DEC-18,"Y","F","C","2018_10_CO0440200_NIBRS",48508812,0
2018,8382362,2025,11,2018,"I",21-DEC-18,"Y","F","C","2018_11_CO0440200_NIBRS",49309672,0
2018,8623592,2025,12,2018,"I",13-FEB-19,"Y","F","C","2018_12_CO0440200_NIBRS",48574574,0
2018,7962120,1834,1,2018,"I",01-JAN-01,"Y","F","C","2018_01_CO0010800_NIBRS",48502759,0
2018,7977972,1834,2,2018,"I",01-FEB-02,"Y","F","C","2018_02_CO0010800_NIBRS",48502786,0
2018,7977973,1834,3,2018,"I",01-MAR-03,"Y","F","C","2018_03_CO0010800_NIBRS",48502790,0
2018,8044034,1834,4,2018,"I",01-APR-04,"Y","F","C","2018_04_CO0010800_NIBRS",48502803,0
2018,8076078,1834,5,2018,"I",01-MAY-05,"Y","F","C","2018_05_CO0010800_NIBRS",48498012,0
2018,8076080,1834,6,2018,"I",01-JUN-06,"Y","F","C","2018_06_CO0010800_NIBRS",42684775,0
2018,8138263,1834,7,2018,"I",01-JUL-07,"Y","F","C","2018_07_CO0010800_NIBRS",50128142,0
2018,8342820,1834,8,2018,"I",22-OCT-18,"Y","F","C","2018_08_CO0010800_NIBRS",48498112,0
2018,8393193,1834,9,2018,"I",21-DEC-18,"Y","F","C","2018_09_CO0010800_NIBRS",48498032,0
2018,8393485,1834,10,2018,"I",21-DEC-18,"Y","F","C","2018_10_CO0010800_NIBRS",48462036,0
2018,8393194,1834,11,2018,"I",21-DEC-18,"Y","F","C","2018_11_CO0010800_NIBRS",50123087,0
2018,8621045,1834,12,2018,"I",13-FEB-19,"Y","F","C","2018_12_CO0010800_NIBRS",50123094,0
2018,7962054,2023,1,2018,"I",01-JAN-01,"Y","F","C","2018_01_CO0440000_NIBRS",40916431,0
2018,7979862,2023,2,2018,"I",01-FEB-02,"Y","F","C","2018_02_CO0440000_NIBRS",40912972,0
2018,8023808,2023,3,2018,"I",01-MAR-03,"Y","F","C","2018_03_CO0440000_NIBRS",40912984,0
2018,8047126,2023,4,2018,"I",01-APR-04,"Y","F","C","2018_04_CO0440000_NIBRS",50137097,0
2018,8063585,2023,5,2018,"I",01-MAY-05,"Y","F","C","2018_05_CO0440000_NIBRS",42696650,0
2018,8083263,2023,6,2018,"I",01-JUN-06,"Y","F","C","2018_06_CO0440000_NIBRS",40855124,0
2018,8138289,2023,7,2018,"I",01-JUL-07,"Y","F","C","2018_07_CO0440000_NIBRS",50132355,0
2018,8255594,2023,8,2018,"I",01-AUG-08,"Y","F","C","2018_08_CO0440000_NIBRS",40847942,0
2018,8342875,2023,9,2018,"I",22-OCT-18,"Y","F","C","2018_09_CO0440000_NIBRS",40847952,0
2018,8393252,2023,10,2018,"I",21-DEC-18,"Y","F","C","2018_10_CO0440000_NIBRS",42680134,0
2018,8382361,2023,11,2018,"I",21-DEC-18,"Y","F","C","2018_11_CO0440000_NIBRS",42680141,0
2018,8623589,2023,12,2018,"I",13-FEB-19,"Y","F","C","2018_12_CO0440000_NIBRS",40916460,0
2018,7903871,2013,1,2018,"I",01-JAN-01,"Y","F","C","2018_01_CO0420100_NIBRS",40912844,0
2018,7963193,2013,2,2018,"I",01-FEB-02,"Y","F","C","2018_02_CO0420100_NIBRS",48486728,0
2018,7978567,2013,3,2018,"I",01-MAR-03,"Y","F","C","2018_03_CO0420100_NIBRS",49324233,0
2018,8025306,2013,4,2018,"I",01-APR-04,"Y","F","C","2018_04_CO0420100_NIBRS",24690549,0
2018,8047121,2013,5,2018,"I",01-MAY-05,"Y","F","C","2018_05_CO0420100_NIBRS",22943647,0
2018,8063899,2013,6,2018,"I",01-JUN-06,"Y","F","C","2018_06_CO0420100_NIBRS",49324235,0
2018,8083255,2013,7,2018,"I",01-JUL-07,"Y","F","C","2018_07_CO0420100_NIBRS",48486740,0
2018,8138287,2013,8,2018,"I",01-AUG-08,"Y","F","C","2018_08_CO0420100_NIBRS",51790361,0
