suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,4795816,0,,181184
17,4795853,0,,181185
5,4797037,0.01,1,181186
5,4797048,0.025,3,181187
5,4797050,0.003,1,181188
5,4793577,20,10,181189
1,4793597,0.36,1,181190
1,4793603,0.4,1,181191
1,4793604,0.21,1,181192
1,4793607,0.71,1,181193
1,4793609,0.5,1,181194
1,4793610,0.3,1,181195
1,4793611,0.3,1,181196
5,4793614,0.052,1,181197
5,4794678,1,3,181198
5,4794699,1,3,181199
5,4797103,0.5,3,181200
5,4797119,0.07,3,181201
16,4797131,0,,181202
5,4793624,36.4,1,181203
5,4793650,1,3,181204
1,4793651,0.55,1,181205
1,4793657,0.83,1,181206
5,4793659,1,1,181207
5,4793663,1,1,181208
1,4793683,8.06,1,181209
1,4793690,1.52,1,181210
12,4794750,1,9,181211
10,4795951,2,1,181212
5,4796000,0,,181213
1,4797987,0.5,3,181214
5,4797992,0.25,3,181215
5,4793704,1,3,181216
5,4793710,17.83,1,181217
1,4793716,0.75,1,181218
1,4793747,4.06,1,181219
16,4793757,19,9,181220
1,4793766,2.61,1,181221
5,4794829,1,3,181222
5,4794836,1,3,181223
5,4794857,1,3,181224
5,4794875,1,3,181225
5,4794882,1,3,181226
5,4794883,1,3,181227
5,4794887,1,3,181228
5,4796077,2,1,181229
5,4796090,0.001,1,181230
5,4796093,0.01,1,181231
5,4793808,0.01,1,181232
1,4793821,0.6,1,181233
1,4793822,0.9,1,181234
5,4793825,1,1,181235
16,4794915,1,3,181236
5,4794942,1,3,181237
5,4794946,1,3,181238
5,4794953,1,3,181239
5,4794957,1,3,181240
2,4794959,1,3,181241
5,4796096,1,1,181242
5,4796097,2.5,1,181243
5,4796099,2,1,181244
5,4796109,0.01,1,181245
5,4796119,2,3,181246
5,4796127,1.5,3,181247
5,4796133,5,1,181248
5,4797258,0.001,3,181249
5,4797276,0.025,3,181250
5,4797281,0,,181251
5,4797282,0.016,10,181252
5,4793871,0.01,1,181253
5,4795005,0.005,1,181254
5,4795014,0.05,4,181255
5,4795035,0.25,1,181256
5,4795039,31.5,1,181257
5,4795040,0.004,3,181258
5,4796178,0.04,1,181259
5,4796232,2.5,1,181260
5,4796237,2500,3,181261
5,4797339,0.001,10,181262
5,4796275,1.01,1,181263
5,4796277,0.02,1,181264
5,4796279,0.25,4,181265
5,4796299,0.001,1,181266
5,4796308,3,1,181267
5,4796315,0.003,1,181268
5,4794013,5.31,1,181269
5,4794015,0.001,1,181270
2,4794025,0.01,1,181271
5,4794027,0.001,1,181272
2,4794041,2.34,1,181273
5,4795134,0.001,1,181274
5,4795136,0.5,1,181275
5,4795148,0,,181276
5,4795180,0,,181277
5,4795189,1,3,181278
5,4796322,0.08,1,181279
5,4796353,11.7,1,181280
5,4796386,6,1,181281
5,4797484,0.07,1,181282
5,4794091,1,3,181283
5,4794097,0.424,1,181284
2,4794115,3.58,1,181285
16,4795192,10,9,181286
5,4796431,0.3,1,181287
5,4796447,3.9,1,181288
5,4796450,4.2,1,181289
5,4797541,1,3,181290
5,4797546,0.025,3,181291
5,4797548,0.025,3,181292
5,4797552,0.125,3,181293
5,4797553,0.025,3,181294
5,4797569,1,3,181295
5,4797578,1,3,181296
5,4797585,1,9,181297
5,4797588,1,3,181298
5,4797589,5,9,181299
5,4797595,0.025,3,181300
5,4794215,0.3,1,181301
5,4794216,2.8,1,181302
5,4794217,3.4,1,181303
5,4794218,49.4,1,181304
5,4795329,1,11,181305
5,4795333,0,,181306
5,4795334,0,,181307
5,4795337,1,11,181308
5,4796478,12.5,1,181309
5,4796504,0.125,1,181310
5,4797608,3.8,3,181311
