"DATA_YEAR","VICTIM_ID","INJURY_ID"
2016,104022519,5
2016,104022734,5
2016,104022518,5
2016,104022630,5
2016,104022799,5
2016,96293521,5
2016,96293666,5
2016,96296177,2
2016,96296283,4
2016,96296424,5
2016,96296436,5
2016,96296409,5
2016,96299230,4
2016,96299303,5
2016,96299720,5
2016,96299722,5
2016,96300249,4
2016,96300385,4
2016,96301918,5
2016,96301065,5
2016,96301050,4
2016,96301498,4
2016,96301915,4
2016,96303589,5
2016,96311701,4
2016,96302773,5
2016,96302843,4
2016,96307562,4
2016,96307560,4
2016,96307553,4
2016,96312728,4
2016,96313619,5
2016,96294256,4
2016,96295114,4
2016,96295105,4
2016,96299959,5
2016,96297953,5
2016,96297957,5
2016,96299305,4
2016,96300257,4
2016,96300457,5
2016,96301294,4
2016,96301288,5
2016,96303075,5
2016,96303073,5
2016,96301696,5
2016,96301959,4
2016,96303709,4
2016,96303675,5
2016,96303690,5
2016,96307958,5
2016,96306843,4
2016,96307662,5
2016,96311625,4
2016,96293970,5
2016,96296181,4
2016,96296275,4
2016,96296301,5
2016,96296303,5
2016,96300440,4
2016,96300469,5
2016,96300473,5
2016,96301441,5
2016,96301471,5
2016,96301465,5
2016,96301913,5
2016,96302011,4
2016,96302176,4
2016,96303741,5
2016,96305853,5
2016,96305549,5
2016,96306638,4
2016,96306953,4
2016,96292947,4
2016,96294116,5
2016,96294210,3
2016,96294280,4
2016,96296172,4
2016,96296808,5
2016,96296812,5
2016,96298806,5
2016,96299795,5
2016,96300332,5
2016,96301597,5
2016,96302620,5
2016,96301303,5
2016,96301302,5
2016,96301581,5
2016,96301584,5
2016,96304380,4
2016,96303498,5
2016,96303694,4
2016,96303695,5
2016,96305820,4
2016,96306433,4
2016,96306540,4
2016,96307706,5
2016,96307760,5
2016,104013024,5
2016,97128658,4
2016,97130289,5
2016,97130294,5
2016,104022375,5
2016,104022364,1
2016,97131523,5
2016,97131766,3
2016,97132788,5
2016,97132820,5
2016,97133077,4
2016,97134867,5
2016,97134905,5
2016,97136394,4
2016,97137909,5
2016,97138210,4
2016,97138212,4
2016,97141089,4
2016,97141507,4
2016,97142301,4
2016,97143021,5
2016,97143352,5
2016,97143629,5
2016,97144714,5
2016,97145455,5
2016,97145946,6
2016,97147105,4
2016,97147337,5
2016,97147364,4
2016,97147503,3
2016,97149261,5
2016,97149269,5
2016,97149906,5
2016,97150487,5
2016,97152155,5
2016,97151032,5
2016,97150429,5
2016,97151022,5
2016,97151152,5
2016,97151650,4
2016,97151720,4
2016,97152150,5
2016,97152159,5
2016,97155343,5
2016,97153083,5
2016,97153088,5
2016,97155350,5
2016,97155346,5
2016,97157395,5
2016,97157604,5
2016,97160175,3
2016,96307545,5
2016,96307800,4
2016,96309558,5
2016,96313541,5
2016,96315089,5
2016,98466449,2
2016,98466456,5
2016,98466449,3
2016,98466510,5
2016,98467107,5
2016,98467104,5
2016,98467194,5
2016,98468023,6
2016,98468024,5
2016,98468037,5
2016,98468043,5
2016,98468048,5
2016,98468057,5
2016,98468118,5
2016,98468130,6
2016,98468164,5
2016,98468172,5
2016,98468168,4
2016,98468185,4
2016,98468189,5
2016,98468257,4
2016,98468299,4
2016,98468315,6
2016,98468322,4
2016,98468366,5
2016,98468372,4
2016,98468389,5
2016,98468431,5
2016,98468437,5
2016,98468453,4
2016,98468474,1
2016,98468478,4
2016,98468486,4
2016,98468527,4
2016,98468535,5
2016,98468549,4
2016,98468555,5
2016,98468570,5
2016,98468582,4
2016,98468589,5
2016,98468592,5
2016,98468615,5
2016,98468618,3
2016,98468631,4
2016,98468637,5
2016,98468660,5
2016,98468673,5
2016,98468677,5
2016,98468687,5
2016,98468682,3
2016,98468683,5
2016,98468785,5
2016,98468804,5
