"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2016,92409965,86776583,7,,
2016,92409393,85965545,7,1,
2016,92410172,83824289,7,,
2016,92410178,87548399,4,,
2016,92409535,85971912,7,,
2016,93635497,85796518,1,,
2016,93634844,83474608,6,,
2016,93634846,83474644,1,,
2016,93634930,83478949,6,,
2016,93634038,86778522,5,,0
2016,93629477,84579436,6,,
2016,93635333,86668380,7,,
2016,93630148,86394074,6,,
2016,93630331,86404401,4,,
2016,93636553,87029806,6,,
2016,93022414,86772438,6,,
2016,93636794,83483139,6,,
2016,93630647,86420332,4,,
2016,93022902,86582962,7,,
2016,93022925,86584026,6,,
2016,93636421,87566856,7,,
2016,89870763,86437353,7,,
2016,91701857,87443799,4,,
2016,91091537,83337118,7,,
2016,90471250,86766489,5,,
2016,92914767,87246153,6,,
2016,93631619,82941845,7,,
2016,91798539,86463749,4,,
2016,90578972,85963646,6,,
2016,89967924,85963689,7,,
2016,91801402,86663916,7,,
2016,93635209,86663949,7,,
2016,91186068,87427711,4,,
2016,93019000,86412349,7,,
2016,90576110,86412386,7,,
2016,89967982,85966742,5,,1
2016,93634367,85788800,7,,
2016,91799663,85969760,4,,
2016,93634458,85973941,7,,
2016,89969951,86669469,7,,
2016,93023864,85789929,7,,
2016,92411353,85790968,7,,
2016,92412340,87445910,6,,
2016,91186163,87432673,6,,
2016,89358621,82874544,7,,
2016,93022987,82875682,6,,
2016,91191801,85792133,4,,
2016,90575439,87437627,7,,
2016,89354744,86420368,7,,
2016,91796791,86421456,6,,
2016,89966180,86467248,7,1,
2016,89355772,86463673,4,,
2016,90578240,84492791,7,,
2016,93024023,85797570,7,,
2016,93018414,86380964,7,,
2016,93019253,86424340,7,,
2016,89966212,87439632,5,,
2016,91188086,87440652,5,,
2016,90579242,86761300,7,,
2016,92411539,83685242,7,,
2016,91192825,85387064,3,,
2016,90578368,83449036,7,,
2016,91190090,86764302,7,,
2016,89970220,83335987,4,,
2016,91802705,87029771,5,,
2016,93636563,87029927,4,,
2016,92412591,87030797,7,,
2016,91186382,86385322,5,,1
2016,91797884,83317594,7,,
2016,92408797,83451182,7,,
2016,91798960,83451214,6,,
2016,89968327,86768381,7,,
2016,90580328,83985855,5,,1
2016,93635689,83338179,7,,
2016,93636627,87033016,6,,
2016,91193014,87034035,7,,
2016,92407852,83321762,7,1,
2016,89356037,83323800,7,,
2016,89967424,83455457,5,,
2016,92409819,86769453,7,,
2016,91800032,86770405,7,,
2016,90579448,86771511,7,,
2016,89358934,83470375,6,,
2016,92412706,87035146,6,,
2016,92407966,83328194,7,0,
2016,91072392,86391891,4,,
2016,91799383,86577481,7,,
2016,92905155,87565722,7,1,
2016,93021980,85966576,4,,
2016,93022007,85967700,7,,
2016,93022042,85969714,7,,
2016,93022081,85970829,7,1,
2016,93022236,86763366,6,,
2016,93630053,86388601,7,,
2016,93630840,86427468,7,,
2016,93630877,86429442,1,,
2016,93633916,86773549,7,,
2016,93633932,86774452,7,,
2016,93632024,83329280,4,,
2016,93632080,83331610,7,,
2016,93632087,83332572,5,,
2016,93632148,83334932,6,,
2016,93632189,83680025,7,,
2016,93632250,83684188,5,,1
2016,93632386,85821815,4,,
2016,93633435,85964650,6,,
2016,93633473,85966736,7,,
2016,93633493,85967774,4,,
2016,93631646,86467229,5,,
2016,93631663,86463705,7,1,
2016,93632736,84494993,7,,
2016,93633823,86768498,7,,
2016,93020290,87441815,4,,
2016,93020327,87443750,5,,
2016,93020377,83319620,7,,
2016,93020391,83319736,7,,
2016,93021308,84498115,7,,
2016,93021350,83450126,7,,
2016,93019767,82926214,5,,
2016,90580186,84511564,7,,
2016,92405624,84587738,6,,
2016,93632191,83680051,6,,
2016,93634916,83477938,7,,
2016,90577338,87442701,5,,
2016,94136163,86466929,1,,
2016,91081864,85962478,6,,
2016,94136203,86774601,7,,
2016,93636131,87564721,6,,
2016,92412177,87565669,4,,
2016,93018212,84588758,6,,
2016,91186864,86408507,7,,
2016,93019816,82928293,6,,
2016,93634239,87548404,7,,
2016,92410197,87549402,4,,
2016,89969768,86660790,7,0,
2016,89970754,82862412,7,0,
2016,93024716,82862461,6,,
2016,92405665,87427780,7,,
2016,91186999,86415387,7,,
2016,91798466,86954094,1,,
2016,93021832,86580694,4,,
2016,93633334,85959346,3,,
2016,92412248,82886728,7,,
2016,89964289,87432612,7,,
2016,93021892,85962444,7,,
2016,89968864,83379106,4,,
2016,89970857,83989110,6,,
2016,89970858,83989118,4,,
2016,89965206,86419466,7,,
2016,90578019,86572590,7,0,
2016,91189807,85964536,7,,
2016,91799532,85964563,7,,
2016,93634415,86583999,4,,
2016,93636356,87447003,6,,
2016,92406740,86422496,7,,
2016,93020107,82939789,7,,
2016,89356626,86468939,7,,
2016,89967033,87880622,4,,
2016,92409415,85966583,7,,
2016,89357610,85966622,7,,
2016,90579043,85967644,7,,
2016,92410419,85973906,6,,
2016,91190837,82874579,6,,
2016,93023004,82943786,7,,
2016,92405840,87437796,7,,
2016,91186273,87438690,2,,
