"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2016,100223997,88940711,2,5,32,"M",0,,32,0
2016,100224406,88941047,1,5,32,"F",1,,32,0
2016,100224541,88941167,0,,,"",,,,
2016,100224682,88941272,0,,,"",,,,
2016,100224740,88941320,1,5,72,"M",1,,72,0
2016,100225123,88941647,0,,,"",,,,
2016,100225494,88941952,1,5,29,"F",1,,29,0
2016,100225644,88942063,2,5,20,"M",1,,20,0
2016,100225643,88942063,1,5,20,"M",1,,20,0
2016,100225729,88942147,1,5,17,"M",1,,17,0
2016,100225816,88942198,1,5,23,"M",1,,23,0
2016,100225821,88942198,2,5,32,"F",1,,32,0
2016,100226049,88942402,1,5,15,"F",1,,15,0
2016,100226572,88942863,2,5,22,"F",1,,22,0
2016,100226563,88942863,1,5,24,"M",1,,24,0
2016,100226685,88942941,0,,,"",,,,
2016,100226756,88943003,0,,,"",,,,
2016,100226884,88943106,1,5,31,"M",1,,31,0
2016,100226972,88943190,0,,,"",,,,
2016,100226998,88943217,1,5,46,"M",1,,46,0
2016,100227110,88943313,1,5,17,"M",1,,17,0
2016,100227111,88943313,2,5,22,"M",1,,22,0
2016,100227135,88943330,1,5,24,"M",1,,24,0
2016,100227168,88943357,3,5,43,"F",1,,43,0
2016,100227163,88943357,1,5,25,"M",1,,25,0
2016,100227167,88943357,2,5,47,"M",1,,47,0
2016,108519432,96141501,2,5,13,"F",1,,13,0
2016,108519429,96141501,1,5,14,"F",1,,14,0
2016,100233621,88948737,1,5,26,"M",1,,26,0
2016,100233622,88948737,2,5,22,"F",1,,22,0
2016,100236135,88950804,1,5,32,"M",1,,32,0
2016,100236276,88950922,1,5,41,"M",1,,41,0
2016,100236356,88950982,1,5,15,"M",1,,15,0
2016,100236388,88950997,0,,,"",,,,
2016,100236456,88951064,3,5,18,"F",1,,17,19
2016,100236454,88951064,2,5,18,"F",1,,17,19
2016,100236450,88951064,1,5,18,"F",1,,17,19
2016,100236459,88951064,4,5,18,"F",1,,17,19
2016,100258086,88969484,1,5,36,"F",1,,36,0
2016,100223989,88940691,1,5,47,"M",1,,47,0
2016,100224496,88941149,1,5,22,"M",1,,22,0
2016,100224505,88941149,2,5,18,"M",1,,18,0
2016,100224561,88941183,2,5,47,"M",1,,47,0
2016,100224555,88941183,1,5,39,"M",1,,39,0
2016,100224674,88941269,1,5,47,"M",1,,47,0
2016,100224750,88941335,1,5,14,"F",1,,14,0
2016,100224774,88941361,1,5,33,"M",1,,33,0
2016,100225486,88941946,0,,,"",,,,
2016,100225564,88941999,1,5,38,"M",1,,38,0
2016,100225594,88942027,1,5,26,"M",1,,26,0
2016,100225609,88942044,2,5,21,"M",1,,21,0
2016,100225608,88942044,1,5,25,"M",1,,25,0
2016,100225665,88942077,1,5,14,"F",1,,14,0
2016,100225750,88942159,0,,,"",,,,
2016,100225799,88942178,0,,,"",,,,
2016,100225939,88942309,1,5,34,"M",1,,34,0
2016,100226089,88942436,1,5,27,"M",1,,27,0
2016,100226111,88942457,1,5,43,"M",1,,43,0
2016,100226194,88942515,1,5,18,"M",1,,18,0
2016,100226787,88943025,2,5,19,"F",1,,19,0
2016,100226783,88943025,1,5,19,"F",1,,19,0
2016,100226905,88943141,1,5,18,"F",1,,18,0
2016,100226907,88943141,2,5,19,"F",1,,19,0
2016,100226926,88943150,0,,,"",,,,
2016,100227068,88943275,0,,,"",,,,
2016,100227098,88943290,0,,,"",,,,
2016,100227207,88943397,0,,,"",,,,
2016,100227354,88943503,1,5,15,"F",1,,15,0
2016,100227369,88943521,1,5,53,"F",1,,53,0
2016,100227417,88943551,0,,,"",,,,
2016,100227445,88943566,1,5,36,"F",1,,36,0
2016,100227625,88943734,0,,,"",,,,
2016,100227666,88943766,1,5,40,"M",1,,40,0
2016,100227885,88943929,1,5,37,"M",1,,37,0
2016,100228127,88944136,1,5,25,"F",1,,25,0
2016,100228256,88944245,0,,,"",,,,
2016,100228332,88944295,1,5,16,"M",1,,16,0
2016,100228431,88944387,1,5,34,"F",1,,34,0
2016,100228802,88944707,1,5,16,"M",3,,16,0
2016,100228961,88944837,1,5,41,"F",1,,41,0
2016,100229056,88944918,0,,,"",,,,
2016,100229129,88944994,1,5,13,"M",1,,13,0
2016,100229132,88944994,2,5,13,"M",1,,13,0
2016,100229287,88945123,1,5,15,"M",1,,15,0
2016,100229534,88945319,1,5,27,"F",1,,27,0
2016,100229889,88945621,0,,,"",,,,
2016,100230035,88945733,1,5,31,"M",1,,31,0
2016,100230086,88945756,1,4,,"U",0,,,
2016,100230101,88945772,1,5,36,"F",1,,36,0
2016,100230149,88945810,1,5,26,"M",1,,26,0
2016,100230159,88945820,2,5,35,"M",1,,35,0
2016,100230158,88945820,1,5,26,"M",1,,26,0
2016,100230233,88945872,1,5,46,"F",1,,46,0
2016,100230252,88945904,1,5,29,"F",3,,29,0
2016,100230334,88945964,1,5,23,"M",3,,23,0
2016,100230414,88946014,1,5,24,"M",1,,24,0
2016,100230481,88946067,0,,,"",,,,
2016,100230552,88946119,0,,,"",,,,
2016,100230662,88946216,1,5,36,"F",1,,36,0
2016,100230716,88946268,0,,,"",,,,
2016,100230839,88946363,1,5,54,"M",1,,54,0
2016,100230862,88946393,1,5,13,"F",1,,13,0
2016,100230995,88946496,1,5,29,"M",1,,29,0
2016,100231041,88946535,0,,,"",,,,
2016,100231264,88946706,0,,,"",,,,
2016,100231313,88946743,1,5,30,"M",1,,30,0
2016,100231410,88946820,1,5,31,"M",1,,31,0
2016,100232156,88947465,1,5,19,"M",1,,19,0
2016,100232192,88947495,1,5,48,"M",1,,48,0
2016,100232596,88947857,1,5,22,"M",1,,22,0
2016,100232598,88947857,2,5,39,"M",1,,39,0
2016,100232655,88947900,1,5,21,"M",1,,21,0
2016,100838085,89471312,1,5,24,"F",2,,24,0
2016,100838382,89471580,1,5,28,"M",1,,28,0
2016,100839431,89472484,1,5,21,"F",1,,21,0
2016,100843104,89475636,1,5,39,"U",0,,13,65
2016,100843172,89475677,1,5,38,"U",0,,13,64
2016,100843406,89475880,1,5,38,"M",0,,13,64
2016,100843488,89475948,0,,,"",,,,
2016,100844422,89476734,2,5,38,"F",1,,38,0
2016,100844418,89476734,1,5,30,"F",1,,30,0
2016,100838127,89471344,0,,,"",,,,
2016,100839390,89472479,1,5,34,"F",1,,34,0
2016,100839396,89472479,2,5,53,"F",1,,53,0
2016,100839904,89472891,1,5,30,"M",1,,30,0
2016,100841572,89474350,2,5,27,"M",1,,27,0
2016,100841570,89474350,1,5,36,"M",1,,36,0
2016,100841733,89474454,1,5,22,"F",1,,22,0
2016,100841805,89474505,1,5,23,"M",1,,23,0
2016,100849543,89481218,1,5,53,"M",0,,53,0
2016,100850533,89482097,1,5,23,"M",1,,23,0
2016,100851176,89482646,0,,,"",,,,
2016,100851205,89482669,2,5,20,"M",1,,20,0
2016,100851204,89482669,1,5,20,"M",1,,20,0
2016,100851283,89482732,2,5,47,"F",0,,47,0
2016,100851307,89482753,1,5,36,"F",1,,36,0
2016,100851327,89482768,1,5,42,"F",1,,42,0
2016,100851450,89482875,1,5,29,"M",1,,29,0
2016,100851575,89482970,1,5,40,"M",0,,40,0
2016,100851800,89483159,3,5,18,"F",1,,18,0
2016,100851805,89483159,4,5,17,"F",0,,17,0
2016,100851808,89483159,5,5,17,"F",0,,17,0
2016,100851835,89483183,1,5,26,"M",1,,26,0
2016,100853025,89484144,1,5,21,"M",1,,21,0
2016,100854191,89485101,2,5,38,"F",1,,38,0
2016,100854183,89485101,1,5,58,"F",1,,58,0
2016,100854908,89485698,1,5,19,"F",1,,19,0
2016,100854911,89485698,2,5,22,"F",1,,22,0
2016,100856025,89486658,0,,,"",,,,
2016,100856047,89486680,0,,,"",,,,
2016,100856231,89486851,0,,,"",,,,
2016,100856262,89486881,0,,,"",,,,
2016,100856628,89487211,1,5,25,"M",1,,25,0
2016,100856659,89487229,1,5,27,"M",1,,27,0
2016,101281646,89854792,0,,,"",,,,
2016,101282300,89855303,2,5,27,"M",3,,27,0
2016,101282301,89855303,3,5,29,"M",3,,29,0
2016,101282298,89855303,1,5,23,"F",3,,23,0
2016,101282310,89855310,1,5,38,"M",1,,38,0
2016,101281253,89854463,1,5,26,"M",1,,26,0
2016,100223712,88940477,1,5,21,"M",0,,21,0
2016,100224019,88940726,1,5,17,"M",0,,17,0
2016,100224063,88940756,1,5,19,"M",0,,19,0
2016,100224404,88941048,1,5,29,"M",2,,29,0
2016,100224458,88941099,0,,,"",,,,
2016,100224552,88941188,1,5,21,"M",1,,21,0
2016,100224675,88941266,0,,,"",,,,
2016,100224836,88941410,1,5,35,"M",1,,35,0
2016,100225118,88941635,1,5,12,"F",1,,12,0
2016,100225149,88941665,0,,,"",,,,
2016,100225187,88941711,1,4,,"U",0,,,
2016,100225277,88941772,1,5,21,"M",1,,21,0
2016,100225279,88941772,2,5,17,"M",1,,17,0
2016,100225325,88941806,1,5,23,"M",1,,23,0
2016,100225454,88941917,1,5,20,"M",1,,20,0
2016,100225519,88941971,1,5,48,"F",1,,48,0
2016,100225546,88941985,0,,,"",,,,
2016,100225599,88942034,1,5,28,"M",1,,28,0
2016,100225674,88942089,1,5,38,"M",1,,38,0
2016,100225845,88942222,2,5,29,"F",1,,29,0
2016,100225838,88942222,1,5,43,"M",1,,43,0
2016,100225894,88942266,1,5,49,"M",1,,49,0
2016,100225935,88942300,0,,,"",,,,
2016,100226060,88942412,1,5,47,"M",1,,47,0
2016,100226206,88942527,1,5,28,"M",1,,28,0
2016,100226785,88943014,1,5,40,"M",1,,40,0
2016,100226852,88943087,1,5,65,"M",1,,65,0
2016,100226896,88943121,1,5,26,"M",1,,26,0
2016,100226938,88943162,0,,,"",,,,
2016,100227003,88943214,0,,,"",,,,
2016,100227117,88943315,1,5,52,"M",1,,52,0
2016,100227128,88943325,0,,,"",,,,
2016,100227138,88943334,0,,,"",,,,
2016,100227152,88943347,1,5,32,"M",1,,32,0
2016,100227153,88943347,2,5,32,"F",1,,32,0
2016,100227212,88943387,0,,,"",,,,
2016,100227256,88943431,2,5,15,"M",1,,15,0
2016,100227254,88943431,1,5,17,"M",1,,17,0
2016,100227387,88943532,1,5,40,"M",1,,40,0
2016,100227490,88943609,1,5,18,"F",1,,18,0
2016,100227564,88943673,0,,,"",,,,
2016,100227568,88943703,0,,,"",,,,
2016,100227653,88943749,0,,,"",,,,
2016,100227667,88943771,1,5,58,"F",1,,58,0
2016,100227844,88943898,1,5,48,"F",1,,48,0
2016,100227886,88943938,1,5,22,"M",1,,22,0
2016,100228012,88944045,1,5,49,"M",1,,49,0
2016,100228059,88944079,1,5,17,"M",1,,17,0
2016,100228151,88944145,2,5,42,"F",1,,42,0
2016,100228149,88944145,1,5,42,"M",1,,42,0
2016,100228197,88944190,0,,,"",,,,
2016,100228285,88944264,1,5,49,"M",1,,49,0
2016,100228460,88944414,1,5,16,"M",1,,16,0
2016,100228766,88944671,0,,,"",,,,
2016,100228977,88944841,1,5,25,"F",1,,25,0
2016,100229021,88944889,1,5,27,"M",1,,27,0
2016,100229188,88945040,0,,,"",,,,
2016,100229249,88945088,0,,,"",,,,
2016,100229334,88945157,2,5,29,"M",1,,29,0
2016,100229330,88945157,1,5,29,"M",1,,29,0
2016,100229496,88945292,2,5,19,"F",1,,19,0
2016,100229493,88945292,1,5,20,"M",1,,20,0
2016,100229665,88945443,1,5,21,"M",1,,21,0
2016,100229671,88945443,4,5,22,"F",1,,22,0
2016,100229668,88945443,2,5,19,"M",1,,19,0
2016,100229670,88945443,3,5,17,"F",1,,17,0
2016,100229732,88945486,0,,,"",,,,
2016,100229759,88945508,1,5,23,"M",1,,23,0
2016,100229870,88945606,1,5,26,"M",1,,26,0
2016,100229908,88945631,1,5,23,"F",1,,23,0
2016,100230134,88945800,1,5,25,"F",1,,25,0
2016,100230214,88945862,2,5,38,"M",1,,38,0
2016,100230213,88945862,1,5,32,"M",1,,32,0
2016,100230329,88945955,0,,,"",,,,
2016,100230422,88946028,1,5,18,"F",3,,18,0
2016,100230425,88946028,3,5,21,"M",3,,21,0
2016,100230423,88946028,2,5,18,"F",3,,18,0
2016,100230488,88946070,0,,,"",,,,
2016,100230576,88946154,0,,,"",,,,
2016,100230606,88946177,1,5,24,"M",1,,24,0
2016,100230607,88946177,2,5,20,"M",1,,20,0
2016,100230732,88946257,1,5,26,"M",1,,26,0
2016,100230867,88946392,1,5,22,"F",4,,22,0
2016,100230872,88946392,2,5,31,"M",1,,31,0
2016,100230952,88946443,1,5,44,"M",2,,44,0
2016,100231150,88946614,0,,,"",,,,
2016,100232149,88947467,1,5,53,"M",1,,53,0
2016,100232311,88947614,0,,,"",,,,
2016,100232646,88947903,1,5,34,"M",1,,34,0
2016,100232685,88947937,1,5,25,"M",1,,25,0
2016,100233711,88948808,0,,,"",,,,
2016,100233813,88948884,1,5,31,"F",1,,31,0
2016,100233822,88948884,3,5,23,"F",1,,23,0
2016,100224151,88940839,1,5,26,"M",1,,26,0
2016,100224383,88941029,0,,,"",,,,
2016,100224426,88941069,2,5,39,"F",1,,39,0
2016,100224425,88941069,1,5,52,"M",1,,52,0
2016,100224572,88941184,1,5,17,"M",1,,17,0
2016,100224655,88941249,0,,,"",,,,
2016,100224680,88941275,0,,,"",,,,
2016,100224806,88941390,1,5,18,"F",1,,18,0
2016,100225132,88941649,2,5,35,"F",1,,35,0
2016,100225128,88941649,1,5,39,"M",1,,39,0
2016,100225134,88941649,3,5,36,"F",1,,36,0
2016,100225332,88941812,1,4,,"U",0,,,
2016,100225372,88941849,1,5,23,"F",1,,23,0
2016,100225521,88941978,1,5,59,"F",1,,59,0
2016,100225598,88942031,1,5,28,"F",1,,28,0
2016,100225614,88942045,0,,,"",,,,
2016,100225663,88942091,1,5,15,"F",1,,15,0
2016,100225751,88942156,1,4,,"U",0,,,
2016,100225927,88942295,1,5,13,"M",1,,13,0
2016,100225959,88942322,0,,,"",,,,
2016,100226098,88942445,1,5,24,"F",1,,24,0
2016,100226139,88942483,1,5,25,"M",1,,25,0
2016,100226759,88943002,0,,,"",,,,
2016,100227096,88943294,0,,,"",,,,
2016,100227130,88943326,3,5,26,"F",1,,26,0
2016,100227129,88943326,2,5,39,"M",1,,39,0
2016,100227132,88943326,4,5,19,"M",1,,19,0
2016,100227125,88943326,1,5,41,"M",1,,41,0
2016,100227145,88943338,0,,,"",,,,
2016,100227227,88943420,1,5,29,"M",1,,29,0
2016,100227229,88943420,2,5,29,"F",1,,29,0
2016,100227535,88943648,0,,,"",,,,
2016,100227661,88943767,2,5,58,"M",1,,58,0
2016,100227659,88943767,1,5,53,"F",1,,53,0
