"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2018,5,113127432,0.3,3,10787899
2018,4,113127658,1,9,10787924
2018,4,113123160,35,9,10788004
2018,5,109947329,0.45,3,10268304
2018,11,109943291,4.28,1,10265431
2018,1,109947783,0.13,1,10265451
2018,1,109943373,6.42,1,10260369
2018,18,109943373,,,10265454
2018,2,109943373,6.04,1,10260370
2018,1,109947800,0.26,1,10265458
2018,5,109947931,1.7,1,10260397
2018,5,109947967,1,3,10260402
2018,5,109949906,2.74,1,10260403
2018,5,109949944,1,11,10268424
2018,4,109948067,5.386,1,10260418
2018,5,109950111,2,1,10260440
2018,1,109948258,1,1,10265492
2018,1,109948338,0.1,1,10268445
2018,5,109950214,5.1,1,10268448
2018,5,109948379,0.2,1,10260444
2018,5,109948398,1,1,10268457
2018,5,109948452,0.085,3,10260454
2018,5,109943814,21.64,1,10265515
2018,8,109943814,41,9,10265516
2018,5,109950416,2.1,1,10268479
2018,4,109949048,24,9,10260510
2018,2,109954404,1,3,10265576
2018,5,109959292,11.9,1,10260541
2018,2,109959497,0.1,8,10260556
2018,5,109951522,1.2,4,10268585
2018,5,109954702,1,3,10265594
2018,5,109959626,1,3,10260567
2018,1,109959857,0.6,1,10260613
2018,16,109954995,600,9,10265618
2018,5,109959953,5,1,10260624
2018,1,109959953,7,1,10265622
2018,8,109959953,22,1,10260623
2018,10,113128105,1.9,1,10788058
2018,4,113123229,1,9,10786120
2018,5,113123295,0.1,1,10786135
2018,5,109942402,7.51,1,10260187
2018,4,109938370,0.5,1,10260235
2018,5,109949437,3.4,1,10268338
2018,5,109943379,2.2,1,10265456
2018,2,109943274,1,11,10265428
2018,5,109949750,2,9,10268400
2018,1,109948056,1,9,10260416
2018,8,109943485,1,11,10268415
2018,5,109943485,2,1,10265476
2018,5,109943535,2,3,10265482
2018,5,109949976,4.2,1,10268430
2018,5,109948118,1,1,10260423
2018,5,109948316,2,1,10260442
2018,16,109948336,14,9,10265497
2018,1,109943672,0.001,3,10265499
2018,5,109943693,0.009,3,10265502
2018,1,109950332,0.2,1,10260453
2018,1,109948457,3.26,1,10260455
2018,5,109948472,6.1,1,10260457
2018,8,109950983,1,9,10268536
2018,16,109951268,20,9,10260525
2018,1,109950832,8.5,1,10265547
2018,8,109950832,2.8,1,10268525
2018,8,109950832,5,9,10268524
2018,17,109950830,,,10260499
2018,5,109950947,1.7,1,10268532
2018,5,109959286,33.5,1,10268571
2018,2,109959533,1,1,10260558
2018,4,109959533,3,1,10260559
2018,5,109959578,8.5,3,10260562
2018,1,109954676,11,1,10265593
2018,4,109954676,6,1,10265592
2018,4,109959671,2,9,10260579
2018,5,109959683,0.67,3,10265608
2018,1,109959689,0.3,1,10260587
2018,12,109959712,1,9,10268621
2018,5,109959851,1,11,10260610
2018,16,109959945,60,9,10260622
2018,4,109959945,19.2,1,10260621
2018,5,109960096,1,9,10260638
2018,5,109942641,0.05,1,10265351
2018,5,109942939,2.7,1,10265372
2018,4,109947398,0,1,10268309
2018,1,109943113,5.8,1,10265389
2018,1,109947415,32.008,1,10265391
2018,7,109947415,86,9,10260294
2018,8,109947415,40,9,10265392
2018,4,109947599,3,9,10260338
2018,5,109949699,0.7,1,10265448
2018,11,109947599,4,9,10260339
2018,4,109943417,1,1,10260380
2018,1,109943476,0.7,3,10265475
2018,5,109943476,0.75,3,10260390
2018,5,109948040,1,11,10265483
2018,5,109943601,200,1,10268436
2018,5,109948344,2.3,1,10260443
2018,5,109948413,4.1,1,10268464
2018,1,109948437,3.26,1,10268467
2018,8,109948437,25,9,10268468
2018,5,109943786,31.22,1,10268477
2018,5,109943786,1,9,10268476
2018,5,109948536,5.4,1,10260466
2018,5,109948698,0.3,1,10265525
2018,16,109949050,1,9,10268539
2018,4,109949050,1,9,10268538
2018,5,109949185,13.7,1,10268554
2018,5,109959287,27,1,10260539
2018,1,109959297,3.5,1,10260542
2018,1,109959317,2.5,1,10260546
2018,5,109951623,13.1,1,10260563
2018,5,109959599,7.5,1,10260565
2018,5,109959681,7.506,3,10260584
2018,16,109959681,1,11,10260585
2018,4,109959690,1.84,1,10260589
2018,5,109952288,10,3,10265631
2018,2,109960168,0.01,1,10265633
2018,1,114876372,2.5,1,11105200
2018,5,114876422,6.5,1,11100715
2018,11,114880014,1,1,11106564
2018,5,114880014,1,3,11105228
2018,1,114880014,2,3,11105227
2018,4,114873782,0.2,1,11105314
2018,5,114877756,24.5,1,11100904
2018,5,114881221,14,1,11106751
2018,2,114877881,0.5,1,11105421
2018,16,114877881,10.4,1,11100926
2018,18,114877881,,,11106755
2018,5,109947408,30.7,1,10260289
2018,5,109950054,1,11,10260429
2018,5,109947710,2.4,1,10265438
2018,5,109949765,0.1,3,10265462
2018,5,109948247,2.5,1,10268437
2018,5,109948533,2,5,10268480
2018,5,109948535,121.6,3,10260464
2018,5,109948690,33.9,1,10260479
2018,4,109954987,6,9,10265617
2018,1,109954987,1,9,10265616
2018,4,109960122,6.7,1,10260641
2018,4,116105581,10,9,11427520
2018,5,109392945,,,10187473
2018,5,109393867,4,1,10187614
2018,7,109393919,2,1,10187631
2018,2,109393919,3,1,10187632
2018,4,109388892,5,1,10183348
2018,5,109389199,10.6,1,10187812
2018,5,109419025,11.3,1,10184689
2018,5,109395604,5,3,10187881
2018,4,109395609,5,9,10187882
2018,5,109396457,0.085,1,10187944
2018,5,109397510,21.9,1,10188020
2018,2,109400725,2.2,1,10188086
2018,5,109398118,1.9,1,10188092
2018,1,109398118,0,1,10188093
2018,4,109398200,4,9,10183526
2018,1,109398200,2.33,1,10188115
2018,12,109398200,12,9,10188114
2018,4,109398688,0.38,1,10188176
2018,16,109401096,25,1,10188190
2018,5,109401096,7.2,1,10188189
2018,16,109399116,300,1,10188206
2018,5,109419022,1.4,1,10157924
2018,5,109419032,22,1,10190128
2018,1,109419038,3,1,10157925
2018,5,109421646,0.05,3,10190135
2018,4,109421663,10,1,10190141
2018,4,109421663,31,9,10190142
2018,8,109421663,13,9,10190143
2018,5,109421677,267.5,1,10184707
2018,5,109421697,140,1,10190151
2018,1,109375676,0.4,1,10190155
2018,1,109419107,15,1,10184721
2018,5,109419107,16,1,10184720
2018,4,109419107,10,1,10184719
2018,4,109375679,1.9,1,10184723
2018,5,109421742,1.07,3,10190166
2018,4,109421745,5.1,1,10184731
2018,5,109419122,1.5,4,10190167
2018,5,109419128,1,9,10184738
2018,2,109419132,28.9,1,10184739
2018,5,109419136,12,1,10190174
2018,5,109421814,0.5,1,10157935
2018,3,109421821,1,3,10190181
2018,8,109421822,9,9,10157937
2018,5,109424301,4.5,1,10190185
