offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
9028436,8435694,14,C,13,,,
9028437,8435695,51,C,22,,,
9028438,8435696,49,C,7,0,F,
9028439,8435697,45,C,22,,,
9028440,8435698,51,C,20,,,
9028441,8435698,49,C,20,0,F,
9028442,8435699,51,C,22,,,
9028443,8435700,49,C,25,0,F,
9028444,8435701,45,C,25,,,
9028445,8435702,49,C,24,0,F,
9028446,8435703,49,C,7,0,F,
9028447,8435703,45,C,7,,,
9028448,8435704,45,C,20,,,
9028449,8435705,49,C,22,0,F,
9028450,8435705,5,C,22,,,
9028451,8435706,49,C,20,0,F,
9028452,8435707,40,C,13,,,
9028453,8435708,45,C,20,,,
9028454,8435709,49,C,17,0,F,
9028455,8435709,5,C,17,,,
9028456,8435710,5,C,2,,,
9028457,8435711,45,C,13,,,
9028458,8435712,45,C,7,,,
9028459,8435713,51,C,20,,,
9028460,8435714,14,C,20,,,
9028461,8435715,36,C,20,,,
9028462,8435716,49,C,25,0,F,
9028463,8435717,21,C,25,,,
9028464,8435718,45,C,7,,,
9028465,8435719,45,C,25,,,
9028466,8435720,49,C,20,0,F,
9028467,8435721,49,C,20,0,F,
9028468,8435722,5,C,10,,,
9028469,8435723,49,C,5,0,F,
9028475,8435729,27,C,15,,,
9028470,8435724,45,C,7,,,
9028471,8435725,49,A,25,0,F,
9028472,8435726,5,C,25,,,
9028473,8435727,45,C,7,,,
9028474,8435728,16,C,20,,,
9028476,8435730,27,C,15,,,
9028477,8435731,45,C,7,,,
9028478,8435732,45,C,20,,,
9028479,8435733,45,C,20,,,
9028480,8435734,51,C,20,,,
9028481,8435735,27,C,20,,,
9028482,8435736,45,C,7,,,
9028483,8435737,45,C,7,,,
9028484,8435738,5,C,10,,,
9028485,8435739,45,C,7,,,
9028486,8435740,45,C,25,,,
9028487,8435741,49,C,25,0,F,
9028488,8435742,5,C,10,,,
9028489,8435743,45,C,7,,,
9028490,8435744,45,C,25,,,
9028491,8435744,21,C,25,,,
9028493,8435746,27,C,15,,,
9028492,8435745,49,C,20,0,F,
9028494,8435747,45,C,7,,,
9028495,8435748,5,C,25,,,
9028496,8435749,14,C,13,,,
9028497,8435750,45,C,25,,,
9028498,8435751,27,C,20,,,
9028499,8435752,45,C,7,,,
9028500,8435753,5,C,11,,,
9028501,8435754,14,C,13,,,
9028502,8435755,45,C,20,,,
9028503,8435756,49,C,7,0,F,
9028504,8435756,5,C,7,,,
9028505,8435757,45,C,25,,,
9028506,8435758,27,C,25,,,
9028507,8435758,26,C,25,,,
9028508,8435758,5,C,22,,,
9028509,8435759,49,C,22,0,F,
9028510,8435759,5,C,22,,,
9028511,8435760,5,C,13,,,
9028512,8435761,45,C,25,,,
9028513,8435762,45,C,7,,,
9028514,8435763,5,C,10,,,
9028515,8435764,5,C,10,,,
9028516,8435765,45,C,7,,,
9028517,8435766,45,C,7,,,
9028518,8435767,27,C,10,,,
9028519,8435767,16,C,10,,,
9028520,8435768,14,C,25,,,
