offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
84928861,75310376,1,5,26,F,1,,,,
84928862,75310377,1,5,35,F,0,,,,
84928863,75310378,0,,,,,,,,
84928864,75310379,1,5,41,M,2,,,,
84928865,75310380,1,5,34,F,1,,,,
84928867,75310382,1,5,18,M,1,,,,
84928866,75310381,1,5,19,M,1,,,,
84930418,75310383,1,5,56,M,1,,,,
84930419,75310384,1,5,30,F,1,,,,
84930420,75310385,1,5,67,M,1,,,,
84930421,75310386,1,5,37,M,1,,,,
84930422,75310387,1,5,19,M,2,,,,
84930423,75310388,0,,,,,,,,
84930424,75310389,1,5,57,M,1,3,,,
84930425,75310390,1,5,23,M,1,,,,
84930441,75310405,0,,,,,,,,
84930427,75310391,2,5,40,M,2,,,,
84930426,75310391,1,5,44,M,2,,,,
84930428,75310392,1,5,21,M,1,,,,
84930429,75310393,1,5,18,M,1,,,,
84930430,75310394,1,5,50,M,1,3,,,
84930431,75310395,1,4,,M,0,,,,
84930432,75310396,1,5,36,M,1,,,,
84930476,75311209,1,5,36,M,1,,,,
84930433,75310397,1,5,57,M,2,,,,
84930434,75310398,1,5,30,M,1,,,,
84930435,75310399,0,,,,,,,,
84930436,75310400,1,5,26,M,1,,,,
84930437,75310401,1,5,38,M,1,,,,
84930438,75310402,1,5,52,M,1,,,,
84930439,75310403,1,5,21,M,1,,,,
84930440,75310404,1,5,44,M,1,,,,
84930507,75311235,1,5,47,M,1,2,,,
84930442,75311177,1,5,52,M,1,,,,
84930446,75311181,1,5,25,F,1,,,,
84930454,75311188,1,5,21,F,1,,,,
84930443,75311178,1,5,29,M,1,,,,
84930444,75311179,0,,,,,,,,
84930445,75311180,1,5,12,F,1,,,,
84930447,75311182,1,5,44,M,1,,,,
84930448,75311183,1,5,52,F,1,,,,
84930449,75311184,1,5,22,M,2,,,,
84930451,75311185,2,5,17,F,1,,,,
84930450,75311185,1,5,16,F,1,,,,
84930452,75311186,0,,,,,,,,
84930453,75311187,0,,,,,,,,
84930455,75311189,0,,,,,,,,
84930456,75311190,1,5,63,M,1,,,,
84930542,75311263,1,5,34,M,1,,,,
84930457,75311191,1,5,32,M,1,,,,
84930458,75311192,1,5,62,M,1,,,,
84930459,75311193,1,5,39,F,1,,,,
84930460,75311194,1,5,37,M,1,2,,,
84930461,75311195,1,5,20,M,2,,,,
84930463,75311196,2,5,20,F,1,,,,
84930462,75311196,1,5,20,M,1,,,,
84930464,75311197,1,5,18,F,1,,,,
84930465,75311198,1,4,,M,1,,,,
84930466,75311199,1,5,13,M,1,,,,
84930543,75311264,1,5,45,M,2,,,,
84930478,75311211,0,,,,,,,,
84930479,75311212,1,5,27,F,1,,,,
84930467,75311200,1,5,16,M,1,,,,
84930468,75311201,1,5,31,F,1,,,,
84930469,75311202,1,5,48,M,1,,,,
84930470,75311203,0,,,,,,,,
84930471,75311204,0,,,,,,,,
84930472,75311205,1,5,28,M,1,,,,
84930473,75311206,1,5,39,M,1,,,,
84930474,75311207,0,,,,,,,,
84930475,75311208,1,5,29,F,2,,,,
84930477,75311210,1,5,50,M,1,,,,
84930480,75311213,1,5,22,M,1,,,,
84930481,75311214,1,5,28,M,2,,,,
84930482,75311215,1,5,34,M,1,,,,
84930483,75311216,1,5,45,F,1,,,,
84930484,75311217,1,5,55,M,0,,,,
84930485,75311218,0,,,,,,,,
84930486,75311219,1,5,53,M,1,,,,
84930487,75311220,1,5,39,M,1,,,,
84930488,75311221,1,5,22,M,2,,,,
84930489,75311222,1,5,21,M,2,,,,
84930490,75311223,1,5,40,M,1,,,,
84930491,75311224,1,5,30,M,1,,,,
84930492,75311225,1,5,61,M,1,,,,
84930494,75311226,2,5,26,M,1,,,,
84930493,75311226,1,5,21,F,1,,,,
84930495,75311227,1,5,25,M,1,,,,
84930497,75311228,2,5,26,F,1,,,,
84930496,75311228,1,5,26,M,2,,,,
84930498,75311229,1,5,35,M,2,,,,
84930499,75311230,1,4,,M,1,,,,
84930500,75311230,2,4,,F,1,,,,
84930501,75311231,1,5,23,M,1,,,,
84930503,75311232,2,4,,M,1,,,,
84930502,75311232,1,5,51,M,1,,,,
84930505,75311233,2,5,27,F,1,,,,
84930504,75311233,1,5,43,M,1,,,,
84930506,75311234,1,5,26,M,2,,,,
84930519,75311244,0,,,,,,,,
84930508,75311236,1,5,56,M,1,,,,
84930509,75311237,1,5,20,M,2,,,,
84930510,75311238,1,5,45,M,2,,,,
84930513,75311239,3,5,27,M,1,,,,
84930512,75311239,2,5,23,F,1,,,,
84930511,75311239,1,5,32,M,1,,,,
84930515,75311240,2,5,60,M,1,,,,
84930514,75311240,1,5,64,M,1,,,,
84930516,75311241,1,5,29,M,1,,,,
84930517,75311242,0,,,,,,,,
84930518,75311243,1,5,44,F,1,,,,
84930520,75311245,0,,,,,,,,
84930521,75311246,1,4,,U,0,,,,
84930522,75311247,1,5,26,M,1,,,,
84930523,75311248,1,5,26,F,1,,,,
84930540,75311261,1,5,23,M,1,,,,
84930524,75311249,1,5,23,M,1,,,,
84930526,75311250,2,5,23,M,2,,,,
84930525,75311250,1,5,19,M,2,,,,
84930527,75311251,1,5,18,M,2,,,,
84930528,75311252,1,5,19,M,1,,,,
84930529,75311253,1,5,18,M,0,,,,
84930531,75311254,2,4,,F,1,,,,
84930530,75311254,1,4,,F,1,,,,
84930533,75311255,2,4,,F,1,,,,
84930532,75311255,1,4,,M,1,,,,
84930534,75311255,3,5,30,F,1,,,,
84930535,75311256,1,5,44,M,1,,,,
84930536,75311257,1,4,,F,1,,,,
84930537,75311258,0,,,,,,,,
84930538,75311259,1,5,35,M,1,,,,
84930539,75311260,1,5,40,M,1,,,,
84930541,75311262,1,5,34,F,1,,,,
84930547,75311265,4,5,23,M,1,,,,
84930546,75311265,3,5,32,M,1,,,,
84930545,75311265,2,5,34,F,1,,,,
84930544,75311265,1,5,37,M,1,,,,
84930549,75311265,6,5,28,F,1,,,,
84930548,75311265,5,5,22,M,1,,,,
84930551,75311266,2,5,23,M,1,,,,
