suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
12,88628894,0,,6250298
12,88628895,0,,6250299
12,88628896,0,,6250300
12,88628897,0,,6250301
12,88628898,0,,6250302
12,88628900,0,,6250303
12,88628901,0,,6250304
2,88628902,0.003,3,6250305
5,88632503,0.017,3,6250314
5,88632506,1,3,6250315
5,88632514,0.141,3,6250316
5,88632518,0.07,3,6250317
5,88632521,0.035,3,6250318
5,88632522,0.035,3,6250319
5,88632523,0.035,3,6250320
16,88638405,1,11,6250340
12,88638407,0,,6250341
14,88638408,1,9,6250342
12,88638410,0,,6250343
5,88638411,0.035,3,6250344
4,88638412,0.017,3,6250345
12,88638413,0,,6250346
5,88638415,1,9,6250347
16,88638419,0,,6250348
5,88638420,0.352,3,6250349
5,88638423,0.141,3,6250350
12,88638425,0.035,3,6250351
12,88638426,0.042,3,6250352
12,88638428,0.003,3,6250353
4,88638430,0.07,3,6250354
8,88638431,20,9,6250355
5,88638432,0,,6250356
5,88638433,1,11,6250357
5,88628917,3,3,6250402
5,88628918,1,11,6250403
12,88628920,0.105,3,6250404
5,88628921,0,3,6250405
5,88628923,0.07,3,6250406
5,88628927,1,11,6250407
5,88628929,0.959,3,6250408
12,88628933,1,11,6250409
11,88628935,1,11,6250410
12,88628938,1,11,6250411
12,88628941,1,11,6250412
5,88628942,0.035,3,6250413
12,88628946,0.035,3,6250414
5,88628947,0.176,3,6250415
5,88628948,16,3,6250416
8,88628949,5,9,6250417
3,88628953,0.105,3,6250418
5,88628957,0.141,3,6250419
5,88628963,0.105,3,6250420
16,88628964,0,,6250421
5,88628970,0.105,3,6250422
5,88628977,0.352,3,6250496
12,88628983,0,,6250497
5,88628985,0.176,3,6250498
12,88628986,0.035,3,6250499
12,88628987,0,,6250500
12,88628988,1,11,6250501
5,88628997,0.07,3,6250502
5,88629000,1616,3,6250503
12,88637401,0,3,6250548
17,88637402,0.169,3,6250549
12,88637403,0.052,3,6250550
12,88637404,0.008,3,6250551
12,88637405,0.003,3,6250552
12,88637410,0.035,3,6250553
5,88637411,0.017,3,6250554
5,88637415,0.07,3,6250555
2,88637416,0.088,3,6250556
5,88637419,0.017,3,6250557
16,88637425,0,,6250558
12,88637430,1,11,6250559
11,88637431,0.529,3,6250560
12,88644654,0.017,3,6250603
4,88644656,0.035,3,6250604
4,88644657,0.017,3,6250605
5,88644663,0.141,3,6250606
5,88644666,1,3,6250607
5,88637436,2.019,3,6250639
5,88637441,0.035,3,6250640
16,88637442,0.101,3,6250641
5,88637450,0.176,3,6250642
12,88637456,0,,6250643
16,88637457,0,,6250644
12,88637458,0,,6250645
8,88637459,10,9,6250646
6,88637460,10,9,6250647
4,88637461,0.035,3,6250648
5,88637462,0.352,3,6250649
17,88637464,0.105,3,6250650
16,88637466,0.352,3,6250651
5,88637474,0.141,3,6250652
5,88637477,0.07,3,6250653
12,88637478,0.035,3,6250654
12,88637479,0.017,3,6250655
5,88637481,0.035,3,6250656
5,88637482,0.095,3,6250657
5,88637484,0.141,3,6250658
13,88637487,0,,6250659
5,88637488,0.141,3,6250660
12,88637491,1,11,6250661
12,88637492,0.07,3,6250662
12,88637494,0.035,3,6250663
5,88637498,0.035,3,6250664
5,88637499,0.105,3,6250665
5,88662681,1,11,6250689
5,88662683,0.035,3,6250690
5,88662684,0.105,3,6250691
5,88662685,0.07,3,6250692
5,88662686,0.105,3,6250693
5,88662687,1,11,6250694
5,88662688,0.105,3,6250695
5,88662690,0.105,3,6250696
11,88662697,0.211,3,6250697
5,88662699,0.141,3,6250698
5,88662700,0.035,3,6250699
5,88662701,4.479,3,6250700
5,88662702,0.035,3,6250701
5,88662704,0.017,3,6250702
5,88662706,0.529,3,6250703
5,88662709,0.07,3,6250704
5,88662710,0.07,3,6250705
5,88662711,0.352,3,6250706
16,88662712,1,11,6250707
5,88662713,0.634,3,6250708
5,88662716,0,,6250709
5,88662717,0.07,3,6250710
5,88647072,0.176,3,6250716
7,88647075,1,11,6250717
12,88647076,0.07,3,6250718
5,88647079,0.105,3,6250719
16,88647083,0,,6250720
12,88647085,0.07,3,6250721
2,88647091,0.017,3,6250722
12,88647097,0.493,3,6250723
1,88647098,0.07,3,6250724
4,88647112,0.008,3,6250725
5,88647114,2.991,3,6250726
5,88647120,0.705,3,6250727
5,88647122,256,3,6250728
5,88647123,112,3,6250729
5,88647124,0,,6250730
5,88647125,0,,6250731
2,88647132,0.105,3,6250732
5,88647136,1,11,6250733
5,88647138,1,11,6250734
5,88654267,0.211,3,6250765
5,88654269,0.493,3,6250766
12,88654271,1,11,6250767
12,88654272,0.035,3,6250768
12,88654274,1,11,6250769
12,88654275,0.035,3,6250770
12,88654276,0.061,3,6250771
