year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2014,Indiana,IN,5685,IN0010000,Adams,21232,8C,"Non-MSA counties from 10,000 thru 24,999",0,0,0,0,0,0,0
2014,Indiana,IN,5873,IN0570300,Albion,2301,7,"Cities under 2,500",0,0,0,0,0,0,0
2014,Indiana,IN,5840,IN0480100,Alexandria,5075,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2014,Indiana,IN,5688,IN0020000,Allen,92304,9B,"MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2014,Indiana,IN,5841,IN0480200,Anderson,55545,3,"Cities from 50,000 thru 99,000",1,12,0,0,0,1,0
2014,Indiana,IN,5926,IN0760100,Angola,8661,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2014,Indiana,IN,5745,IN0230100,Attica,3156,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
2014,Indiana,IN,5725,IN0170100,Auburn,12797,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2014,Indiana,IN,5719,IN0150100,Aurora,3731,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2014,Indiana,IN,5918,IN0720200,Austin,4207,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
2014,Indiana,IN,5774,IN0321100,Avon,14009,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2014,Indiana,IN,5730,IN0180500,Ball State University,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2014,Indiana,IN,5800,IN0410800,Bargersville,6554,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2014,Indiana,IN,5691,IN0030000,Bartholomew,33763,9B,"MSA counties from 25,000 thru 99,999",1,12,0,0,0,1,0
2014,Indiana,IN,5905,IN0690100,Batesville,6512,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
