"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2018,1,124581844
2018,3,124581844
2018,9,124580277
2018,6,124580285
2018,6,124581909
2018,6,124580319
2018,6,124581947
2018,6,124590531
2018,8,124590531
2018,6,124582032
2018,9,124582200
2018,6,124582202
2018,9,124587230
2018,6,124591040
2018,6,124582346
2018,6,124587232
2018,6,124591064
2018,8,124591064
2018,3,124591077
2018,9,124591123
2018,1,124591130
2018,6,124591130
2018,6,124587285
2018,9,124591144
2018,6,124587294
2018,6,124587295
2018,6,124582427
2018,6,124591216
2018,3,124582435
2018,6,124582435
2018,9,124587331
2018,6,124591288
2018,1,124591650
2018,6,124591652
2018,6,124591653
2018,6,124591671
2018,6,124591669
2018,6,124591743
2018,9,124591779
2018,11,124587625
2018,9,124582685
2018,9,124591933
2018,9,124591951
2018,9,124591992
2018,3,124592120
2018,9,124592148
2018,3,124587770
2018,6,124592195
2018,6,124592196
2018,9,124582969
2018,10,124587896
2018,9,124587895
2018,6,124582974
2018,6,124592599
2018,6,124592614
2018,6,124582989
2018,6,124582987
2018,6,124592627
2018,6,124587935
2018,1,124583157
2018,6,124583157
2018,1,124583160
2018,6,124583160
2018,6,124593010
2018,6,124588121
2018,6,124593055
2018,6,124593060
2018,6,124593062
2018,6,124583206
2018,8,124583206
2018,9,124593122
2018,9,124593143
2018,3,124583488
2018,3,124593850
2018,9,124583618
2018,3,124583616
2018,6,124583616
2018,6,124583617
2018,9,124583621
2018,6,124593994
2018,9,124583620
2018,9,124594035
2018,9,124594047
2018,9,124588656
2018,6,124594074
2018,9,124594095
2018,3,124583707
2018,6,124588688
2018,6,124604328
2018,3,124613245
2018,3,124608054
2018,6,124608054
2018,9,124613267
2018,6,124604366
2018,9,124613287
2018,3,124604391
2018,9,124613317
2018,9,124613432
2018,6,124613444
2018,8,124613444
2018,6,124604481
2018,1,124613447
2018,6,124613447
2018,8,124613447
2018,9,124608164
2018,6,124613500
2018,6,124613501
2018,6,124604762
2018,6,124604761
2018,9,124613796
2018,6,124613794
2018,6,124604798
2018,9,124614089
2018,1,124608533
2018,3,124608533
2018,6,124608533
2018,14,124608547
2018,9,124614456
2018,1,124614460
2018,9,124614469
2018,6,124614472
2018,8,124614472
2018,6,124614480
2018,6,124614479
2018,9,124614491
2018,1,124614535
2018,2,124614535
2018,1,124608676
2018,3,124614543
2018,9,124615336
2018,8,124615350
