"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2018,8294128,6527,8,2018,"I",26-SEP-18,"Y","F","C","2018_08_KY0070200_NIBRS",39783080,0
2018,8297086,6560,7,2018,"I",26-SEP-18,"Y","F","C","2018_07_KY0140100_NIBRS",28169666,0
2018,8294203,6618,5,2018,"I",26-SEP-18,"Y","F","C","2018_05_KY0240300_NIBRS",27047594,0
2018,8297115,6618,6,2018,"I",26-SEP-18,"Y","F","C","2018_06_KY0240300_NIBRS",27039932,0
2018,8297139,6655,8,2018,"I",26-SEP-18,"Y","F","C","2018_08_KY0340300_NIBRS",51513078,0
2018,8297158,25915,6,2018,"I",26-SEP-18,"Y","F","C","2018_06_KY037035Y_NIBRS",27082084,0
2018,8298689,6679,4,2018,"I",26-SEP-18,"Y","F","C","2018_04_KY0371400_NIBRS",27128326,0
2018,8294268,6688,2,2018,"Z",26-SEP-18,"Y","F","C","2018_02_KY0390100_NIBRS",27147629,0
2018,8297168,6684,7,2018,"I",26-SEP-18,"Y","F","C","2018_07_KY0380100_NIBRS",46141967,0
2018,8297170,26569,9,2018,"I",26-SEP-18,"Y","F","C","2018_09_KY0400800_NIBRS",51569467,0
2018,8294277,6707,7,2018,"I",26-SEP-18,"Y","F","C","2018_07_KY0430000_NIBRS",51420768,0
2018,8297171,6696,9,2018,"I",26-SEP-18,"Y","F","C","2018_09_KY0410000_NIBRS",46137875,0
2018,8297173,6713,8,2018,"I",26-SEP-18,"Y","F","C","2018_08_KY0440100_NIBRS",51565530,0
2018,8297174,6713,9,2018,"I",26-SEP-18,"Y","F","C","2018_09_KY0440100_NIBRS",39799143,0
2018,8297175,6712,5,2018,"Z",26-SEP-18,"Y","F","C","2018_05_KY0440000_NIBRS",27135726,0
2018,8298701,6715,7,2018,"I",26-SEP-18,"Y","F","C","2018_07_KY0450000_NIBRS",39799193,0
2018,8294288,6716,9,2018,"I",26-SEP-18,"Y","F","C","2018_09_KY0450100_NIBRS",39790661,0
2018,8297179,6717,8,2018,"I",26-SEP-18,"Y","F","C","2018_08_KY0450200_NIBRS",46139454,0
2018,8298703,6720,7,2018,"I",26-SEP-18,"Y","F","C","2018_07_KY0450500_NIBRS",31156718,0
2018,8297183,6725,8,2018,"I",26-SEP-18,"Y","F","C","2018_08_KY0460000_NIBRS",31156720,0
