"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2018,5,108783665,28,1,10081434
2018,5,108777303,0.001,1,10075676
2018,5,108777314,1,1,10075678
2018,12,108777332,0.9,1,10075683
2018,12,108777364,3.5,1,10075687
2018,12,108777375,0.25,1,10075690
2018,12,108785943,0.001,1,10077050
2018,12,108777673,0.5,1,10075706
2018,12,108777674,1,1,10075707
2018,8,108786015,13,1,10077056
2018,8,108783797,6,9,10075720
2018,5,108786287,0.125,3,10077076
2018,12,108777969,15,1,10077085
2018,1,108786415,1,1,10077089
2018,12,108786416,96,1,10077090
2018,12,108778024,3,1,10075735
2018,12,108786421,1,1,10077091
2018,5,108786616,2,1,10077101
2018,8,108789684,6,9,10075810
2018,5,108789684,5.2,1,10075811
2018,5,108787346,40.388,3,10081502
2018,5,108779130,2.4,1,10075825
2018,8,108789884,3,9,10075844
2018,5,108789884,0.9,1,10075845
2018,12,108789884,3,1,10075843
2018,5,108794607,1.8,1,10081574
2018,5,108794700,0.006,1,10075940
2018,5,108790223,0.01,1,10081604
2018,15,108790223,0.19,9,10081602
2018,5,108794732,0.084,1,10077216
2018,5,108794759,0.029,1,10075962
2018,5,108787865,0.007,1,10075969
2018,5,108790334,1,1,10081641
2018,5,108790348,1,1,10075989
2018,5,108790427,0.006,1,10081661
2018,5,108788128,0.1,1,10077287
2018,5,108795137,28,1,10081699
2018,5,108790628,20,1,10076056
2018,12,108790628,0.002,1,10077304
2018,5,108790631,36,1,10076062
2018,5,108740454,0.002,1,10074364
2018,12,108740454,0.002,1,10074363
2018,12,108740549,1,1,10069667
2018,12,108740599,3.5,1,10069673
2018,12,108740608,1,1,10074383
2018,5,108740826,3,1,10074419
2018,5,108736449,0.01,1,10074468
2018,12,108741196,0.01,1,10060221
2018,12,108732370,0.002,1,10069752
2018,5,108182800,90,1,9951168
2018,17,108732370,2,9,10069751
2018,15,108732370,9,9,10069750
2018,12,108741264,2,1,10074515
2018,5,108741264,2,1,10074516
2018,8,108741264,4,9,10074514
2018,5,108732437,2,1,10060259
2018,5,108741647,1,1,10074581
