"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2017,105384711,10,
2017,105927395,10,
2017,105374900,9,
2017,106888900,6,
2017,97184290,1,
2017,97158710,1,
2017,97158710,8,
2017,96950042,10,
2017,96950289,9,
2017,96936149,6,
2017,100100705,9,
2017,100102384,9,
2017,97170751,8,
2017,97182785,1,
2017,97182788,1,
2017,97189450,10,
2017,96950540,10,
2017,100057011,1,
2017,100057088,10,
2017,100057133,1,
2017,97157950,10,
2017,97200098,10,
2017,100089674,1,
2017,98959689,2,
2017,98933903,1,
2017,97184492,1,
2017,97177854,1,
2017,96891997,1,
2017,96915612,8,
2017,96956793,1,
2017,96872828,2,
2017,96951417,10,
2017,97193432,1,
2017,96917721,10,
2017,96907965,1,
2017,97167483,10,
2017,97177575,9,
2017,96958284,1,
2017,96948470,10,
2017,98612937,1,
2017,104045080,9,
2017,98641409,1,
2017,100012599,1,
2017,104111095,9,
2017,107957131,2,
2017,104626725,6,
2017,104052215,1,
2017,104032472,1,
2017,104109991,1,
2017,104131535,1,
2017,104128002,9,
2017,104626268,6,
2017,104037459,1,
2017,104609511,1,
2017,104104566,9,
2017,104116591,10,
2017,104008512,2,
2017,104054990,10,
2017,104073739,1,
2017,104059758,9,
2017,104136069,9,
2017,104076433,8,
2017,106258642,1,
2017,104095886,1,
2017,104118809,6,
2017,104012283,9,
2017,104038053,9,
2017,104102500,10,
2017,104616322,6,
2017,104625579,1,
2017,104058161,9,
2017,104101547,1,
2017,104616978,1,
2017,107543854,6,
2017,105343113,1,
2017,105371832,1,
2017,105381175,10,
2017,109072051,1,
2017,100086480,1,
2017,100087703,1,
2017,100104656,2,
2017,106926403,10,
2017,106938928,1,
2017,104022209,1,
2017,100065907,1,
2017,100098249,1,
2017,100048054,1,
2017,100722500,10,
2017,100714950,10,
2017,100098286,10,
2017,104003489,1,
2017,104021470,10,
2017,105351171,9,
2017,100043165,9,
2017,104126768,1,
2017,104133946,1,
2017,104037832,10,
2017,107543523,1,
2017,106255822,9,
2017,106256049,9,
2017,106257192,1,
2017,106272490,1,
2017,106924713,2,
2017,106958621,6,
2017,106893537,9,
2017,106934258,6,
2017,106947365,6,
2017,106970076,6,
2017,107979144,1,
2017,100099416,10,
2017,106252197,9,
2017,106266703,1,
2017,105938586,1,
2017,109196621,10,
2017,98909961,1,
2017,98952501,1,
2017,98610304,1,
2017,98921214,10,
2017,98921308,1,
2017,98942574,1,
2017,99313593,6,
2017,97725694,1,
2017,97734464,1,
2017,98624617,1,
2017,98582282,1,
2017,98582282,6,
2017,98910728,2,
2017,98916027,1,
2017,98901404,1,
2017,100098023,10,
2017,98901409,1,
2017,98913731,9,
2017,98957176,1,
2017,97734911,2,
2017,106936318,2,
2017,106999527,10,
2017,107004448,9,
2017,106928820,1,
2017,106986818,6,
2017,107001616,1,
2017,106986882,1,
2017,106910769,1,
2017,105350086,10,
2017,97727119,10,
2017,106966290,6,
2017,107975308,9,
2017,106911552,1,
2017,106933753,1,
2017,106933753,9,
2017,105943526,9,
2017,105361390,1,
2017,105944288,10,
2017,105938242,9,
2017,109201243,10,
2017,109201262,10,
2017,109180691,1,
2017,106901170,1,
2017,106901170,6,
2017,106904252,1,
2017,106937781,1,
2017,106984129,9,
2017,100050971,9,
2017,100714159,9,
2017,100709805,10,
2017,100714926,6,
2017,100719365,1,
2017,100720352,1,
2017,100725471,9,
2017,100071711,10,
2017,100029135,9,
2017,100029135,1,
2017,100087898,1,
2017,100066688,10,
2017,100074325,10,
2017,104131181,10,
2017,100039508,10,
2017,100061087,1,
2017,100012514,1,
2017,104130876,6,
2017,106270774,10,
2017,106259167,1,
2017,106906289,6,
2017,106934693,1,
2017,106936401,6,
2017,106899763,6,
2017,106914896,6,
2017,106950781,9,
2017,109058350,2,
2017,109058350,8,
2017,97736144,10,
2017,97738299,2,
2017,105360748,10,
2017,106918077,1,
2017,106954023,1,
2017,106972637,9,
2017,106899489,10,
2017,106897826,6,
2017,106904598,6,
2017,106260196,1,
2017,105941204,9,
2017,110997673,8,
2017,105347523,6,
2017,105927643,9,
2017,106947680,6,
2017,107010969,1,
2017,109192577,9,
2017,109192576,9,
2017,104064785,6,
2017,104064083,10,
2017,104138033,9,
2017,104066938,10,
2017,104029940,1,
2017,104039693,10,
2017,104609542,1,
