"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2017,101422772,11,1,,107756110
2017,101422772,10,,,107756112
2017,101422821,20,2022,,107756186
2017,101423031,59,1,,107756444
2017,101423030,59,1,06-SEP-17,107756443
2017,101423319,10,,,107756822
2017,101423319,11,2,,107756819
2017,101423375,10,,,107756886
2017,102226945,37,23000,,108798628
2017,102227003,10,,,108798699
2017,102227020,11,1,,108798712
2017,102227020,10,,,108798717
2017,102227760,10,,,108799633
2017,102227788,38,500,,108799672
2017,102228671,10,,,108800769
2017,102228740,10,,,108800854
2017,102231302,11,1,,108804285
2017,102231302,10,,,108804286
2017,102231620,10,,,108804745
2017,102231914,10,,,108805136
2017,101422847,9,0,,107756216
2017,102213441,37,7000,,108780966
2017,102213430,21,1,07-JUL-17,108780959
2017,102213430,37,7000,07-JUL-17,108780957
2017,102213441,21,1,,108780973
2017,102213660,63,435,,108781268
2017,102213750,47,0,,108781374
2017,102215581,26,200,17-OCT-17,108783835
2017,102215587,26,312,,108783844
2017,102216049,63,112,,108784412
2017,102216087,37,5000,,108784454
2017,102216086,37,5000,07-NOV-17,108784453
2017,102216252,25,100,,108784635
2017,102216309,64,1500,24-JAN-18,108784698
2017,102216318,64,1500,,108784706
2017,102216559,26,1000,,108785034
2017,102216559,16,500,,108785038
2017,102216559,63,100,,108785044
2017,102216465,54,400,,108784901
2017,102216825,20,1300,,108785352
2017,102216825,63,15,,108785356
2017,102216825,9,0,,108785358
2017,102216843,26,1,,108785373
2017,102216843,6,1390,,108785372
2017,102216913,2,116,,108785462
2017,102216913,8,64,,108785472
2017,102216913,6,111,,108785468
2017,102216998,6,250,28-JUL-17,108785596
2017,102217001,6,1800,,108785598
2017,102216997,63,270,,108785579
2017,102216997,9,0,,108785594
2017,102216997,25,150,,108785584
2017,102216997,51,0,,108785592
2017,102217166,26,700,,108785814
2017,102217222,6,10,,108785904
2017,102217219,6,10,18-DEC-17,108785902
2017,102217222,2,31,,108785903
2017,102217263,6,30,,108785961
2017,102217239,63,50,,108785922
2017,102217331,24,15000,29-DEC-17,108786026
2017,102217338,24,15000,,108786032
2017,102217473,20,6190,,108786227
2017,102217641,21,331,,108786441
2017,102218860,57,1000,,108788050
2017,102219196,37,25000,,108788470
2017,102219504,20,187,,108788835
2017,102219666,10,,,108789026
2017,102219890,63,5000,,108789327
2017,102219893,4,300,,108789332
2017,102220055,10,,,108789529
2017,102220074,22,0,,108789562
2017,102220069,22,0,27-JAN-17,108789552
2017,102220133,16,2,,108789632
2017,102220257,10,,,108789791
2017,102220257,11,2,,108789789
2017,102220371,10,,,108789947
2017,102220371,56,10,,108789937
2017,102220371,11,10,,108789935
2017,102223120,10,,,108793595
2017,102223120,11,1,,108793593
2017,102223515,3,30000,05-JUL-17,108794145
2017,102223520,3,30000,,108794151
2017,102223520,21,1,,108794154
2017,102223515,21,1,05-JUL-17,108794148
2017,102223589,10,,,108794262
2017,102223814,10,,,108794532
2017,102224376,26,1000,,108795368
2017,102224909,10,,,108796086
2017,102225220,10,,,108796463
2017,102225510,10,,,108796848
2017,102225567,11,1,,108796926
2017,102225567,10,,,108796930
2017,102225679,10,,,108797090
2017,102225917,20,100,,108797395
2017,102225917,63,67,,108797398
2017,102225913,63,67,15-SEP-17,108797393
2017,102226123,10,,,108797636
2017,102228673,10,,,108800773
2017,102228764,7,1,,108800886
2017,102229398,10,,,108801706
2017,102229427,10,,,108801766
2017,102229427,11,1,,108801764
2017,102229512,51,0,,108801882
2017,102229640,3,2800,,108802053
2017,102229638,3,2800,23-JUN-17,108802052
2017,102229668,10,,,108802088
2017,102229800,10,,,108802255
2017,102229823,21,240,,108802298
2017,102230012,10,,,108802566
2017,102230022,26,340,,108802577
2017,102230022,63,100,,108802579
2017,102230651,10,,,108803443
2017,102230651,11,2,,108803442
2017,102230893,10,,,108803749
2017,102231066,10,,,108803975
2017,102231108,10,,,108803680
2017,102231224,11,1,,108804175
2017,102231224,10,,,108804181
2017,102231550,10,,,108804605
2017,102231550,11,1,,108804602
2017,102231655,10,,,108804794
2017,102558976,13,200,,109238004
2017,102558986,63,400,,109238021
2017,102560019,24,800,,109239311
2017,102561129,10,,,109240722
2017,102561367,10,,,109241001
2017,102561246,10,,,109240863
2017,102561634,24,5000,,109241340
2017,101422989,51,0,,107756396
2017,101422982,51,0,04-SEP-17,107756388
2017,101422984,11,1,,107756393
2017,101423045,10,,,107756461
2017,101423468,10,,,107756988
2017,101423519,10,,,107757043
2017,101423844,11,1,,107757451
2017,101423844,10,,,107757454
2017,102561229,10,,,109240845
2017,102560833,11,1,,109240377
2017,102561079,10,,,109240670
2017,102561488,10,,,109241149
2017,102561425,10,,,109241065
2017,102552985,37,200,,109230198
2017,102553628,26,1,,109231072
2017,102554336,63,600,,109232093
2017,102554330,63,600,30-MAR-18,109232088
2017,102560906,10,,,109240472
2017,102570899,10,,,109253373
2017,102571051,11,1,,109253577
