year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2004,Massachusetts,MA,7741,MA0120100,Abington,16010,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7630,MA0090100,Acton,20747,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7462,MA0030100,Acushnet,10566,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7434,MA0020100,Adams,8564,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7567,MA0070100,Agawam,28453,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7498,MA0050100,Amesbury,16674,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7599,MA0080100,Amherst,34476,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7499,MA0050200,Andover,31849,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7490,MA0040300,Aquinnah,355,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Massachusetts,MA,7631,MA0090200,Arlington,41793,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7800,MA0140100,Ashburnham,5827,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7632,MA0090300,Ashby,2913,6,"Cities from 2,500 thru 9,999",0,7,0,7,0,0,0
2004,Massachusetts,MA,7540,MA0060100,Ashfield,1811,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Massachusetts,MA,7633,MA0090400,Ashland,15433,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7865,MA014709E,Assumption College,0,7,"Cities under 2,500",1,12,1,12,0,1,1
2004,Massachusetts,MA,7801,MA0140200,Athol,11559,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7463,MA0030200,Attleboro,43388,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7802,MA0140300,Auburn,16381,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7707,MA0110100,Avon,4411,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Massachusetts,MA,7634,MA0090500,Ayer,7239,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7414,MA0010000,Barnstable,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2004,Massachusetts,MA,7415,MA0010100,Barnstable,48777,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7431,MA001MD00,Barnstable Metropolitan District Commission,0,9D,"MSA counties under 10,000",0,0,0,0,1,1,0
2004,Massachusetts,MA,7803,MA0140400,Barre,5339,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7781,MA0130900,Bay Transportation Authority: Suffolk County,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2004,Massachusetts,MA,7435,MA0020300,Becket,1751,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Massachusetts,MA,7635,MA0090600,Bedford,12550,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7600,MA0080200,Belchertown,13769,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7708,MA0110200,Bellingham,15664,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7636,MA0090700,Belmont,23796,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7694,MA009CL00,Bentley College,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Massachusetts,MA,7464,MA0030300,Berkley,6257,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2004,Massachusetts,MA,7433,MA0020000,Berkshire,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2004,Massachusetts,MA,7458,MA002MD00,Berkshire Metropolitan District Commission,0,9D,"MSA counties under 10,000",0,0,0,0,1,1,0
2004,Massachusetts,MA,7804,MA0140500,Berlin,2656,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7541,MA0060200,Bernardston,2193,7,"Cities under 2,500",1,12,1,12,0,1,1
2004,Massachusetts,MA,7500,MA0050300,Beverly,40149,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7637,MA0090800,Billerica,39489,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7805,MA0140600,Blackstone,9038,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7568,MA0070200,Blandford,1239,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Massachusetts,MA,7806,MA0140700,Bolton,4333,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7775,MA0130100,Boston,580087,1B,"Cities from 500,000 thru 999,999",1,12,0,0,0,1,0
2004,Massachusetts,MA,7693,MA009BC00,Boston College,0,7,"Cities under 2,500",0,0,0,0,0,0,0
2004,Massachusetts,MA,7795,MA013BU00,Boston University,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Massachusetts,MA,7416,MA0010200,Bourne,19472,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7638,MA0090900,Boxborough,4999,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7501,MA0050400,Boxford,8192,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7807,MA0140800,Boylston,4151,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7709,MA0110300,Braintree,33639,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7700,MA009WU00,Brandeis University,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Massachusetts,MA,7417,MA0010300,Brewster,10374,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7742,MA0120200,Bridgewater,25076,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7569,MA0070300,Brimfield,3543,6,"Cities from 2,500 thru 9,999",0,9,0,9,0,0,0
2004,Massachusetts,MA,7461,MA0030000,Bristol,0,9D,"MSA counties under 10,000",0,0,0,0,0,0,0
2004,Massachusetts,MA,7483,MA0032500,Bristol Community College,0,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Massachusetts,MA,7485,MA003MD00,Bristol Metropolitan District Commission,0,9D,"MSA counties under 10,000",0,0,0,0,1,1,0
2004,Massachusetts,MA,7743,MA0120300,Brockton,94838,3,"Cities from 50,000 thru 99,000",1,12,1,12,0,1,1
2004,Massachusetts,MA,7808,MA0140900,Brookfield,3125,6,"Cities from 2,500 thru 9,999",0,0,0,0,0,0,0
2004,Massachusetts,MA,7710,MA0110400,Brookline,56493,3,"Cities from 50,000 thru 99,000",1,12,0,0,0,1,0
2004,Massachusetts,MA,7542,MA0060300,Buckland,1989,7,"Cities under 2,500",1,12,0,0,0,1,0
2004,Massachusetts,MA,7639,MA0091000,Burlington,22789,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7640,MA0091100,Cambridge,101320,2,"Cities from 100,000 thru 249,000",1,12,0,0,0,1,0
2004,Massachusetts,MA,7711,MA0110500,Canton,21360,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7776,MA0130200,Capitol Police,0,7,"Cities under 2,500",0,0,0,0,1,0,0
2004,Massachusetts,MA,7641,MA0091200,Carlisle,4849,6,"Cities from 2,500 thru 9,999",0,9,0,9,0,0,0
2004,Massachusetts,MA,7744,MA0120400,Carver,11506,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7543,MA0060400,Charlemont,1381,7,"Cities under 2,500",0,10,0,10,0,0,0
2004,Massachusetts,MA,7809,MA0141000,Charlton,12127,5,"Cities from 10,000 thru 24,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7418,MA0010400,Chatham,6831,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2004,Massachusetts,MA,7642,MA0091300,Chelmsford,33868,4,"Cities from 25,000 thru 49,999",1,12,1,12,0,1,1
