"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2016,5,89422826,0.25,1,7192363
2016,5,89422840,0.067,1,7192364
2016,5,89422866,4.5,1,7192365
2016,5,89422991,7.6,1,7192376
2016,4,89423023,1,1,7192377
2016,5,89423033,1,1,7192378
2016,8,89423432,32,1,7192389
2016,5,89422133,5.3,1,7192395
2016,5,89422134,37.009,1,7192396
2016,5,89422143,5.6,1,7192397
2016,5,89423449,5,1,7192399
2016,5,89423485,1,1,7192400
2016,1,89423515,0.3,1,7192401
2016,2,89423553,5,1,7192402
2016,5,89423558,1,1,7192403
2016,5,89423559,0.1,1,7192404
2016,3,89423565,0.1,1,7192405
2016,2,89422318,1.6,1,7192408
2016,5,89422321,22.009,1,7192409
2016,5,89423573,25,1,7192411
2016,5,89423580,1,1,7192412
2016,5,89422488,1.5,1,7192416
2016,5,89422490,6.4,1,7192417
2016,5,89423709,0.1,1,7192418
2016,5,89423734,14.005,1,7192419
2016,5,89423735,13,1,7192420
2016,8,89423738,1,1,7192421
2016,5,89423844,3.4,1,7192422
2016,5,89422598,8.6,1,7192423
2016,5,89422675,35,1,7192424
2016,5,89422698,1.5,1,7192425
2016,5,89422729,3,1,7192426
2016,4,89422748,0.4,1,7192427
2016,5,91863665,0.4,1,7254158
2016,4,91863766,7,1,7254159
2016,5,91863796,671.009,1,7254160
2016,1,91863823,1.3,1,7254215
2016,1,91863833,1.7,1,7254216
2016,1,91863874,3,1,7254217
2016,5,91254053,1.5,1,7245526
2016,4,91254083,0.5,1,7245528
2016,5,91254528,13.4,1,7245567
2016,5,91254555,1,1,7245568
2016,5,91254618,2,1,7245621
2016,5,91254668,11.8,1,7245622
2016,5,91254693,1,1,7245623
2016,12,91254718,18,1,7245624
2016,5,91254722,6.1,1,7245625
2016,5,91254728,3.11,1,7245626
2016,5,91254735,1,1,7245627
2016,5,91254739,0.002,1,7245628
2016,5,91254822,1,1,7245690
2016,5,91254877,0.1,1,7245691
2016,1,91254892,1.33,1,7245692
2016,4,91254896,1,1,7245693
2016,4,91864449,2,1,7254347
2016,4,91864452,2.032,1,7254348
2016,5,91864455,100,1,7254349
2016,4,91864521,50,1,7254350
2016,5,91864579,7.3,1,7254351
2016,1,91864595,0.5,1,7254423
2016,5,91864648,66,1,7254424
2016,5,91864705,12.5,1,7254425
2016,5,91864707,0.8,1,7254426
2016,5,91864708,3.7,1,7254427
2016,5,91864718,0.5,1,7254428
2016,5,91865105,0.1,1,7254439
2016,5,91865130,0.85,1,7254496
2016,5,91865204,0.1,1,7254497
2016,17,91865219,0.04,1,7254498
2016,4,91865222,0.2,1,7254499
2016,5,91865225,0.2,1,7254500
2016,5,91865237,9.8,1,7254501
2016,5,91865268,1.7,1,7254541
2016,5,91865313,6.7,1,7254542
2016,5,91865323,8.2,1,7254543
2016,5,91865348,4.9,1,7254544
2016,5,91865354,7.5,1,7254545
2016,5,91865357,10.6,1,7254546
2016,5,91865361,0.4,1,7254547
2016,5,91865367,11.3,1,7254548
2016,4,97733362,0.5,1,8166035
2016,4,97735484,2.5,1,8166219
2016,8,97736303,0.01,1,8166313
2016,2,91864007,4.9,1,7254799
2016,5,91864042,4,1,7254800
2016,5,91864047,48.6,1,7254801
2016,5,91864273,0.7,1,7254863
2016,5,91864729,6.2,1,7254867
2016,5,91864738,2.1,1,7254868
2016,5,91864778,2,1,7254869
2016,5,91864331,6.5,1,7254923
2016,4,91864337,0.5,1,7254924
2016,4,91864339,65.006,1,7254925
2016,5,91864913,0.5,1,7254927
2016,3,91864968,213,1,7254928
2016,5,91865004,0.5,1,7254929
2016,5,90491441,3.44,1,7220065
2016,8,90491463,0.1,1,7220066
2016,4,90481826,1,1,7224332
2016,5,90481838,0.8,1,7224333
2016,5,90472369,2.3,1,7224704
2016,5,90031925,2.5,1,7207199
2016,5,90031813,23.001,1,7207290
2016,5,93086671,3,1,7295651
2016,2,93086731,9.095,1,7295733
2016,5,93086746,11.1,1,7295734
2016,4,93086751,0.4,1,7295735
2016,5,93086759,4.001,1,7295736
2016,5,93086767,11.5,1,7295737
2016,4,93086819,0.25,1,7295738
2016,1,93086890,5.4,1,7295786
2016,5,93086109,78.009,1,7296041
2016,5,93086112,9.2,1,7296042
2016,5,93087028,4.3,1,7296079
2016,5,93087046,0.05,1,7296080
2016,5,93087051,2.3,1,7296081
