"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2016,96544365,110183922
2016,96544364,110183922
2016,96544424,110183976
2016,96544427,110183980
2016,96544435,110183986
2016,96544465,110184017
2016,96544468,110184017
2016,96544525,110184077
2016,96544648,110184202
2016,96544661,110184217
2016,96544670,110184224
2016,96544781,110184334
2016,96544782,110184335
2016,96544782,110184336
2016,96544790,110184349
2016,96544792,110184348
2016,96544796,110184352
2016,96544811,110184367
2016,96544806,110184365
2016,96544812,110184367
2016,96544810,110184367
2016,96544809,110184367
2016,91764840,105193854
2016,91764985,105193971
2016,91765009,105193984
2016,91765013,105193988
2016,91765030,105194001
2016,91765031,105194001
2016,91765032,105194001
2016,91765033,105194001
2016,91765034,105194002
2016,91765035,105194002
2016,91765036,105194002
2016,91765218,105194157
2016,91765224,105194163
2016,91765225,105194163
2016,91765232,105194170
2016,91765240,105194174
2016,91765266,105194197
2016,91765267,105194197
2016,91765268,105194197
2016,91765295,105194219
2016,91765318,105194241
2016,91765326,105194248
2016,91765327,105194248
2016,91765353,105194274
2016,91765356,105194277
2016,91765360,105194280
2016,91765373,105194289
2016,91765376,105194292
2016,91756444,105186688
2016,91757706,105187786
2016,91757707,105187787
2016,91758996,105188866
2016,91758999,105188870
2016,91759017,105188888
2016,91759019,105188890
2016,91759020,105188891
2016,91759022,105188893
2016,91759038,105188909
2016,91759042,105188913
2016,91759049,105188920
2016,91760383,105190041
2016,91760385,105190043
2016,91761590,105191085
2016,91761619,105191110
2016,91761620,105191110
2016,91761654,105191136
2016,91761655,105191136
2016,91761661,105191139
2016,91761668,105191145
2016,91762850,105192202
2016,91762869,105192218
2016,91762870,105192219
2016,91762895,105192241
2016,91762923,105192262
2016,91764243,105193326
2016,91764248,105193331
2016,91764251,105193334
2016,91764255,105193336
2016,91764256,105193336
2016,91764258,105193338
2016,91764265,105193344
2016,91764268,105193347
2016,91764272,105193350
2016,91764278,105193355
2016,91764279,105193356
2016,91764292,105193368
2016,91764293,105193369
2016,91764297,105193371
2016,91764298,105193372
2016,91764299,105193372
2016,91764300,105193372
2016,91748564,105179976
2016,91748583,105179991
2016,91748590,105179997
2016,91748612,105180017
2016,91749878,105181079
2016,91749911,105181108
2016,91749913,105181110
2016,91749952,105181140
2016,91753021,109162202
2016,91753722,109162217
2016,91754078,109162224
2016,91754276,109162230
2016,91755316,109162247
2016,91755769,109162254
2016,91758583,109162291
2016,91760988,109162332
2016,91751385,109816078
2016,91754463,109816120
2016,91758217,109816186
2016,97063791,110702932
2016,97063769,110702923
2016,97063828,110702984
2016,97063938,110703086
2016,97063938,110703088
2016,97064069,110703217
2016,97064064,110703217
2016,97064216,110703386
2016,97064220,110703386
2016,97064237,110703409
2016,97064303,110703474
2016,97064345,110703505
2016,97064349,110703505
2016,97064480,110703641
2016,97064493,110703656
2016,97064770,110703956
2016,97064784,110703964
2016,97064782,110703965
2016,97064782,110703963
2016,97064926,110704098
2016,97065132,110704320
2016,91764877,105193884
2016,91764898,105193901
2016,91764901,105193903
2016,91764936,105193932
2016,91759810,109255909
2016,91756723,109162262
2016,91759748,109162302
2016,91760319,109162311
2016,91760863,109162328
2016,91755979,105186281
2016,91757231,105187379
2016,91757247,105187391
2016,91758511,105188454
2016,91758515,105188458
2016,91758520,105188462
2016,91758521,105188462
2016,91758522,105188462
2016,91758563,105188501
2016,91759812,105189565
2016,91759817,105189570
2016,91759823,105189575
2016,91759825,105189576
2016,91759826,105189576
2016,91759836,105189585
2016,91759871,105189615
2016,91759884,105189623
2016,91761151,105190691
2016,91761160,105190699
2016,91761168,105190704
2016,91761173,105190711
2016,91761182,105190718
2016,91761184,105190720
2016,91761194,105190726
2016,91761206,105190735
2016,91762393,105191787
2016,91762420,105191809
2016,91762449,105191839
2016,91763692,105192910
2016,91763696,105192915
2016,91763701,105192919
2016,91763705,105192923
2016,91763707,105192925
