bias_id,offense_id
21,87273079
21,87274233
21,87274234
21,87274223
21,87278681
21,87278682
21,87269350
21,87278683
21,87274927
21,87269351
21,87273048
21,87275436
21,87273054
21,87278679
21,87274222
21,87278680
21,87274941
21,87275462
21,87275463
21,87275464
21,87275465
21,87273065
21,87273066
21,87275006
21,87275466
21,87275007
21,87275467
21,87274942
21,87274943
21,87278696
21,87278697
21,87272970
21,87274944
21,87277080
21,87277082
21,87275469
21,87274938
21,87274939
21,87277075
21,87272966
21,87275461
21,87278695
21,87274940
21,87275004
21,87277076
21,87277077
21,87272968
21,87275005
21,87277078
21,87272969
21,87277079
21,87278704
21,87278705
21,87277099
21,87277100
21,87278700
21,87278701
21,87278702
21,87278703
21,87273082
21,87277093
21,87277094
21,87282436
21,87275019
21,87275016
21,87275017
21,87275018
21,87282435
21,87277091
21,87273080
21,87273081
21,87277092
21,87275008
21,87275468
21,87275009
21,87275010
21,87278698
21,87274945
21,87277081
21,87275011
21,87274946
21,87274947
21,87277083
21,87277084
21,87272972
21,87275470
21,87272973
21,87272974
21,87275012
21,87275471
21,87274948
21,87275438
21,87275439
21,87269353
21,87274232
21,87277062
21,87269354
21,87277074
21,87274231
21,87273055
21,87273056
21,87277061
21,87274951
21,87274929
21,87277063
21,87275440
21,87274236
21,87275441
21,87274930
21,87277064
21,87275442
21,87275443
21,87275444
21,87269355
21,87269356
21,87278686
21,87278687
21,87277065
21,87275448
21,87275449
21,87274235
21,87269357
21,87273057
21,87274238
21,87278688
21,87278689
21,87274931
21,87275445
21,87275446
21,87274932
21,87274933
21,87269358
21,87272952
21,87272953
21,87272954
21,87272955
21,87273058
21,87274239
21,87274240
21,87274241
21,87275447
21,87278690
21,87275450
21,87275451
21,87274242
21,87275452
21,87275453
21,87277066
21,87275454
21,87275455
21,87275456
21,87277067
21,87272971
21,87272978
21,87278708
21,87277097
21,87277098
21,87278706
21,87278707
21,87274950
21,87277095
21,87277096
21,87273083
21,87273084
21,87273067
21,87273068
21,87273069
21,87272960
21,87278693
21,87275000
21,87275458
21,87275002
21,87275003
21,87277072
21,87272961
21,87272962
21,87278694
21,87275459
21,87273062
21,87277073
21,87273063
21,87273064
21,87272963
21,87272964
21,87272965
21,87272967
21,87275013
21,87275472
21,87275473
21,87277085
21,87273070
21,87273071
21,87275474
21,87273072
21,87273073
21,87273074
21,87277086
21,87277087
21,87278699
21,87274949
21,87272975
21,87275014
21,87275475
21,87282428
21,87275015
21,87277088
21,87277089
21,87282429
21,87273075
21,87272977
21,87282430
21,87277090
21,87273076
21,87273077
21,87282431
21,87282432
21,87272976
21,87282433
21,87282434
21,87273078
21,87278691
21,87273059
21,87273060
21,87277068
21,87274934
21,87272956
21,87272957
21,87272958
21,87274935
21,87272959
21,87273061
21,87278692
21,87274936
21,87274937
21,87275457
21,87277069
21,87277070
21,87277071
21,87275001
21,87278709
21,87274237
21,87275460
21,87277058
21,87278684
21,87278685
21,87273049
21,87275437
21,87277059
21,87277060
21,87274224
21,87273050
21,87273051
21,87273052
21,87273053
21,87274225
21,87274226
21,87274227
21,87274928
21,87274228
21,87274229
21,87269352
21,87274230
21,87282437
21,87282438
21,87272979
21,87282439
21,87272980
21,87278710
21,87282440
21,87278711
21,87275023
21,87273087
21,87275020
21,87275021
21,87275022
21,87273088
21,87282443
21,87273085
21,87278712
21,87274952
21,87274953
21,87277101
21,87277102
21,87273744
21,87273086
21,87274955
21,87273745
21,87282444
21,87277104
21,87277103
21,87274954
21,87272981
21,87273741
21,87273742
21,87282441
21,87282442
21,87273743
21,87277116
21,87273098
21,87277119
21,87273099
21,87273753
21,87282456
21,87274968
21,87274969
21,87278723
21,87278724
21,87278725
21,87277121
21,87274970
21,87273100
21,87282457
21,87273754
21,87278726
21,87274971
21,87278727
21,87278728
21,87274972
21,87275026
21,87275027
21,87275029
21,87273755
21,87277122
21,87282451
21,87282452
21,87282453
21,87273097
21,87275025
21,87282455
21,87273752
21,87278722
21,87273101
21,87282458
21,87278729
21,87278730
21,87273102
21,87278731
21,87278732
21,87282459
21,87274973
21,87273757
21,87273758
21,87273103
21,87273104
21,87273105
21,87277862
21,87282460
21,87282461
21,87274974
21,87282067
21,87277940
21,87277943
21,87282060
21,87273836
21,87273837
21,87273838
21,87277930
21,87283300
21,87287515
21,87277931
21,87283301
21,87273839
21,87273840
21,87277932
21,87277933
21,87281830
21,87281831
21,87287516
21,87273841
21,87283302
21,87283303
21,87277934
21,87277935
21,87281833
21,87282061
21,87273842
21,87282062
21,87281834
21,87273844
21,87277936
21,87283304
21,87283305
21,87282063
21,87273845
21,87273846
21,87287517
21,87282065
21,87282066
21,87287518
21,87277937
21,87277938
21,87283306
21,87281835
21,87281836
21,87287519
21,87283718
21,87281837
21,87281838
21,87273849
21,87273850
21,87273851
21,87287520
21,87287521
21,87273852
21,87273853
21,87274989
21,87274990
21,87277894
21,87274980
21,87273767
21,87275030
21,87273759
21,87275031
21,87282462
21,87277863
21,87282463
21,87275032
21,87273106
21,87274975
2,87273760
21,87277864
21,87282464
21,87277865
21,87278733
21,87278734
21,87274976
21,87277866
21,87277867
21,87282465
21,87274977
21,87282466
21,87282467
21,87282468
21,87278735
21,87275033
21,87275034
21,87273761
21,87277868
21,87273762
21,87273107
21,87275035
21,87275036
21,87282469
21,87282470
21,87282471
21,87277869
21,87273108
21,87278736
21,87278737
21,87282472
21,87274978
21,87273109
21,87282473
21,87282474
21,87282475
21,87277870
21,87278738
21,87274979
21,87282476
21,87282477
21,87277871
21,87278739
21,87278740
21,87282479
21,87279499
21,87275046
21,87274984
21,87273885
21,87273868
21,87273766
21,87273869
21,87273870
21,87273871
21,87277873
21,87277874
21,87275037
21,87273872
21,87273873
21,87277875
21,87279491
21,87279492
21,87277876
21,87277872
21,87282478
21,87279490
21,87273764
21,87273765
21,87279493
21,87275038
21,87274981
21,87273768
21,87273874
21,87275039
21,87275040
21,87279494
21,87279495
21,87274982
21,87273875
21,87273769
21,87277877
21,87277878
21,87273770
21,87275041
21,87277879
21,87279496
21,87279497
21,87273771
21,87279498
21,87274983
21,87275042
21,87275043
21,87282480
21,87279500
21,87273772
21,87275044
21,87279501
21,87279502
21,87279503
21,87277880
21,87273773
21,87275045
21,87277961
21,87277915
21,87275087
21,87273823
21,87275088
21,87277916
21,87275089
21,87277917
21,87281820
21,87281821
21,87275090
21,87275091
21,87283707
21,87277918
21,87275092
21,87275093
21,87283708
21,87275094
21,87275095
21,87275096
21,87273824
21,87283709
21,87277919
21,87277920
21,87273825
21,87283291
21,87277921
21,87283710
21,87275097
21,87281822
21,87283292
21,87273826
21,87273827
21,87277922
21,87277923
21,87283293
21,87273828
21,87283294
21,87277924
21,87273829
21,87273830
21,92662262
21,87283711
21,87281823
21,87279539
21,87287501
21,87275098
21,87277925
21,87281824
21,87287503
21,87287504
21,87287505
21,87287506
21,87287507
21,87287508
21,87287509
21,87277926
21,87277927
21,87273831
21,87275099
21,87275100
21,87283712
21,87273832
21,87275101
21,87275102
21,87287510
21,87273833
21,87275103
21,87275104
21,87281825
21,87281826
21,87281827
21,87281828
21,87281829
21,87283713
21,87283714
21,87287511
21,87275105
21,87283715
21,87283716
21,87283295
21,87273834
21,87275106
21,87277929
21,87283717
21,87283296
21,87275107
21,87283297
21,87275108
21,87287512
21,87287513
21,87287514
21,87283298
21,87283299
21,87281832
21,87273847
21,87282064
21,87273848
21,92661176
21,87277890
21,87277891
21,87273793
21,87283683
21,87283684
21,87275066
21,87275067
21,87279523
21,87283686
21,87279526
21,87273891
21,87273892
21,87281856
21,87282091
21,87277883
21,87273884
21,87279519
21,87279520
21,87275054
21,87275056
21,87275057
21,87273784
21,87273785
21,87273786
21,87273787
21,87275058
21,87279521
21,87273886
21,87283676
21,87277884
21,87283677
21,87283678
21,87283256
21,87273788
21,87277885
21,87275059
21,87275060
21,87275061
21,87283257
21,87277886
21,87279522
21,87277887
21,87273889
21,87275064
21,87273890
21,87277888
21,87273789
21,87275065
21,87277889
21,87273790
21,87273791
21,87273792
21,87281802
21,87281803
21,87283268
21,87281804
21,87273817
21,87277911
21,87279534
21,87279535
21,87283703
21,87273818
21,87273819
21,87275084
21,87283285
21,87277912
21,87283286
21,87283287
21,87283288
21,87283289
21,87281817
21,87275085
21,87283290
21,87277913
21,87277914
21,87283704
21,87283705
21,87283706
21,87281818
21,87275086
21,87273821
21,87281819
21,87273822
21,87279536
21,87279537
21,87279538
21,87287502
21,87283270
21,87283271
21,87275078
21,87283274
21,87281805
21,87281806
21,87277898
21,87277899
21,87283275
21,87279530
21,87279531
21,87281808
21,87281809
21,87281810
21,87277900
21,87283697
21,87277901
21,87281813
21,87275079
21,87281814
21,87283698
21,87277902
21,87273810
21,87275081
21,87277903
21,87277904
21,87277905
21,87277906
21,87277907
21,87283699
21,87283278
21,87283279
21,87283280
21,87275082
21,87283700
21,87275083
21,87281815
21,87281816
21,87273811
21,87273812
21,87273813
21,87283281
21,87283282
21,87283701
21,87277908
21,87273814
21,87277909
21,87277910
21,87283702
21,87279532
21,87279533
21,87273815
21,87273816
21,87283283
21,87283284
21,87281855
21,87277928
21,87273835
21,87273843
21,87283719
21,87281839
21,87277105
21,87277106
21,87277107
21,87277108
21,87273746
21,87282445
21,87274956
21,87278713
21,87282446
21,87274957
21,87274958
21,87277109
21,87277110
21,87274959
21,87274960
21,87273089
21,87282447
21,87274961
21,87273090
21,87274962
21,87282448
21,87278714
21,87273747
21,87273748
21,87278715
21,87274963
21,87273091
21,87273092
21,87273093
21,87274964
21,87278716
21,87278717
21,87278718
21,87278719
21,87277111
21,87277112
21,87277113
21,87277114
21,87282449
21,87274965
21,87273749
21,87278720
21,87278721
21,87273750
21,87273094
21,87274966
21,87277115
21,87273095
21,87275024
21,87273751
21,87282450
21,87274967
21,87273096
21,87282454
21,87277117
21,87277118
21,87277120
21,87275028
21,87273756
21,87277123
21,87273763
