"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2018,7851150,4530,1,2018,"I",,"Y","G","C","2018_01_ID0010000_NIBRS",50577452,0
2018,7851149,4530,2,2018,"I",,"Y","G","C","2018_02_ID0010000_NIBRS",50571104,0
2018,7885983,4530,3,2018,"I",,"Y","G","C","2018_03_ID0010000_NIBRS",50581625,0
2018,7921984,4530,4,2018,"I",,"Y","G","C","2018_04_ID0010000_NIBRS",50571175,0
2018,7921982,4530,5,2018,"I",,"Y","G","C","2018_05_ID0010000_NIBRS",50581715,0
2018,8249932,4530,6,2018,"I",01-JUN-06,"Y","F","C","2018_06_ID0010000_NIBRS",50581729,0
2018,8252298,4530,7,2018,"I",,"Y","G","C","2018_07_ID0010000_NIBRS",50577521,0
2018,8421702,4530,8,2018,"I",16-JAN-19,"Y","F","C","2018_08_ID0010000_NIBRS",50577525,0
2018,8421859,4530,9,2018,"I",16-JAN-19,"Y","F","C","2018_09_ID0010000_NIBRS",50571236,0
2018,8642594,4530,10,2018,"I",19-FEB-19,"Y","F","C","2018_10_ID0010000_NIBRS",50581856,0
2018,8642595,4530,11,2018,"I",19-FEB-19,"Y","F","C","2018_11_ID0010000_NIBRS",50581883,0
2018,8665886,4530,12,2018,"I",22-FEB-19,"Y","F","C","2018_12_ID0010000_NIBRS",50571343,0
2018,7881907,4531,1,2018,"I",01-JAN-01,"Y","F","C","2018_01_ID0010100_NIBRS",50571300,0
2018,7885981,4531,2,2018,"I",,"Y","G","C","2018_02_ID0010100_NIBRS",50571321,0
2018,7921983,4531,3,2018,"I",,"Y","G","C","2018_03_ID0010100_NIBRS",50581962,0
2018,7961781,4531,4,2018,"I",,"Y","G","C","2018_04_ID0010100_NIBRS",50582028,0
2018,8249939,4531,5,2018,"I",01-MAY-05,"Y","F","C","2018_05_ID0010100_NIBRS",50582111,0
2018,8251962,4531,6,2018,"I",01-JUN-06,"Y","F","C","2018_06_ID0010100_NIBRS",50571440,0
2018,8251963,4531,7,2018,"I",01-JUL-07,"Y","F","C","2018_07_ID0010100_NIBRS",50582145,0
2018,8420832,4531,8,2018,"I",16-JAN-19,"Y","F","C","2018_08_ID0010100_NIBRS",50586532,0
2018,8421705,4531,9,2018,"I",16-JAN-19,"Y","F","C","2018_09_ID0010100_NIBRS",50586577,0
2018,8425552,4531,10,2018,"I",16-JAN-19,"Y","F","C","2018_10_ID0010100_NIBRS",50582311,0
2018,8425556,4531,11,2018,"I",16-JAN-19,"Y","F","C","2018_11_ID0010100_NIBRS",50577783,0
2018,8642607,4531,12,2018,"I",19-FEB-19,"Y","F","C","2018_12_ID0010100_NIBRS",50586805,0
2018,7849090,4533,1,2018,"I",01-JAN-01,"Y","F","C","2018_01_ID0010300_NIBRS",50580311,0
