"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2018,12,109627034,8.32,1,10210057
2018,4,109627034,2.81,1,10213558
2018,5,109630036,29,1,10213579
2018,5,109623345,1.5,1,10213603
2018,4,109627097,1,9,10217346
2018,5,109623426,4.4,1,10210158
2018,5,103520877,1,11,9069694
2018,16,103520991,1,9,9069733
2018,5,103520991,1,9,9069732
2018,5,103521884,1,9,9069888
2018,8,103522188,22,9,9069942
2018,12,103522188,6,9,9069943
2018,5,103522993,6,1,9070069
2018,12,109632056,0.01,1,10214334
2018,5,109632161,3.81,1,10210828
2018,17,109639414,,,10218046
2018,7,109632202,13,9,10210840
2018,4,109632202,8.8,1,10214386
2018,17,109632202,14.6,1,10210841
2018,5,109632584,2.7,1,10218150
2018,5,109640061,1.7,1,10218151
2018,5,109640109,0.1,1,10210890
2018,5,109636707,4,1,10210903
2018,5,109632848,3,1,10214497
2018,5,109636739,4,1,10214503
2018,4,109636739,1.2,1,10218192
2018,18,109636739,,,10218193
2018,1,109640612,0.3,1,10214509
2018,4,109636756,0.15,1,10214532
2018,5,109640637,52,1,10218219
2018,2,109632885,0.84,1,10210962
2018,5,109632893,6,1,10210967
2018,12,109640665,6.7,1,10218249
2018,17,109632906,4,9,10210981
2018,5,109632906,0.5,1,10210980
2018,4,109632908,0.4,1,10210982
2018,5,109632920,3,1,10210995
2018,17,109640710,1,1,10218286
2018,17,109640748,0.01,1,10214652
2018,5,109640755,6,1,10211023
2018,1,109640787,3,1,10218373
2018,5,109636893,34,1,10214691
2018,2,109636898,5,1,10214700
2018,5,109633055,5,1,10211089
2018,4,109633203,0.1,1,10211121
2018,1,109633203,0.25,1,10211120
2018,5,109633219,1,1,10214781
2018,5,109633229,9,1,10211128
2018,15,109633372,4,9,10211163
2018,2,109633372,1,1,10211161
2018,5,109633372,5.8,1,10211162
2018,5,109637425,74.44,1,10211168
2018,2,109637425,3.27,1,10211167
2018,5,109637638,2.9,1,10214869
2018,5,109633563,1.73,1,10218597
2018,11,109633563,1,1,10214876
2018,12,103464675,1,1,9060286
2018,5,103465542,2,1,9060511
2018,5,103473131,1,11,9061590
2018,5,103473169,3,9,9061594
2018,5,103474404,0.24,1,9061862
2018,12,103477976,1,11,9062701
2018,17,103477976,1,11,9062700
2018,5,103478402,1,11,9062748
2018,5,103480000,1,11,9062892
2018,5,103480087,1,11,9062904
2018,5,103480415,1,11,9062948
