"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2018,3,127420196
2018,6,127425038
2018,2,127420235
2018,8,127420260
2018,6,127420344
2018,8,127415433
2018,6,127415518
2018,6,127415703
2018,3,127415829
2018,8,127425592
2018,6,127425593
2018,6,127425709
2018,6,127425711
2018,9,127420915
2018,9,127426087
2018,9,127426137
2018,6,127436231
2018,6,127426422
2018,6,127436232
2018,6,127426431
2018,9,127426756
2018,9,127431559
2018,11,127431611
2018,9,127426846
2018,9,127426874
2018,3,127436687
2018,3,127436686
2018,9,127431802
2018,6,127431840
2018,6,127427090
2018,6,127437002
2018,3,127437091
2018,3,127437089
2018,9,127437191
2018,6,127437243
2018,9,127432248
2018,9,127428255
2018,6,127438181
2018,6,127433045
2018,6,127433046
2018,9,127433079
2018,9,127438339
2018,9,127428621
2018,9,127428643
2018,6,127438839
2018,9,127438973
2018,9,127433723
2018,9,127429140
2018,6,127439036
2018,9,127439054
2018,9,127429329
2018,6,127429338
2018,9,127433901
2018,9,127429408
2018,3,127439339
2018,3,127439347
2018,9,127439377
2018,6,127439410
2018,9,127429560
2018,9,127429569
2018,9,127429582
2018,6,127439457
2018,9,127434124
2018,6,127434127
2018,9,127439520
2018,3,127429671
2018,6,127434268
2018,9,127429713
2018,9,127439643
2018,9,127434321
2018,6,127439768
2018,9,127430205
2018,9,127440452
2018,9,127435192
2018,9,127435205
2018,9,127430597
2018,9,127430646
2018,9,127440567
2018,9,127430874
2018,9,127435542
2018,6,127443118
2018,9,127452659
2018,9,127448366
2018,3,127448559
2018,9,127448795
2018,6,127443632
2018,9,127448817
2018,9,127453206
2018,9,127449068
2018,6,127443900
2018,9,127449100
2018,4,127449260
2018,8,127444098
2018,6,127444098
2018,9,127444188
2018,9,127454093
2018,10,127450461
2018,6,127450468
2018,9,127450485
2018,6,127450622
2018,5,127445132
2018,6,127450637
2018,9,127445148
2018,2,127450655
2018,9,127450691
2018,9,127445174
2018,9,127450703
2018,9,127450705
2018,9,127450711
2018,9,127450714
2018,9,127450721
2018,9,127450729
2018,9,127450754
2018,9,127450764
2018,5,127445209
2018,9,127450770
2018,1,127450782
2018,6,127450810
2018,6,127445265
2018,9,127450899
2018,9,127450917
2018,9,127450915
2018,6,127451004
2018,9,127451006
2018,9,127451007
2018,9,127451011
2018,9,127451013
2018,9,127451025
2018,9,127451028
2018,9,127451038
2018,9,127451042
2018,9,127451044
2018,9,127451050
2018,9,127451072
2018,9,127445327
2018,9,127451103
2018,9,127451106
2018,9,127451119
2018,9,127451132
2018,9,127456143
2018,9,127456162
2018,9,127456169
2018,9,127454708
2018,9,127456194
2018,9,127445365
2018,9,127456206
2018,9,127456207
2018,9,127454830
2018,9,127454871
2018,9,127456231
2018,9,127454924
2018,9,127454927
2018,6,127456235
2018,9,127456236
2018,9,127456237
2018,9,127456244
2018,9,127456246
2018,9,127456257
2018,9,127456261
2018,6,127456278
2018,9,127457742
2018,9,127457839
2018,9,125533987
2018,9,125533991
2018,9,125533992
2018,9,125534007
2018,9,125542329
2018,9,125534008
2018,9,125542339
2018,9,125534013
2018,9,125534025
2018,9,125534027
2018,9,125534058
2018,9,125534062
2018,9,125542392
2018,9,125534071
2018,9,125534075
2018,9,125534106
2018,9,125542476
2018,9,125534150
2018,9,125534153
2018,3,125543093
2018,6,125534692
2018,6,125538904
2018,9,125534778
2018,9,125543155
2018,6,125534792
2018,9,125538941
2018,6,125543280
2018,6,125534977
