"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,6,123979264
2017,8,123979264
2017,9,117752004
2017,9,117752039
2017,6,117752067
2017,6,117752072
2017,6,117752095
2017,6,117752099
2017,6,123979265
2017,8,123979265
2017,9,117752140
2017,6,117752151
2017,9,117752150
2017,9,117752207
2017,9,117752225
2017,6,117752238
2017,6,117752236
2017,8,117752236
2017,6,117752231
2017,8,117752231
2017,9,117752288
2017,9,117752297
2017,9,117752299
2017,6,117752347
2017,9,117752080
2017,9,117752401
2017,9,117752426
2017,6,117752408
2017,8,117752408
2017,6,117752423
2017,8,117752423
2017,6,117752418
2017,8,117752418
2017,9,117752443
2017,9,117752444
2017,9,117752415
2017,6,117752562
2017,8,117752562
2017,6,117752567
2017,8,117752567
2017,9,117752590
2017,9,117752600
2017,6,117752659
2017,9,117752825
2017,4,117752824
2017,4,117752815
2017,4,117752818
2017,9,117753032
2017,9,117753034
2017,9,117753071
2017,6,117753078
2017,8,117753078
2017,9,117753088
2017,6,117753092
2017,9,117753119
2017,1,117753152
2017,6,117753152
2017,8,117753152
2017,9,117753187
2017,9,117753186
2017,5,117753212
2017,8,117753208
2017,6,117756206
2017,8,117756206
2017,6,117756346
2017,6,117756344
2017,8,117756355
2017,6,117756355
2017,8,117756351
2017,6,117756351
2017,6,117756387
2017,8,117756387
2017,6,117756396
2017,8,117756396
2017,9,117694272
2017,6,117694439
2017,8,117694439
2017,6,117694471
2017,9,117694531
2017,9,117694752
2017,9,117694783
2017,6,117694930
2017,9,117694944
2017,6,117694980
2017,6,117695016
2017,6,117695014
2017,6,117695013
2017,6,117695028
2017,7,117695028
2017,8,117695028
2017,6,117695046
2017,6,117695047
2017,9,117695103
2017,6,117695127
2017,9,117695164
2017,9,117695193
2017,6,117695191
2017,6,117695190
2017,9,117695248
2017,9,117695255
2017,9,117695265
2017,6,117695267
2017,3,117695298
2017,10,117695339
2017,9,117695368
2017,9,117695433
2017,9,117695527
2017,9,117695565
2017,9,117695584
2017,9,117695606
2017,9,117695759
2017,9,117695820
2017,9,117695881
2017,9,117695934
2017,9,117695970
2017,9,117695964
2017,6,117696114
2017,9,117696191
2017,9,117696192
2017,1,117696205
2017,8,117696236
2017,8,117696239
2017,9,117696267
2017,9,117696514
2017,9,117696640
2017,6,117696656
2017,6,117696655
2017,9,117696945
2017,9,117696967
2017,6,117697009
2017,6,117697007
2017,6,117697033
2017,6,117697038
2017,9,117697155
2017,9,117697334
2017,9,117697346
2017,6,117697400
2017,6,117697399
2017,3,117697373
2017,6,117697373
2017,3,117697378
2017,6,117697378
2017,1,117697506
2017,9,117697534
2017,6,117697565
2017,6,117698194
2017,6,117698236
2017,6,117698237
2017,3,117698370
2017,8,117699105
2017,6,117699233
2017,6,117699236
2017,6,117699260
2017,6,117699257
2017,6,117699846
2017,1,117699846
2017,3,117699846
2017,6,117700049
2017,6,117700094
2017,6,117700203
2017,6,117700709
2017,5,117700788
2017,6,117701218
2017,8,117701218
2017,6,117701214
2017,8,117701214
2017,6,117701310
2017,8,117701310
2017,6,117701329
2017,8,117701329
2017,6,117701327
2017,8,117701327
2017,6,117701415
2017,8,117701415
2017,9,117701638
2017,9,117701737
2017,9,117701849
2017,6,117701941
2017,6,117701939
2017,8,117701939
2017,6,117695623
2017,6,117695618
2017,9,117695756
2017,6,117695819
2017,6,117695818
2017,9,117695889
2017,9,117695904
2017,8,117696048
2017,9,117696277
