"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2017,97746336,89484470,1,8,,,,,,"",,,"",,
2017,97746369,89484499,1,4,,,,5,31,"F",1,2,"R",31,0
2017,97746401,89484531,1,4,,,,5,37,"M",1,2,"R",37,0
2017,97746666,89484762,1,8,,,,,,"",,,"",,
2017,97746690,89484783,1,4,,,,5,44,"M",1,2,"R",44,0
2017,97746898,89484976,1,4,,,,5,29,"F",1,2,"N",29,0
2017,97746974,89485041,1,4,,,,5,9,"M",1,2,"R",9,0
2017,97747100,89485143,1,4,,,,5,37,"M",0,3,"N",37,0
2017,97747134,89485173,1,4,,,,5,19,"F",1,2,"R",19,0
2017,97747184,89485215,1,4,,,,5,27,"F",1,2,"N",27,0
2017,97747387,89485402,1,4,,,,5,69,"M",1,2,"R",69,0
2017,97747468,89485470,2,8,,,,,,"",,,"",,
2017,97747563,89485556,1,1,,,,,,"",,,"",,
2017,97747596,89485592,1,4,,,,5,37,"M",1,2,"R",37,0
2017,97747754,89485725,1,4,,,,5,36,"F",0,3,"R",36,0
2017,97747822,89485779,1,8,,,,,,"",,,"",,
2017,97747956,89485904,1,4,,,,5,46,"F",1,2,"N",46,0
2017,97748069,89486007,1,4,,,,5,27,"F",1,1,"R",27,0
2017,97748224,89486144,1,4,,,,5,57,"M",1,2,"R",57,0
2017,97748269,89486183,1,1,,,,,,"",,,"",,
2017,97748289,89486202,1,4,,,,5,55,"M",1,2,"R",55,0
2017,97748378,89486273,1,8,,,,,,"",,,"",,
2017,97748617,89486470,1,4,,,,5,20,"F",1,2,"U",20,0
2017,97749632,89487335,1,1,,,,,,"",,,"",,
2017,97750521,89488130,1,8,,,,,,"",,,"",,
2017,97750587,89488188,1,4,,,,5,15,"F",1,2,"U",15,0
2017,97750710,89488290,2,4,,,,5,62,"M",1,2,"U",62,0
2017,97750706,89488290,1,4,,,,5,48,"M",1,1,"U",48,0
2017,97750753,89488327,1,8,,,,,,"",,,"",,
2017,97750826,89488397,2,4,,,,5,30,"F",1,2,"U",30,0
2017,97750822,89488397,1,4,,,,5,27,"F",1,3,"U",27,0
2017,97751008,89488551,1,4,,,,5,40,"M",1,2,"N",40,0
2017,97751076,89488629,1,2,,,,,,"",,,"",,
2017,97731866,89471805,3,4,,,,5,12,"M",1,2,"N",12,0
2017,97731854,89471805,1,4,,,,5,11,"M",1,2,"N",11,0
2017,97731860,89471805,2,4,,,,5,8,"M",1,2,"R",8,0
2017,97731905,89471843,1,4,,,,5,21,"M",1,2,"R",18,25
2017,97731947,89471882,1,4,,,,5,42,"F",1,2,"R",42,0
2017,97732254,89472142,1,1,,,,,,"",,,"",,
2017,97733557,89473288,1,4,,,,5,75,"M",1,2,"R",75,0
2017,97733748,89473452,1,1,,,,,,"",,,"",,
2017,97733798,89473502,1,8,,,,,,"",,,"",,
2017,97733975,89473659,1,8,,,,,,"",,,"",,
2017,97734152,89473798,2,4,,,,5,27,"F",1,2,"R",27,0
2017,97734149,89473798,1,4,,,,5,34,"M",1,1,"R",34,0
2017,97734230,89473869,1,1,,,,,,"",,,"",,
2017,97734563,89474172,1,4,,,,5,22,"M",1,2,"R",22,0
2017,97734413,89474033,1,8,,,,,,"",,,"",,
2017,97734566,89474172,2,4,,,,5,20,"F",1,2,"R",20,0
2017,97735130,89474643,1,4,,,,5,73,"F",1,2,"R",73,0
2017,97735135,89474643,2,4,,,,5,70,"F",1,2,"R",70,0
2017,97735366,89474853,1,4,,,,5,54,"F",1,2,"N",54,0
2017,97735508,89474982,1,4,,,,5,51,"F",1,2,"R",51,0
2017,97735768,89475220,1,4,,,,5,48,"M",0,3,"R",48,0
2017,97737638,89476872,1,8,,,,,,"",,,"",,
2017,97737648,89476882,1,1,,,,,,"",,,"",,
2017,97737726,89476951,1,8,,,,,,"",,,"",,
2017,97737932,89477129,1,8,,,,,,"",,,"",,
2017,97738327,89477479,1,4,,,,5,28,"F",1,2,"R",28,0
2017,97738649,89477773,1,1,,,,,,"",,,"",,
2017,97739352,89478368,1,4,,,,5,31,"U",0,3,"R",31,0
2017,97739366,89478381,1,1,,,,,,"",,,"",,
2017,97739386,89478398,1,4,,,,5,34,"M",1,2,"U",18,50
2017,97739426,89478432,1,4,,,,5,51,"F",1,2,"R",51,0
2017,97731724,89471687,1,1,,,,,,"",,,"",,
2017,97731874,89471815,1,4,,,,5,43,"M",1,2,"R",43,0
2017,97731890,89471830,1,4,,,,5,13,"M",1,2,"R",13,0
2017,97731980,89471913,1,4,,,,5,20,"M",0,3,"R",20,0
2017,97731973,89471905,1,4,,,,5,33,"M",1,2,"R",33,0
2017,97732082,89472003,1,4,,,,5,63,"M",1,2,"R",63,0
2017,97732197,89472096,1,1,,,,,,"",,,"",,
2017,97732229,89472122,1,4,,,,5,56,"M",1,2,"R",56,0
2017,97733549,89473278,1,4,,,,5,75,"M",1,3,"U",75,0
2017,97733808,89473512,1,4,,,,5,3,"F",1,2,"R",3,0
2017,97733850,89473546,1,8,,,,,,"",,,"",,
2017,97733994,89473674,1,4,,,,5,26,"M",1,2,"R",26,0
2017,97734052,89473718,1,4,,,,5,19,"F",1,2,"R",19,0
2017,97734081,89473744,1,1,,,,,,"",,,"",,
2017,97734086,89473763,3,4,,,,5,4,"M",1,2,"R",4,0
2017,97734107,89473763,5,4,,,,3,,"F",1,2,"R",,
2017,97734074,89473763,1,4,,,,5,30,"F",1,3,"R",30,0
2017,97734098,89473763,4,4,,,,3,,"M",1,2,"R",,
2017,97734079,89473763,2,4,,,,5,6,"F",1,2,"R",6,0
2017,97734174,89473819,1,4,,,,5,22,"F",1,2,"N",22,0
2017,97743245,89481782,1,4,,,,5,37,"F",4,2,"R",37,0
2017,97743268,89481803,2,4,,,,5,10,"F",0,3,"R",10,0
2017,97743265,89481803,1,4,,,,5,48,"M",0,3,"R",48,0
2017,97743276,89481811,1,4,,,,5,54,"M",1,2,"R",54,0
2017,97743306,89481839,1,1,,,,,,"",,,"",,
2017,97743322,89481854,1,8,,,,,,"",,,"",,
2017,97743354,89481884,1,4,,,,5,24,"M",1,1,"R",24,0
2017,97743376,89481902,1,4,,,,5,36,"M",0,3,"R",36,0
2017,97743427,89481952,1,4,,,,5,21,"F",1,2,"R",21,0
2017,97743430,89481954,1,4,,,,5,34,"M",0,3,"R",34,0
2017,97743465,89481986,1,7,,,,,,"",,,"",,
2017,97743475,89481995,2,4,,,,5,36,"M",1,2,"R",36,0
2017,97743472,89481995,1,4,,,,5,35,"F",1,2,"N",35,0
2017,97743476,89481995,3,4,,,,5,42,"F",1,2,"N",42,0
2017,97743514,89482027,1,4,,,,5,26,"F",0,3,"R",26,0
2017,97743540,89482051,1,4,,,,5,32,"M",0,3,"R",32,0
2017,97743554,89482065,1,4,,,,5,31,"M",1,2,"R",31,0
2017,97743632,89482138,1,3,,,,,,"",,,"",,
2017,97743647,89482149,1,8,,,,,,"",,,"",,
2017,97743698,89482196,1,4,,,,5,19,"F",1,1,"R",19,0
2017,97743774,89482265,1,1,,,,,,"",,,"",,
2017,97743783,89482274,1,3,,,,,,"",,,"",,
2017,97743862,89482351,1,5,3,1,,5,49,"M",1,2,"R",49,0
2017,97743874,89482365,1,1,,,,,,"",,,"",,
2017,97744096,89482553,1,8,,,,,,"",,,"",,
2017,97744980,89483308,1,4,,,,5,28,"F",0,3,"N",28,0
2017,97745016,89483343,1,4,,,,5,18,"M",1,2,"R",18,0
2017,97745219,89483505,1,4,,,,5,15,"F",1,2,"R",15,0
2017,97745239,89483523,1,4,,,,5,40,"F",1,2,"R",40,0
2017,97745278,89483555,1,1,,,,,,"",,,"",,
2017,97745487,89483734,1,1,,,,,,"",,,"",,
2017,97745511,89483757,1,1,,,,,,"",,,"",,
2017,97746049,89484236,1,2,,,,,,"",,,"",,
2017,97746051,89484236,2,4,,,,5,33,"F",1,2,"N",33,0
2017,97747055,89485108,1,1,,,,,,"",,,"",,
2017,97747092,89485136,1,4,,,,5,18,"M",0,3,"R",18,0
2017,97747148,89485187,1,4,,,,5,30,"F",1,2,"R",30,0
2017,97747551,89485544,1,1,,,,,,"",,,"",,
2017,97747656,89485643,1,4,,,,5,35,"M",1,2,"R",35,0
2017,97747802,89485771,1,4,,,,5,44,"F",1,2,"R",44,0
2017,97747814,89485771,2,4,,,,5,13,"M",1,2,"R",13,0
2017,97747830,89485787,1,8,,,,,,"",,,"",,
2017,97747959,89485906,1,1,,,,,,"",,,"",,
2017,97748088,89486026,1,4,,,,5,59,"M",0,3,"N",59,0
2017,97748230,89486147,2,1,,,,,,"",,,"",,
2017,97748226,89486147,1,4,,,,5,44,"F",1,2,"R",44,0
2017,97748279,89486193,1,4,,,,5,21,"F",1,1,"R",21,0
2017,97748580,89486437,1,4,,,,5,30,"F",1,2,"N",30,0
2017,97748632,89486483,1,4,,,,5,12,"M",1,2,"U",12,0
2017,97748756,89486591,1,4,,,,5,43,"M",1,1,"U",43,0
2017,97750719,89488300,1,4,,,,5,49,"F",1,2,"U",49,0
2017,97750780,89488354,1,8,,,,,,"",,,"",,
2017,97751014,89488561,2,8,,,,,,"",,,"",,
2017,97751100,89488627,1,4,,,,5,58,"F",1,2,"N",58,0
