"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2016,90875076,93893562,1,27466433
2016,90873130,93891660,1,27466434
2016,90874068,93892598,1,27466438
2016,90874111,93892640,1,27466439
2016,90874121,93892650,1,27466440
2016,90874124,93892653,1,27466441
2016,90874126,93892655,1,27466442
2016,90875735,93894214,1,27466445
2016,90875745,93894225,1,27466446
2016,90873702,93892222,1,27466447
2016,90873718,93892235,1,27466448
2016,90873722,93892240,1,27466449
2016,90873803,93892325,1,27466451
2016,90874628,93893129,1,27466452
2016,90874641,93893139,1,27466453
2016,90874675,93893173,1,27466454
2016,90874676,93893173,1,27466455
2016,90874677,93893175,1,27466456
2016,90874683,93893181,1,27466457
2016,90874684,93893181,1,27466458
2016,90874730,93893224,1,27466459
2016,90875471,93893950,1,27466461
2016,90875473,93893952,1,27466462
2016,90875508,93893987,1,27466463
2016,90885950,93904365,1,27466464
2016,90931416,93949033,16,27484190
2016,90931426,93949043,16,27484191
2016,90932257,93949865,16,27484192
2016,90931550,93949171,16,27484193
2016,98597662,101714438,26,29714068
2016,98597832,101714609,1,29714103
2016,98598005,101714763,12,29714133
2016,98597997,101714762,12,29714128
2016,98597997,101714763,25,29714129
2016,98598005,101714762,25,29714132
2016,98598050,101714818,16,29714148
2016,98598344,101715091,7,29714219
2016,98598455,101715192,15,29714260
2016,98598606,101715329,5,29714322
2016,98598767,101715510,18,29714374
2016,98599439,101716182,16,29714566
2016,98599509,101716252,3,29714585
2016,98599506,101716247,16,29714582
2016,98599514,101716248,16,29714586
2016,98599504,101716248,16,29714581
2016,98599514,101716247,16,29714584
2016,98599506,101716248,25,29714583
2016,98599504,101716247,25,29714580
2016,98599542,101716274,18,29714595
2016,98599542,101716281,18,29714596
2016,90945731,93962685,16,27484359
2016,90945765,93962720,16,27484360
2016,98599928,101716671,18,29714665
2016,90947733,93964705,16,27484362
2016,90945879,93962835,16,27484363
2016,90945897,93962853,16,27484364
2016,90945902,93962859,16,27484365
2016,90946775,93963722,16,27484366
2016,90947828,93964806,16,27484372
2016,90947866,93964846,16,27484373
2016,90947880,93964862,16,27484374
2016,90947891,93964874,16,27484375
2016,90947915,93964895,16,27484376
2016,90947922,93964902,16,27484377
2016,90945973,93962924,16,27484378
2016,90945987,93962938,16,27484379
2016,90945988,93962938,16,27484380
2016,90948035,93965012,16,27484381
2016,90946980,93963922,16,27484383
2016,90946984,93963926,16,27484384
2016,90947000,93963947,16,27484387
2016,90947006,93963956,16,27484388
2016,90947033,93963982,16,27484390
2016,90947096,93964043,16,27484391
2016,90947106,93964053,16,27484392
2016,90947126,93964076,16,27484393
2016,90948230,93965215,16,27484394
2016,90946333,93963288,16,27484395
2016,90946334,93963288,16,27484396
2016,90947340,93964309,16,27484398
2016,90947341,93964309,16,27484399
2016,90947357,93964324,16,27484400
2016,90948378,93965357,16,27484402
2016,90947412,93964378,16,27484403
2016,90946642,93963585,16,27484406
2016,90946645,93963587,16,27484407
2016,90946656,93963600,16,27484408
2016,90947505,93964476,16,27484409
2016,90947609,93964579,16,27484411
2016,90947610,93964579,16,27484412
2016,90948431,93965412,16,27484413
2016,90948441,93965424,16,27484414
2016,90941493,93958687,16,27484415
2016,90941494,93958687,16,27484416
2016,90941546,93958732,16,27484417
2016,90941592,93958778,16,27484418
2016,90941593,93958778,16,27484419
2016,90941624,93958811,16,27484422
2016,90911968,93929911,1,27488784
2016,90911979,93929925,1,27488785
2016,90912797,93930762,1,27488786
2016,90912191,93930127,1,27488787
2016,90912193,93930130,1,27488806
2016,90912194,93930130,1,27488807
2016,90912320,93930279,1,27488808
2016,90872124,93890644,3,27493177
2016,90872134,93890653,3,27493179
2016,90872136,93890657,3,27493180
2016,90872159,93890675,3,27493181
2016,90872177,93890693,3,27493182
2016,90872182,93890698,3,27493183
2016,90872194,93890709,3,27493184
2016,90872229,93890744,3,27493185
