suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,37016447,4.4,1,2280366
1,37016448,0,,2280367
5,37016491,12,1,2280382
5,37012990,3.3,1,2280385
5,37013055,7.2,1,2280391
1,37013113,34.7,1,2280392
5,37013114,11.7,1,2280393
5,37013120,0,,2280394
4,37015485,0,,2280420
1,37015487,1,1,2280421
1,37015516,6.4,1,2280422
1,37015543,0,,2280423
5,37015547,42.3,1,2280431
5,37015549,28.3,1,2280432
1,37015598,0,,2280433
5,37015599,3.01,1,2280434
5,37015601,0,,2280435
5,37015603,1.6,1,2280436
8,37014632,0,,2280483
8,37014642,0,,2280499
5,37017072,2.9,1,2280512
5,37017114,1.2,1,2280513
4,37014800,0,,2280537
5,37014894,0,,2280552
4,37014902,0.07,1,2280553
4,37013854,1,1,2280569
5,37013861,3.5,1,2280570
5,37013867,1,1,2280571
5,37013870,8.8,1,2280572
5,37013906,0,,2280587
1,37013922,0.3,1,2280588
5,37013940,15.4,1,2280589
1,37013957,0,,2280590
5,37081309,7.8,1,2284952
1,37081324,0.6,1,2284953
1,37081376,0,,2284961
5,37081377,1,1,2284962
4,37080373,0,,2284991
5,37080395,0,,2284992
1,37080418,0,,2284993
1,36868961,2,1,2271753
5,36868963,1.61,1,2271754
2,36868970,4.56,1,2271755
1,36868976,10.8,1,2271756
1,36867812,0.25,1,2271762
1,36867835,0.88,1,2271763
5,36867885,0,,2271773
4,36867892,0,,2271774
5,36867901,0.5,1,2271775
4,36867931,3.52,1,2271776
1,36867999,0.3,1,2271790
5,36868011,1.5,1,2271791
1,36864400,2.48,1,2271798
5,36864426,2.2,1,2271799
1,36864433,4.49,1,2271800
4,36864449,0,,2271809
5,36868781,6,1,2271814
5,36868803,0,,2271815
5,36868814,0,,2271816
5,36868831,1.5,1,2271817
4,36868835,0,,2271818
5,36879901,25.22,1,2271966
1,36879920,0,,2271975
5,36879921,1.05,1,2271976
1,36879934,0,,2271977
5,36879937,0.75,1,2271978
5,36879990,1,1,2271979
2,36880014,0,,2271987
4,36955935,0,,2276206
1,36955973,1.4,1,2276207
2,36956037,0,,2276237
5,36956048,0.08,1,2276238
2,36957523,0,,2276386
5,36956561,16,1,2276439
5,36956575,0.02,1,2276440
5,36956577,13.5,1,2276441
5,36956631,3,1,2276455
5,36956633,2.2,1,2276456
5,36956634,8,1,2276457
5,36957806,14.9,1,2276459
5,36957812,0.62,1,2276460
5,37011777,14.4,1,2280661
5,37011812,0,,2280662
1,37011827,0,,2280663
1,37010802,7.4,1,2280744
1,37010818,3.2,1,2280745
5,37010830,0.5,1,2280746
2,37010846,2.5,1,2280747
4,37010847,0,,2280748
5,37010883,9,1,2280774
5,37010884,0,,2280775
1,37010907,14.42,1,2280776
2,37010921,0,,2280777
5,37012147,0,,2280868
4,37012148,0,,2280869
5,37082067,2.61,1,2285113
2,37081125,0.5,1,2285182
1,37081126,1.9,1,2285183
5,37077646,0,,2285199
1,37077671,6.6,1,2285200
1,37077923,1,1,2285248
5,37077951,3,1,2285262
1,37076963,0,,2285323
1,37076964,0,,2285324
1,37076965,1.1,1,2285325
5,36878971,0,,2272000
5,36879025,0,,2272018
5,36879026,17.6,1,2272019
1,36879060,0.5,1,2272020
5,36879073,8.13,1,2272021
5,36879103,0,,2272030
5,36879160,1.25,1,2272040
4,36879161,0,,2272041
1,36879173,2.53,1,2272042
5,36879177,1.65,1,2272043
5,36879189,0,,2272044
5,36879200,0,,2272045
1,36874963,0.6,1,2272129
5,36874985,11.33,1,2272130
5,36875003,3.1,1,2272131
2,36875029,0,,2272132
5,36875035,0,,2272133
2,36876485,0.7,1,2272161
2,36876489,1.42,1,2272162
1,36874034,1.4,1,2272167
5,36876506,0.5,1,2272169
5,36876511,4.86,1,2272170
5,36875489,0.8,1,2272202
1,36878178,0.2,1,2272204
1,36878181,0,,2272205
5,36878202,1.28,1,2272206
2,36874348,4.13,1,2272209
1,36875544,6.49,1,2272210
4,36875556,101.9,1,2272211
1,36875561,252.4,1,2272212
1,36874396,1,1,2272224
1,36874404,0,,2272225
5,36874427,7,1,2272226
5,36875589,149.14,1,2272227
5,36874468,25.22,1,2272239
5,36874480,7.07,1,2272240
1,36953310,1.2,1,2276520
5,36953313,3.5,1,2276538
5,36953335,421,1,2276539
1,36953350,0,,2276540
5,36953413,2.5,1,2276555
1,36952378,3.16,1,2276599
4,36952453,1.5,1,2276612
1,36952464,0.5,1,2276613
5,36951267,1.1,1,2276621
17,36955117,0,,2276701
5,37011395,0,,2280929
5,37011397,2.5,1,2280958
5,37011398,1.1,1,2280959
