offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
3766684,3554250,5,C,22,,,
3766682,3554249,14,C,22,,,
3766683,3554249,5,C,22,,,
3766681,3554248,13,C,22,,,
3766680,3554247,28,C,22,,,
3766678,3554246,14,C,22,,,
3766679,3554246,5,C,22,,,
3766677,3554245,5,C,22,,,
3766676,3554244,16,C,22,,,
3766675,3554243,7,C,22,,,
3766674,3554242,5,C,22,,,
3766673,3554241,51,C,22,,,
3766672,3554240,2,C,22,,,
3766671,3554239,47,C,22,,,
3766670,3554238,47,C,22,,,
3766668,3554237,14,C,22,,,
3766669,3554237,5,C,22,,,
3766667,3554236,5,C,22,,,
3766666,3554235,51,C,22,,,
3766665,3554234,5,C,22,,,
3766664,3554233,47,C,22,,,
3766663,3554232,35,C,22,,,
3766662,3554231,47,C,22,,,
3766660,3554230,51,C,22,,,
3766661,3554230,47,C,22,,,
3766658,3554229,7,C,22,,,
3766659,3554229,5,C,22,,,
3766657,3554228,45,C,22,,,
3766656,3554227,14,C,22,,,
3766654,3554226,14,C,22,,,
3766655,3554226,5,C,22,,,
3766652,3554225,14,C,22,,,
3766653,3554225,5,C,22,,,
3766651,3554224,5,C,22,,,
3766650,3554223,45,C,22,,,
3766649,3554222,2,C,22,,,
3766648,3554221,2,C,22,,,
3766647,3554220,20,C,22,,,
3766645,3554219,14,C,22,,,
3766646,3554219,5,C,22,,,
3766644,3554218,35,C,22,,,
3766643,3554217,47,C,22,,,
3766642,3554216,45,C,22,,,
3766640,3554214,14,C,22,,,
3766639,3554213,5,C,22,,,
3766638,3554212,5,C,22,,,
3766637,3554211,5,C,22,,,
3766636,3554210,47,C,22,,,
3766634,3554209,14,C,22,,,
3766635,3554209,5,C,22,,,
3766633,3554208,5,C,22,,,
3766631,3554207,14,C,22,,,
3766632,3554207,5,C,22,,,
3766630,3554206,5,C,22,,,
3766629,3554205,5,C,22,,,
3766628,3554204,5,C,22,,,
3766627,3554203,47,C,22,,,
3766626,3554202,16,C,22,,,
3766625,3554201,45,C,22,,,
3766624,3554200,14,C,22,,,
3766623,3554199,14,C,22,,,
3766622,3554198,21,C,22,,,
3766621,3554197,16,C,22,,,
3766620,3554196,14,C,22,,,
3766619,3554195,47,C,22,,,
3766618,3554194,47,C,22,,,
3766617,3554193,45,C,22,,,
3766616,3554192,45,C,22,,,
3766615,3554191,45,C,22,,,
3766614,3554190,51,C,22,,,
3766612,3554189,49,C,22,0,F,
3766613,3554189,5,C,22,,,
3766611,3554188,45,C,22,,,
3766610,3554187,5,C,22,,,
3766609,3554186,5,C,22,,,
3766607,3554185,16,C,22,,,
3766608,3554185,35,C,22,,,
3766606,3554184,14,C,22,,,
3766605,3554183,5,C,22,,,
3766604,3554182,28,C,13,,,
3766603,3554181,49,C,22,0,F,
3766798,3554353,47,C,22,,,
3766770,3554330,45,C,22,,,
3766751,3554312,2,C,22,,,
3766750,3554311,45,C,22,,,
3766749,3554310,5,C,22,,,
3766748,3554309,51,C,18,,,
3766747,3554308,5,C,22,,,
3766746,3554307,35,C,22,,,
3766745,3554306,28,C,13,,,
3766744,3554305,47,C,22,,,
3766742,3554304,49,C,22,0,F,
3766743,3554304,5,C,22,,,
3766740,3554303,49,C,22,0,F,
3766741,3554303,5,C,22,,,
3766738,3554301,5,C,22,,,
3766737,3554300,45,C,22,,,
3766736,3554299,14,C,22,,,
3766735,3554298,45,C,22,,,
3766734,3554297,20,C,22,,,
3766733,3554296,14,C,22,,,
3766732,3554295,14,C,22,,,
3766731,3554294,45,C,22,,,
3766730,3554293,55,C,22,,,
3766729,3554292,47,C,22,,,
3766727,3554291,14,C,22,,,
3766728,3554291,5,C,22,,,
3766726,3554290,45,C,22,,,
3766725,3554289,45,C,22,,,
3766724,3554288,45,C,22,,,
3766723,3554287,51,C,22,,,
3766722,3554286,5,C,22,,,
3766721,3554285,5,C,22,,,
3766720,3554284,51,C,22,,,
3766719,3554283,51,C,22,,,
3766718,3554282,14,C,22,,,
3766717,3554281,47,C,22,,,
3766716,3554280,14,C,22,,,
3766715,3554279,16,C,22,,,
3766714,3554278,21,C,22,,,
3766713,3554277,21,C,22,,,
3766712,3554276,47,C,22,,,
3766711,3554275,16,C,22,,,
3766710,3554274,47,C,22,,,
3766709,3554273,47,C,22,,,
3766708,3554272,47,C,22,,,
3766707,3554271,47,C,22,,,
3766706,3554270,47,C,22,,,
3766705,3554269,45,C,22,,,
3766704,3554268,5,C,22,,,
3766703,3554267,45,C,22,,,
3766702,3554266,45,C,22,,,
3766701,3554265,5,C,22,,,
3766700,3554264,45,C,22,,,
3766699,3554263,51,C,22,,,
3766697,3554262,14,C,22,,,
3766698,3554262,5,C,22,,,
3766696,3554261,51,C,22,,,
3766695,3554260,45,C,22,,,
3766694,3554259,47,C,22,,,
3766693,3554258,51,C,22,,,
3766692,3554257,45,C,22,,,
3766691,3554256,45,C,22,,,
3766690,3554255,5,C,22,,,
3766689,3554254,45,C,22,,,
3766687,3554253,7,C,22,,,
3766688,3554253,5,C,22,,,
3766686,3554252,14,C,22,,,
3766685,3554251,5,C,22,,,
3766902,3554446,5,C,22,,,
3766882,3554426,47,C,22,,,
3766872,3554418,14,C,22,,,
3766873,3554418,5,C,22,,,
