"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,121863033,107692217,1,5,22,"M",2,,22,0
2018,121863045,107689563,0,,,"",,,,
2018,121869759,107689588,1,5,48,"M",1,,48,0
2018,121863074,107692249,1,5,26,"M",1,,26,0
2018,121869770,107692252,0,,,"",,,,
2018,121869790,107692263,1,5,45,"M",1,,45,0
2018,121858619,107696463,1,5,73,"M",1,,73,0
2018,121869966,107696512,1,5,35,"M",1,,30,40
2018,121858673,107689748,1,5,18,"M",1,,18,0
2018,121858674,107689748,2,5,27,"M",2,,27,0
2018,121858680,107689758,1,5,55,"F",2,,55,0
2018,121870040,107689780,1,4,,"U",0,,,
2018,121870062,107692384,1,5,18,"M",2,,18,0
2018,121863228,107689805,1,4,,"U",0,,,
2018,121863242,107692401,2,5,15,"M",2,,10,20
2018,121863243,107692401,4,5,12,"M",2,,12,0
2018,121858720,107692401,3,5,15,"M",2,,10,20
2018,121870091,107692401,1,5,15,"M",2,,10,20
2018,121863244,107692403,1,5,33,"M",2,,33,0
2018,121863253,107692409,1,4,,"U",0,,,
2018,121870156,107692439,1,4,,"U",0,,,
2018,121863286,107689882,1,4,,"U",0,,,
2018,121863339,107696654,1,4,,"U",0,,,
2018,121863349,107689966,1,5,38,"M",1,,38,0
2018,121870275,107689977,1,4,,"U",0,,,
2018,121858831,107692523,1,4,,"U",0,,,
2018,121858850,107690042,1,4,,"U",0,,,
2018,121858861,107690059,1,5,27,"M",2,,27,0
2018,121863435,107690065,3,5,17,"M",1,,17,0
2018,121863433,107690065,1,5,17,"M",1,,17,0
2018,121870394,107690065,2,5,17,"M",1,,17,0
2018,121858898,107690083,1,5,32,"M",1,,32,0
2018,121870484,107696780,1,4,,"U",0,,,
2018,121870518,107696800,1,4,,"U",0,,,
2018,121863530,107690188,1,5,59,"M",1,,59,0
2018,121870527,107690193,1,5,23,"M",1,,23,0
2018,121870546,107690209,1,4,,"U",0,,,
2018,121858990,107692650,1,5,17,"F",2,,17,0
2018,121870547,107692650,2,5,17,"F",2,,17,0
2018,121870557,107690214,1,5,23,"F",1,,23,0
2018,121863551,107690223,1,4,,"U",0,,,
2018,121868177,107688215,1,5,32,"M",1,,32,0
2018,121862224,107680770,1,4,,"U",0,,,
2018,121868410,107688400,1,5,20,"F",2,,20,0
2018,121857755,107688410,1,5,26,"M",1,,26,0
2018,121868428,107688417,1,4,,"U",0,,,
2018,121862259,107691535,1,5,19,"M",1,,19,0
2018,121868465,107688449,1,4,,"U",0,,,
2018,121857793,107688452,1,5,26,"F",1,,26,0
2018,121862297,107688462,1,5,41,"F",1,,41,0
2018,121868506,107688488,1,5,39,"F",2,,39,0
2018,121857829,107688493,1,5,41,"F",2,,41,0
2018,121862341,107688510,1,5,33,"M",1,,33,0
2018,121868549,107688514,1,5,65,"F",1,,65,0
2018,121862358,107688536,1,5,55,"M",1,,55,0
2018,121868579,107691612,2,5,32,"M",1,,32,0
2018,121857863,107691612,1,4,,"U",0,,,
2018,121862376,107688555,1,5,31,"F",1,,31,0
2018,121868620,107680901,1,5,18,"F",2,,18,0
2018,121862387,107688572,1,5,28,"M",1,,28,0
2018,121868642,107688586,1,5,32,"M",2,,32,0
2018,121862394,107688588,1,5,30,"M",1,,30,0
2018,121862545,107688778,1,4,,"U",0,,,
2018,121868898,107688790,1,4,,"U",0,,,
2018,121868908,107688798,1,5,55,"M",2,,55,0
2018,121868931,107688821,1,4,,"U",0,,,
2018,121858093,107688870,1,4,,"U",0,,,
2018,121869003,107688883,1,5,19,"M",2,,19,0
2018,121862627,107688896,1,5,21,"M",2,,21,0
