"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
71462018,7146,2018,"LA0030000","LA0030000","","N","N",,"I","ASCENSION","ASCENSION CO SO DONALDSONVILLE","Ascension","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",113129,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",229,8,237,47,53,100,0,0,01-JAN-02,01-JAN-03,,,,,"N","ASCENSION","Baton Rouge, LA","Y","Y","Y"
71482018,7148,2018,"LA0030200","LA0030200","","N","N",,"I","GONZALES","GONZALES PD","Gonzales","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",10916,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",44,0,44,0,5,5,0,0,01-JAN-02,01-JAN-11,,,,,"N","ASCENSION","Baton Rouge, LA","Y","Y","Y"
71652018,7165,2018,"LA0080000","LA0080000","","N","N",,"I","BOSSIER","BOSSIER CO SO BENTON","Bossier","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",52359,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",258,32,290,45,49,94,0,0,01-JAN-02,01-JAN-04,,,,,"N","BOSSIER","Shreveport-Bossier City, LA","Y","Y","Y"
71712018,7171,2018,"LA0090000","LA0090000","","N","N",,"I","CADDO","CADDO CO SO SHREVEPORT","Caddo","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",47099,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-02,01-JAN-04,,,,,"N","CADDO","Shreveport-Bossier City, LA","Y","Y","Y"
71772018,7177,2018,"LA0100000","LA0100000","","N","N",,"I","CALCASIEU","CALCASIEU CO SO LAKE CHARLES","Calcasieu","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",89347,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",405,186,591,190,89,279,0,0,01-JAN-02,01-JAN-09,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71822018,7182,2018,"LA0100500","LA0100500","","N","N",,"S","WESTLAKE","WESTLAKE PD","Westlake","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",4627,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,5,0,5,0,0,01-JAN-02,,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71872018,7187,2018,"LA0120000","LA0120000","","N","N",,"I","CAMERON","CAMERON CO SO CAMERON","Cameron","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",6847,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",51,0,51,15,13,28,0,0,01-JAN-02,01-JAN-05,,,,,"N","CAMERON","Lake Charles, LA","Y","Y","Y"
71922018,7192,2018,"LA0140000","LA0140000","","N","N",,"I","CLAIBORNE","CLAIBORNE CO SO HOMER","Claiborne","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",13590,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",21,18,39,21,24,45,0,0,01-JAN-02,01-APR-09,01-APR-09,,,,"N","CLAIBORNE","Non-MSA","Y","Y","Y"
72032018,7203,2018,"LA0170100","LA0170100","","N","N",,"I","BAKER","BAKER PD","Baker","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",13487,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,5,23,3,5,8,0,0,01-JAN-02,01-JAN-03,01-JAN-03,,,,"N","EAST BATON ROUGE","Baton Rouge, LA","Y","Y","Y"
72092018,7209,2018,"LA0180000","LA0180000","","N","N",,"I","EAST CARROLL","EAST CARROLL CO SO LAKE PROVIDENCE","East Carroll","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",3423,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",13,13,26,1,21,22,0,0,01-JAN-02,01-JAN-03,,,,,"N","EAST CARROLL","Non-MSA","Y","Y","Y"
