"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2017,100163105,36,1232,,106141640
2017,100163324,19,45,,106141919
2017,100163725,63,100,,106142410
2017,100163725,61,250,,106142406
2017,100163725,26,1700,,106142407
2017,100163797,16,10,,106142525
2017,100163894,13,300,,106142625
2017,100163894,17,2000,,106142627
2017,100163929,16,80,,106142660
2017,100163929,36,5825,,106142665
2017,100163929,26,500,,106142669
2017,100163907,35,100,,106142644
2017,100163914,36,4500,08-NOV-17,106142655
2017,100163929,7,1,,106142670
2017,100163949,29,100,,106142692
2017,100163975,7,500,,106142713
2017,100163975,20,100,,106142700
2017,100163975,17,2000,,106142703
2017,100164052,20,140,,106142803
2017,100164406,7,1167,15-NOV-17,106143201
2017,100164653,3,200,,106143515
2017,100164693,3,500,,106143558
2017,100164834,11,120,,106143701
2017,100164943,29,200,,106143809
2017,100164055,22,0,,106142808
2017,100164124,25,10,,106142879
2017,100164124,20,70,,106142877
2017,100164124,9,0,,106142874
2017,100164124,51,0,,106142871
2017,100164285,38,900,,106143061
2017,100164333,13,1,14-NOV-17,106143113
2017,100164421,25,40,,106143219
2017,100164421,51,0,,106143208
2017,100164421,63,10,,106143222
2017,100164421,20,150,,106143218
2017,100164421,9,0,,106143212
2017,100164401,3,1,,106143199
2017,100164468,61,112,,106143271
2017,100164509,8,30,,106143322
2017,100164587,30,100,,106143432
2017,100164628,3,500,,106143478
2017,100858127,63,350,,107033571
2017,100858281,63,100,,107033741
2017,100858319,29,100,,107033785
2017,100858344,51,0,,107033806
2017,100858499,20,120,,107034009
2017,100858499,61,115,,107034004
2017,100858530,20,40,,107034042
2017,100858628,10,,,107034156
2017,100859105,7,629,,107034743
2017,100859103,30,100,,107034741
2017,100859131,29,50,,107034782
2017,100859146,17,4000,,107034796
2017,100859137,29,1,,107034786
2017,100859146,26,400,,107034790
2017,100859146,6,400,,107034788
2017,100859137,16,1000,,107034787
2017,100859146,7,300,,107034801
2017,100859246,20,2700,,107034930
2017,100859481,20,6000,,107035233
2017,100859623,3,1000,,107035418
2017,100859688,51,0,,107035500
2017,100859704,63,100,,107035523
2017,100859781,3,175,,107035643
2017,100859834,20,1,,107035718
2017,100859834,61,100,,107035713
2017,100859834,25,2,,107035720
2017,100859834,51,0,,107035709
2017,100860131,30,200,,107036101
2017,100860440,3,1000,,107036527
2017,100860471,16,1300,,107036564
2017,100860473,16,2450,,107036569
2017,100860473,6,5300,,107036568
2017,100860473,26,1200,,107036571
2017,100860471,29,10000,,107036563
2017,100162379,37,2000,,106140761
2017,100162369,63,20,,106140753
2017,100162781,16,2,,106141259
2017,100162842,10,1,,106141326
2017,100163728,20,27,,106142415
2017,100163728,16,50,,106142414
2017,100163723,20,27,03-NOV-17,106142409
2017,100163728,60,400,,106142412
2017,100163781,29,100,,106142503
2017,100163855,61,235,,106142579
2017,100163879,20,5,,106142604
2017,100163879,17,30,,106142608
2017,100163961,61,200,,106142706
2017,100163999,29,100,,106142756
2017,100164003,7,675,,106142758
2017,100164226,63,400,,106142995
2017,100164227,20,1,,106142996
2017,100164235,20,77,,106143007
2017,100164245,10,,,106143016
2017,100164298,63,1,,106143074
2017,100164303,29,550,,106143079
2017,100164400,33,150,,106143184
2017,100164714,3,500,,106143583
2017,100165369,29,200,,106144298
2017,100165402,9,0,,106144355
2017,100165402,22,0,,106144360
2017,100165402,51,0,,106144350
2017,100165402,63,10,,106144367
2017,100165402,25,40,,106144363
2017,100165443,20,10,,106144421
2017,100165563,30,100,,106144627
2017,100165602,29,500,,106144689
2017,100165607,26,1000,,106144692
2017,100165878,19,29,,106145083
2017,100858247,30,350,,107033700
2017,100858453,16,60,,107033954
2017,100858453,61,1400,,107033951
2017,100858471,29,300,,107033977
2017,100858474,6,400,,107033979
2017,100858474,7,200,,107033980
2017,100858519,3,185,,107034028
2017,100859102,25,271,,107034737
2017,100859095,29,50,,107034719
2017,100859102,6,359,,107034722
2017,100859102,16,19,,107034726
2017,100859102,63,448,,107034739
2017,100859102,20,400,,107034733
2017,100859102,17,8575,,107034735
2017,100859102,8,26,,107034736
2017,100859102,23,15,,107034730
2017,100859308,3,350,,107035013
2017,100859308,29,395,,107035012
2017,100859681,30,3000,,107035491
2017,100859755,25,20,,107035601
2017,100859912,20,90,,107035815
2017,100163650,16,10,,106142316
2017,100164095,3,15000,11-NOV-17,106142849
2017,100164098,3,15000,,106142857
2017,100165639,16,70,,106144748
2017,100859912,61,180,,107035806
2017,100859912,16,1,,107035810
2017,100859912,7,100,,107035816
2017,100859966,10,,,107035893
2017,100860041,2,42,,107035997
2017,100860179,26,410,,107036166
2017,100860482,8,210,,107036579
2017,100162564,37,1000,,106140987
2017,100162620,3,375,,106141029
2017,100162768,19,178,,106141234
2017,100165500,19,394,29-NOV-17,106144504
2017,100165501,19,512,,106144506
2017,100165555,25,100,,106144616
2017,100165542,3,400,,106144592
2017,100165546,25,100,30-NOV-17,106144598
2017,100165805,20,996,,106144971
2017,100165805,51,0,,106144968
2017,100165821,22,0,,106145000
2017,100165911,19,98,,106145135
2017,100856538,19,9,,107031471
2017,100856567,29,1,,107031508
2017,100856633,7,400,,107031612
2017,100856633,20,3000,,107031611
2017,100856606,31,2000,,107031571
2017,100856633,63,250,,107031613
2017,100856633,23,850,,107031594
2017,100856606,23,250,,107031569
2017,100856613,23,850,08-JUN-17,107031578
2017,100856613,7,300,04-JUN-17,107031581
2017,100856863,20,1,,107031890
2017,100856863,25,50,,107031892
2017,100856863,8,1,,107031891
2017,100856863,61,100,,107031889
2017,100857120,51,0,,107032246
2017,100857120,20,15,,107032247
2017,100857120,25,20,,107032248
