"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2017,111200487,10,
2017,98473213,10,
2017,98473867,1,
2017,100679992,1,
2017,106213296,10,
2017,101720907,10,
2017,100676330,10,
2017,101249939,10,
2017,101248131,1,
2017,101250152,1,
2017,101718894,10,
2017,101722084,1,
2017,106213256,10,
2017,105263898,6,
2017,111200484,10,
2017,99309692,1,
2017,101719016,10,
2017,98473199,9,
2017,97716349,9,
2017,98473581,1,
2017,99312582,10,
2017,97717029,10,
2017,99867918,10,
2017,98474824,10,
2017,98818798,1,
2017,97716565,10,
2017,98816968,10,
2017,98817842,1,
2017,97075715,10,
2017,97076569,10,
2017,98817371,1,
2017,98178702,2,
2017,97716517,10,
2017,104555662,10,
2017,104554668,10,
2017,104553703,10,
2017,104556059,10,
2017,104556273,10,
2017,103701178,10,
2017,103703270,1,
2017,112138916,10,
2017,99858977,10,
2017,100675966,10,
2017,100679255,1,
2017,101250145,10,
2017,101722265,10,
2017,100676323,10,
2017,100679539,10,
2017,101246561,1,
2017,111205455,6,
2017,98473886,9,
2017,98816958,10,
2017,98819248,1,
2017,98819249,1,
2017,101719692,10,
2017,101722661,1,
2017,99311075,10,
2017,104553502,10,
2017,104554641,8,
2017,99311937,10,
2017,98179409,10,
2017,98817335,1,
2017,99867929,10,
2017,99869344,10,
2017,99310287,10,
2017,100680519,10,
2017,99871100,10,
2017,100680238,9,
2017,97075853,10,
2017,97074922,1,
2017,105833881,1,
2017,105834176,1,
2017,112133563,10,
2017,98180596,10,
2017,103703355,10,
2017,103700937,1,
2017,104556274,6,
2017,103703411,1,
2017,103700862,1,
2017,105263411,1,
2017,98474085,1,
2017,98474648,1,
2017,99868379,10,
2017,100675654,1,
2017,106213307,10,
2017,101720258,10,
2017,101722451,1,
2017,101249284,10,
2017,101248009,1,
2017,104555796,10,
2017,98819018,10,
2017,98819531,10,
2017,98817304,1,
2017,99310718,10,
2017,99309914,9,
2017,98179747,10,
2017,100680533,10,
2017,97073664,1,
2017,97074990,9,
2017,97076138,10,
2017,97073500,10,
2017,97073530,10,
2017,97075668,10,
2017,112138908,10,
2017,98818846,10,
2017,97716302,10,
2017,97716523,10,
2017,104558349,10,
2017,104554911,1,
2017,104556338,10,
2017,109701834,1,
2017,98473733,9,
2017,101246196,2,
2017,99868020,9,
2017,100679073,9,
2017,101247880,1,
2017,101250147,10,
2017,101721870,10,
2017,105263564,6,
2017,101720265,10,
2017,101720901,10,
2017,97076431,10,
2017,100680457,1,
2017,101723140,10,
2017,101247256,10,
2017,101247529,10,
2017,101723215,10,
2017,101246047,1,
2017,101722055,1,
2017,98816987,4,
2017,98473201,9,
2017,97715363,10,
2017,99311875,9,
2017,99311897,10,
2017,98473414,10,
2017,99867768,1,
2017,99870329,9,
2017,99310604,1,
2017,100680087,6,
2017,97073788,10,
2017,97074190,10,
2017,99870252,10,
2017,97715606,1,
2017,97717523,10,
2017,98817852,1,
2017,98818611,10,
2017,99867895,9,
2017,110657745,10,
2017,103702069,1,
2017,104556364,10,
2017,104554659,10,
2017,104554192,10,
2017,104553961,1,
2017,104556041,10,
2017,112138893,1,
2017,98474211,1,
2017,106628516,1,
2017,111205465,10,
2017,100680329,1,
2017,101721057,9,
2017,106213292,10,
2017,101722999,1,
2017,101722949,10,
2017,101247110,1,
2017,101249337,10,
2017,103701100,10,
2017,103701980,10,
2017,103702594,1,
2017,104555811,1,
2017,98473879,9,
2017,98817341,1,
2017,99310474,10,
2017,99311440,1,
2017,104553586,10,
2017,97717495,10,
2017,98475532,10,
2017,101246501,1,
2017,99309866,1,
2017,98819494,1,
2017,100675824,10,
2017,97073789,10,
2017,97073564,10,
2017,97073656,4,
2017,97073695,10,
2017,112138904,1,
2017,99858682,1,
2017,99870721,10,
2017,97717255,9,
2017,99871284,10,
2017,104556123,1,
2017,104553437,10,
2017,104556290,10,
2017,103699481,10,
2017,98473530,1,
2017,98473649,1,
2017,98474766,1,
2017,99858976,10,
2017,99867217,10,
2017,99867985,9,
2017,101248556,10,
2017,101719597,1,
2017,101720892,10,
2017,101247596,10,
2017,101246692,10,
2017,101722064,1,
2017,103703440,9,
