"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,103701586,4
2017,103703268,5
2017,103702192,5
2017,103703227,5
2017,103703389,5
2017,103701001,5
2017,98472925,5
2017,99309949,3
2017,98178838,5
2017,98473295,5
2017,98817371,5
2017,98818160,5
2017,111205474,5
2017,98182857,5
2017,99866684,5
2017,99870448,5
2017,98473581,5
2017,99312477,5
2017,98818742,5
2017,98819175,5
2017,103699878,5
2017,111200484,5
2017,100676025,5
2017,97075776,5
2017,103701488,5
2017,100679699,4
2017,100679856,5
2017,98180218,5
2017,99309754,5
2017,98818218,4
2017,99310477,4
2017,99870216,4
2017,99311532,4
2017,99311242,4
2017,99310469,5
2017,101249447,4
2017,101250172,5
2017,101248958,4
2017,98819104,5
2017,101246890,4
2017,100677304,4
2017,100679342,4
2017,100679931,4
2017,100679940,4
2017,100675905,4
2017,99871353,5
2017,99310276,4
2017,99312285,4
2017,99871814,5
2017,101247950,5
2017,101248444,4
2017,101248444,8
2017,99867278,5
2017,99867918,5
2017,99867940,5
2017,101722020,4
2017,101722072,5
2017,100680548,5
2017,100675400,4
2017,100675609,5
2017,101720225,5
2017,101248287,4
2017,101718894,4
2017,101247772,5
2017,101719662,5
2017,109701799,4
2017,110657760,4
2017,112138916,5
2017,103701205,5
2017,103703237,4
2017,103704080,5
2017,99861623,4
2017,97717672,4
2017,99867900,5
2017,99869818,4
2017,98474004,4
2017,104553461,5
2017,104553455,5
2017,98179013,4
2017,98180974,4
2017,99868660,4
2017,100676079,5
2017,99311318,5
2017,99311380,5
2017,101248171,5
2017,99869348,4
2017,99871373,5
2017,97074210,4
2017,97074725,4
2017,97075062,5
2017,100676304,5
2017,99310487,5
2017,100679817,4
2017,99868170,5
2017,100678904,4
2017,98182465,5
2017,99310695,5
2017,97073588,5
2017,98818297,5
2017,99311724,5
2017,100680758,4
2017,100680091,5
2017,100680292,5
2017,101247118,5
2017,101246956,5
2017,101247082,5
2017,98818208,4
2017,98818598,4
2017,100675594,5
2017,99311542,5
2017,101246233,5
2017,100678971,1
2017,99867770,5
2017,99871259,4
2017,101720277,5
2017,101722789,4
2017,101721221,5
2017,100676330,5
2017,100677321,5
2017,100679387,4
2017,101718454,4
2017,101720092,4
2017,100680224,5
2017,100679617,5
2017,101246173,4
2017,101718666,6
2017,101249350,5
2017,101248814,5
2017,112138918,6
2017,101722579,5
2017,103702846,4
2017,99867551,5
2017,98473209,5
2017,99312082,5
2017,98475371,5
2017,97076536,5
2017,98474722,4
2017,98818622,5
2017,98818768,4
2017,99312073,4
2017,100679356,5
2017,99312486,5
2017,99867899,5
2017,103699691,5
2017,97073505,5
2017,97076769,5
2017,97075301,5
2017,100680564,4
2017,100675635,4
2017,98179075,4
2017,98817842,5
2017,99867125,4
2017,97074730,5
2017,97075148,5
2017,101248454,5
2017,100679348,4
2017,100679392,3
2017,99310082,5
2017,99311331,5
2017,101249795,5
2017,98472975,4
2017,98818211,5
2017,98818775,4
