"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2017,98180078,89865442,1,4,,,,5,37,"F",2,2,"R",37,0
2017,98180162,89865515,1,4,,,,5,72,"M",1,2,"R",72,0
2017,98180608,89865892,1,4,,,,5,49,"M",2,2,"R",49,0
2017,98181085,89866298,1,8,,,,,,"",,,"",,
2017,98181129,89866339,1,1,,,,,,"",,,"",,
2017,98181287,89866481,1,4,,,,5,63,"F",1,2,"N",63,0
2017,98181443,89866605,1,4,,,,5,55,"M",2,2,"R",55,0
2017,98181515,89866674,1,4,,,,5,16,"M",1,1,"R",16,0
2017,98181521,89866674,2,4,,,,5,15,"M",1,3,"R",15,0
2017,98181714,89866843,1,4,,,,5,40,"M",1,1,"R",40,0
2017,98181882,89866989,1,4,,,,5,77,"M",1,2,"N",77,0
2017,98182168,89867233,1,4,,,,5,55,"F",1,2,"R",55,0
2017,98182216,89867274,1,4,,,,5,25,"M",1,1,"R",25,0
2017,98182310,89867351,1,1,,,,,,"",,,"",,
2017,98182471,89867493,1,1,,,,,,"",,,"",,
2017,98182491,89867513,1,4,,,,5,19,"F",2,2,"R",19,0
2017,98182499,89867529,1,4,,,,5,56,"F",1,2,"R",56,0
2017,98182513,89867529,3,4,,,,5,51,"M",1,2,"R",51,0
2017,98182505,89867529,2,4,,,,5,35,"M",1,2,"R",35,0
2017,98182623,89867627,1,4,,,,5,57,"M",1,2,"R",57,0
2017,98182782,89867764,1,4,,,,5,43,"M",1,2,"R",43,0
2017,98182922,89867883,1,4,,,,5,30,"M",2,2,"R",30,0
2017,98182972,89867927,1,4,,,,5,14,"F",2,2,"N",14,0
2017,98473798,90123499,2,4,,,,4,,"F",2,2,"R",,
2017,98473917,90123591,1,4,,,,5,62,"M",1,2,"R",62,0
2017,98474105,90123738,1,1,,,,,,"",,,"",,
2017,98474162,90123786,1,4,,,,5,66,"M",2,2,"R",66,0
