"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2016,91298985,104780131
2016,91300178,104781177
2016,91300183,104781182
2016,91300227,104781218
2016,91300237,104781225
2016,91301433,104782300
2016,91301453,104782317
2016,91282961,104765746
2016,91282979,104765764
2016,91283015,104765801
2016,91283017,104765803
2016,91284197,104766846
2016,91284205,104766853
2016,91285345,104767931
2016,91285357,104767945
2016,91285380,104767964
2016,91286499,104769003
2016,91286507,104769011
2016,91286538,104769044
2016,91286541,104769047
2016,91286542,104769048
2016,91287772,104770150
2016,91307608,104787961
2016,91307612,104787968
2016,91307622,104787978
2016,91308816,104789046
2016,91308848,104789075
2016,91308861,104789088
2016,91308862,104789088
2016,91308865,104789092
2016,91310050,104790145
2016,91310095,104790183
2016,91310105,104790192
2016,91310114,104790201
2016,91311262,104791242
2016,91220306,109527284
2016,91220669,109527291
2016,91221933,109527302
2016,91294659,109528453
2016,91294786,109528455
2016,91295469,109528468
2016,91295529,109528469
2016,91297371,109528507
2016,91298031,109528516
2016,91299629,109528540
2016,91299927,109528544
2016,91301838,109528572
2016,91236252,104724905
2016,91236255,104724909
2016,91236260,104724915
2016,91236269,104724922
2016,91237519,104726010
2016,91237528,104726019
2016,91237529,104726020
2016,91237536,104726027
2016,91237539,104726030
2016,91237545,104726035
2016,91237556,104726041
2016,91237561,104726046
2016,91237580,104726063
2016,91237591,104726071
2016,91238813,104727165
2016,91238815,104727167
2016,91238826,104727179
2016,91238844,104727194
2016,91240050,104728278
2016,91240063,104728291
2016,91240075,104728304
2016,91240090,104728320
2016,91241309,104729420
2016,91222765,104712444
2016,91222767,104712446
2016,91222770,104712448
2016,91222775,104712454
2016,91222778,104712456
2016,91222786,104712465
2016,91222789,104712468
2016,91222798,104712475
2016,91222820,104712496
2016,91222822,104712499
2016,91222837,104712512
2016,91223984,104713570
2016,91223994,104713578
2016,91224009,104713593
2016,91224069,104713632
2016,91224072,104713634
2016,91225256,104714718
2016,91225261,104714725
2016,91225300,104714760
2016,91225310,104714770
2016,91226513,104715854
2016,91226529,104715870
2016,91226556,104715891
2016,91226562,104715898
2016,91226563,104715899
2016,91226574,104715907
2016,91227690,104716988
2016,91227692,104716991
2016,91227693,104716993
2016,91227695,104716996
2016,91227702,104717002
2016,91227707,104717008
2016,91227730,104717034
2016,91227731,104717036
2016,91228941,104718181
2016,91228942,104718183
2016,91228947,104718188
2016,91228950,104718191
2016,91228963,104718206
2016,91228969,104718212
2016,91228976,104718219
2016,91228979,104718223
2016,91228980,104718226
2016,91228991,104718235
2016,91228995,104718240
2016,91288355,109154631
2016,91288813,109154638
2016,91288909,109154639
2016,91289810,109154658
2016,91290312,109154668
2016,91290606,109154670
2016,91290684,109154672
2016,91290702,109154674
2016,91290922,109154676
2016,91291721,109154687
2016,91209939,109713928
2016,91210346,109713937
2016,91283319,109715100
2016,91226815,109714190
2016,91200214,109153239
2016,91200251,109153240
2016,91201681,109153259
2016,91201934,109153264
2016,91202478,109153273
2016,91203816,109153291
2016,91203954,109153293
2016,91204390,109153294
2016,91204626,109153296
2016,91209737,104701053
2016,91264234,104749043
2016,91264235,104749043
2016,91265398,104750086
2016,91265442,104750115
2016,91265455,104750127
2016,91266701,104751238
2016,91266713,104751249
2016,91267995,104752404
2016,91269274,104753600
2016,91276651,104760086
2016,91277845,104761180
2016,91277868,104761204
2016,91277892,104761213
2016,91277927,104761247
2016,91277928,104761247
2016,91279079,104762291
2016,91279089,104762302
2016,91279115,104762327
2016,91281437,104764457
2016,91281438,104764458
2016,91263076,104747986
2016,91264281,104749089
2016,91264301,104749109
2016,91265486,104750152
2016,91266754,104751287
2016,91266761,104751294
2016,91266815,104751340
2016,91269333,104753656
2016,91270477,104754702
2016,91276793,104760207
2016,91277933,104761252
2016,91277939,104761258
2016,91277948,104761272
2016,91277990,104761307
2016,91279170,104762373
2016,91279190,104762392
2016,91280391,104763479
2016,91280393,104763479
2016,91263171,104748075
2016,91265560,104750225
2016,91265567,104750231
2016,91266839,104751361
2016,91266849,104751372
2016,91266850,104751372
2016,91266872,104751395
2016,91268086,104752483
2016,91269393,104753715
2016,91270599,104754815
2016,91273045,104756957
2016,91276824,104760236
2016,91276839,104760250
2016,91276840,104760251
2016,91276857,104760265
2016,91278031,104761348
2016,91278033,104761350
2016,91278034,104761351
2016,91278044,104761359
2016,91279251,104762448
2016,91279277,104762471
2016,91280425,104763514
2016,91280466,104763551
2016,91281584,104764594
2016,91281631,104764636
2016,91281639,104764646
2016,91263209,104748109
2016,91263222,104748122
2016,91263231,104748130
2016,91264391,104749186
2016,91264440,104749230
2016,91264441,104749231
2016,91265682,104750334
2016,91266903,104751427
2016,91266967,104751480
2016,91269459,104753791
2016,91269460,104753792
2016,91271931,104755988
2016,91276902,104760315
2016,91276923,104760336
2016,91276924,104760338
2016,91276927,104760340
2016,91278101,104761409
2016,91278110,104761420
2016,91278124,104761434
2016,91278125,104761435
2016,91281649,104764655
2016,91281688,104764685
2016,91281695,104764691
2016,91281704,104764699
2016,91263271,104748165
2016,91263277,104748172
2016,91263319,104748213
2016,91263320,104748214
2016,91264474,104749264
2016,91265723,104750370
2016,91177299,104672693
2016,91178551,104673801
2016,91178552,104673803
2016,91178555,104673805
2016,91178556,104673807
2016,91178561,104673811
2016,91178564,104673815
2016,91178567,104673819
2016,91178571,104673823
2016,91178580,104673832
2016,91178584,104673836
2016,91178598,104673850
2016,91178601,104673852
2016,91178614,104673864
2016,91178615,104673865
2016,91163194,104660436
2016,91163229,104660470
2016,91163239,104660479
2016,91163250,104660488
2016,91163251,104660490
2016,91164325,104661495
2016,91164329,104661500
2016,91164334,104661506
2016,91164371,104661543
2016,91165547,104662553
2016,91165555,104662563
2016,91165558,104662566
2016,91166889,104663691
2016,91166891,104663692
2016,91166920,104663722
2016,91166923,104663725
2016,91166927,104663729
2016,91166934,104663735
2016,91166939,104663740
2016,91166940,104663741
2016,91166948,104663746
2016,91166949,104663746
2016,91166950,104663746
2016,91166947,104663747
2016,91166954,104663752
2016,91166957,104663755
2016,91168261,104664823
2016,91168298,104664853
2016,91169588,104665965
2016,91169616,104665990
2016,91169627,104666000
2016,91169639,104666014
2016,91170949,104667097
2016,91170967,104667120
2016,91172266,104668239
2016,91172276,104668247
2016,91172305,104668274
2016,91172320,104668286
2016,91172339,104668300
2016,91173589,104669391
2016,91173590,104669393
2016,91173596,104669400
2016,91173607,104669413
2016,91173609,104669417
2016,91173614,104669421
2016,91174811,104670471
2016,91174817,104670479
2016,91174818,104670481
2016,91174819,104670482
2016,91174820,104670483
2016,91174834,104670496
2016,91174877,104670535
2016,91176077,104671615
2016,91176100,104671633
2016,91176109,104671642
2016,91176110,104671644
2016,91177386,104672766
2016,91177389,104672770
2016,91178633,104673881
2016,91179873,104675023
2016,91179875,104675025
2016,91179878,104675029
2016,91179880,104675030
2016,91179888,104675033
2016,91179890,104675035
2016,91179891,104675038
2016,91179897,104675045
2016,91179899,104675048
2016,91179906,104675053
2016,91163190,109526414
2016,91163356,109526417
2016,91163694,109526426
2016,91234054,109527518
2016,91235478,109527539
2016,91236144,109527547
2016,91307944,109528662
2016,91310516,109528702
2016,91310823,109528705
2016,91310942,109528706
2016,91312187,109528726
2016,91312188,109528726
2016,91312477,109528728
2016,91198888,104691770
2016,91198889,104691770
2016,91198890,104691770
2016,91198892,104691772
2016,91198893,104691772
2016,91198894,104691772
2016,91198895,104691772
2016,91198896,104691772
2016,91198897,104691773
2016,91198898,104691774
2016,91200114,104692837
2016,91200132,104692855
2016,91200154,104692875
2016,91200161,104692881
2016,91200166,104692887
2016,91180929,104676085
2016,91180960,104676115
2016,91180962,104676117
2016,91182073,104677173
2016,91182077,104677178
2016,91182089,104677189
2016,91182092,104677192
2016,91182103,104677204
2016,91183260,104678275
2016,91183261,104678276
2016,91183271,104678285
2016,91183273,104678287
2016,91183276,104678289
2016,91183277,104678290
2016,91183286,104678301
2016,91184442,104679375
2016,91184480,104679416
2016,91184496,104679429
2016,91185739,104680545
2016,91185749,104680556
2016,91187150,104681731
2016,91187152,104681734
2016,91187156,104681738
2016,91187157,104681739
2016,91187162,104681743
2016,91187171,104681753
2016,91188470,104682832
2016,91188498,104682858
2016,91188502,104682860
2016,91188504,104682862
2016,91189781,104683994
2016,91189782,104683996
2016,91189792,104684006
2016,91189804,104684017
2016,91189807,104684022
2016,91189810,104684025
2016,91191048,104685071
2016,91191051,104685074
2016,91191056,104685078
2016,91191060,104685082
2016,91191067,104685087
2016,91191090,104685104
2016,91191120,104685132
2016,91192361,104686193
2016,91192416,104686242
2016,91193666,104687296
2016,91193697,104687321
2016,91195058,104688386
2016,91195079,104688399
2016,91196370,104689526
2016,91236408,104725043
2016,91233999,104722856
2016,91235290,104724020
2016,91236493,104725113
2016,91237757,104726219
2016,91237759,104726221
2016,91237760,104726221
2016,91237762,104726223
2016,91234058,104722899
2016,91235332,104724060
2016,91236553,104725172
2016,91240345,104728561
2016,91240411,104728620
2016,91225607,104715035
2016,91226853,104716188
2016,91189498,104683735
2016,91199894,104692658
2016,91201200,104693774
2016,91184228,104679179
2016,91188262,104682667
2016,91198651,104691578
2016,91198658,104691585
2016,91201318,104693888
2016,91181921,104677025
2016,91200076,104692808
2016,91200078,104692810
2016,91184423,104679353
2016,91185660,104680483
2016,91200117,104692841
2016,91180918,104676072
