offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,ff_line_number,age_range_low_num,age_range_high_num
42384427,37739925,1,4,,M,0,,,,
42384428,37739926,1,5,54,F,2,,,,
42384429,37739927,1,5,38,M,1,,,,
42384430,37739928,1,5,22,M,2,,,,
42384431,37739929,1,4,,M,0,,,,
42384432,37739930,1,5,18,F,1,,,,
42384434,37739931,2,5,18,M,1,,,,
42384433,37739931,1,5,18,F,1,,,,
42384436,37739932,2,5,50,M,1,,,,
42384435,37739932,1,5,44,F,1,,,,
42387985,37742757,1,4,,M,0,,,,
42387986,37742758,1,4,,M,0,,,,
42387987,37742759,1,5,12,F,2,,,,
42387989,37742760,2,5,21,F,1,,,,
42387988,37742760,1,5,43,F,1,,,,
42387990,37742761,1,5,16,M,2,,,,
42387991,37742762,1,5,34,M,2,,,,
42387992,37742763,1,5,41,F,2,,,,
42387993,37742764,1,4,,M,0,,,,
42387994,37742765,1,5,34,M,2,,,,
42387995,37742766,1,4,,M,0,,,,
42387996,37742767,1,4,,M,0,,,,
42387997,37742768,1,5,37,M,1,,,,
42387998,37742769,1,5,46,M,1,,,,
42387999,37742770,1,5,36,F,2,,,,
42388000,37742771,1,5,39,M,1,,,,
42388001,37742772,1,4,,M,0,,,,
42388002,37742773,1,4,,M,0,,,,
42386194,37741730,1,5,26,M,1,,,,
42386195,37741731,1,5,34,M,1,,,,
42386196,37741732,1,5,38,M,1,,,,
42386197,37741733,1,4,,M,0,,,,
42386198,37741734,1,4,,M,0,,,,
42386199,37741735,1,5,38,M,1,,,,
42386200,37741736,1,4,,M,0,,,,
42386201,37741737,1,4,,M,0,,,,
42386202,37741738,1,5,38,M,1,,,,
42386203,37741739,1,5,48,M,1,,,,
42386204,37741740,1,5,38,M,1,,,,
42386205,37741741,1,5,23,F,1,,,,
42386206,37741742,1,5,24,M,1,,,,
42386207,37741743,1,4,,M,1,,,,
42386208,37741744,1,4,,M,0,,,,
42386209,37741745,1,4,,M,0,,,,
42386210,37741746,1,4,,M,0,,,,
42386211,37741747,1,5,20,M,1,,,,
42386212,37741748,1,5,50,F,1,,,,
42386213,37741749,1,5,15,F,2,,,,
42386215,37741750,2,5,22,M,1,,,,
42386214,37741750,1,5,27,M,1,,,,
42386216,37741751,1,4,,M,0,,,,
42386217,37741752,1,5,23,F,2,,,,
