suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,67261569,0.5,1,4528086
5,67261578,1,11,4528087
5,67261609,1,11,4528088
12,67261611,1,11,4528089
5,67252198,4,1,4528135
5,67252208,3,1,4528136
8,67252212,2,9,4528137
16,67252241,7,1,4528138
5,67252250,4,1,4528139
5,67252261,1,1,4528140
5,67253446,4,1,4528142
8,67253456,10,9,4528143
15,67253475,2,9,4528144
15,67224358,1,9,4528162
5,67224372,1,11,4528163
5,67225613,4.49,3,4528165
8,67225622,2.5,9,4528166
5,67225631,0,3,4528167
5,67225635,4.5,1,4528168
16,67213407,4,9,4528188
8,67213419,1,11,4528189
5,67213437,6,3,4528190
5,67213448,1.5,3,4528191
16,67213459,3,9,4528192
8,67215909,8,9,4528194
2,67215910,0.2,1,4528195
5,67215912,1,11,4528196
5,67224431,4,3,4528221
5,67224451,6,1,4528222
12,67225642,3.1,1,4528226
5,67225644,3.4,1,4528227
5,67225654,17.6,1,4528228
5,67225668,0.7,1,4528229
1,67225697,0.6,1,4528230
15,67225699,1,11,4528231
5,67225704,4.9,1,4528232
2,67225715,0.5,1,4528233
15,67213505,32,9,4528257
5,67213514,10,1,4528258
15,67213528,28,9,4528259
16,67225741,1,11,4528307
5,67212392,1.2,3,4528332
5,67244887,35,1,4532539
16,67244897,4,9,4532540
5,67244903,1,1,4532541
5,67244909,4,1,4532542
14,67244918,25,9,4532543
15,67244920,2,9,4532544
5,67244921,3,1,4532545
12,67244925,6,1,4532546
8,67244941,2,9,4532547
5,67231538,0.53,3,4532561
5,67231555,0.4,1,4532562
5,67231589,1.6,1,4532563
1,67370618,3.5,1,4532734
5,67370627,29.6,1,4532735
6,67370638,2,9,4532736
5,67370644,3,1,4532737
12,67370659,0.1,1,4532738
12,67377804,1.7,3,4532760
12,67377812,0.5,5,4532761
5,67377820,664,1,4532762
5,67377837,0.01,1,4532763
8,67377845,9,9,4532764
5,67377847,2.698,1,4532765
5,67364803,1,1,4532785
5,67316708,0,1,4537036
8,67316711,0,1,4537037
5,67316712,0,1,4537038
12,67316713,3.003,1,4537039
12,67316714,0,1,4537040
1,67316715,0,1,4537041
5,67316717,0,1,4537042
13,67316718,240.24,1,4537043
12,67316720,0,1,4537044
5,67316722,0,1,4537045
6,67316725,4.004,1,4537046
5,67316726,0,1,4537047
12,67316727,0,1,4537048
5,67316742,1,11,4537049
1,67316772,0.3,1,4537050
16,67304687,2,9,4537077
5,67308287,1,1,4537103
8,67308304,14.4,1,4537104
5,67308306,3,1,4537105
5,67308310,8,1,4537106
5,67315625,0.5,1,4537152
5,67316828,10,1,4537153
16,67308345,11,9,4537255
17,67308365,1,11,4537256
5,67423430,2,1,4541441
17,67423440,1,9,4541442
15,67423444,1,1,4541443
5,67423460,0.22,3,4541444
5,67423462,0.04,3,4541445
5,67423487,14.3,1,4541446
5,67424652,1,11,4541447
17,67424678,0,1,4541448
17,67424679,0,1,4541449
8,67424684,3,9,4541450
5,67424686,0.01,1,4541451
5,67430876,1,3,4541544
8,67432238,1,9,4541550
12,67426032,1,1,4541590
5,67426037,1,3,4541591
5,67438450,1,1,4541622
5,67424936,0.5,3,4541643
5,67424947,1,1,4541644
12,67438497,1,1,4541691
12,67438531,1,1,4541692
12,67424993,1,1,4541711
1,67483546,31.9,1,4545963
12,67516553,0.4,1,4546136
1,67516580,3,1,4546137
17,67516587,0,,4546138
17,67500723,0,,4546150
5,67500727,8.2,1,4546151
17,67500734,0,,4546152
1,67500749,0.6,1,4546153
1,67500753,11.6,1,4546154
8,67604296,1,9,4550354
5,67596218,1,11,4550389
5,67596225,1,11,4550390
5,67596226,1,11,4550391
12,67604378,0.4,1,4550426
12,67604435,1,3,4550427
5,67596229,1,11,4550474
5,67596232,1,11,4550475
5,67596237,1,11,4550476
5,67596241,1,1,4550477
5,67596247,1,11,4550478
5,67596251,1,11,4550479
5,67596258,0.25,3,4550480
5,67596263,0,3,4550481
4,67565277,24,9,4550574
5,67565321,1,1,4550575
1,67555977,0.5,1,4550612
13,67555994,1,9,4550613
5,67223366,3.8,3,4528380
5,67223375,7.6,1,4528381
16,67224623,2,9,4528385
5,67224643,12,4,4528386
5,67212414,0.2,3,4528425
12,67224699,0.1,1,4528472
5,67224700,2.8,1,4528473
5,67224705,3,4,4528474
5,67216208,18,4,4528515
5,67216223,5.1,3,4528516
13,67216225,2,9,4528517
15,67223587,10,9,4528538
12,67212568,25,1,4528567
8,67212592,1,11,4528568
5,67212607,0.3,3,4528569
12,67212608,0.5,1,4528570
15,67212638,54,9,4528571
8,67216254,3,9,4528577
5,67216267,29.2,1,4528578
2,67216285,29,1,4528579
5,67216288,1.2,1,4528580
12,67216292,1.1,1,4528581
12,67216302,3.5,1,4528582
5,67216304,8.4,1,4528583
1,67223605,1,1,4528602
5,67212661,0.2,3,4528632
12,67212665,0.7,1,4528633
5,67369536,0.5,1,4532816
5,67369567,5,1,4532817
5,67369577,10,1,4532818
1,67369595,0.3,1,4532819
8,67370692,1,9,4532820
1,67370711,24,1,4532821
1,67377897,5,1,4532850
5,67377916,56,1,4532851
5,67377921,2.5,1,4532852
5,67369605,2,1,4532888
5,67369606,1,1,4532889
2,67369623,1.4,1,4532890
1,67369631,0.3,1,4532891
12,67369634,0,,4532892
8,67370753,12,9,4532893
5,67370760,0.01,3,4532894
12,67370792,1,1,4532895
12,67370816,1,1,4532896
12,67370819,1,1,4532897
5,67374333,100,1,4532910
12,67374337,0,,4532911
1,67374344,1,1,4532912
12,67374357,1,7,4532913
5,67376743,4,1,4532914
5,67364945,0.75,3,4532934
8,67364955,15,9,4532935
5,67364976,4,1,4532936
5,67364981,13,3,4532937
5,67364985,5,1,4532938
5,67369690,4,1,4532954
12,67369746,8,9,4532955
5,67369751,0.5,1,4532956
5,67374384,5,1,4532966
8,67374419,1,9,4532967
1,67374427,1,3,4532968
3,67374429,0.01,1,4532969
5,67364992,2,1,4532995
5,67364999,0.5,1,4532996
5,67365042,1,11,4532997
5,67369762,12,1,4533004
5,67369781,0.1,1,4533005
5,67373281,455,1,4533026
17,67375712,4,1,4533034
12,67375714,8,9,4533035
5,67375726,10,1,4533036
5,67375734,0.4,3,4533037
5,67379349,1.5,4,4533043
5,67379365,0.3,3,4533044
5,67379374,7.5,1,4533045
16,67380867,1.5,1,4533046
8,67380871,1,9,4533047
16,67380875,8,9,4533048
17,67380884,1,11,4533049
12,67380886,1,1,4533050
12,67380889,1,1,4533051
5,67363852,1,1,4533059
5,67315632,0.5,1,4537299
5,67315644,1,1,4537300
5,67315650,1,1,4537301
5,67315656,0.8,1,4537302
5,67315660,1.8,1,4537303
5,67315661,0.62,3,4537304
12,67315664,0,1,4537305
5,67315696,5,1,4537306
5,67307226,1.1,3,4537363
2,67307231,0.2,1,4537364
5,67307238,9,3,4537365
5,67307243,1,1,4537366
5,67308410,3,1,4537367
5,67308450,5,1,4537369
