agency_id,incident_id,nibrs_month_id,incident_number,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,ddocname,orig_format,ff_line_number,did
2244,63549574,5785784,20120000100,,,2012-01-01 00:00:00,R,0,6,,0,C,2012_01_DCMTP0000_20120000100_INC_NIBRS,,,
2244,63549575,5785784,20120008100,,,2012-01-01 00:00:00,R,13,6,,0,C,2012_01_DCMTP0000_20120008100_INC_NIBRS,,,
2244,63549576,5785784,20120009300,,,2012-01-01 00:00:00,R,18,6,,0,C,2012_01_DCMTP0000_20120009300_INC_NIBRS,,,
2244,63549577,5785784,20120010100,,,2012-01-01 00:00:00,R,21,6,,0,C,2012_01_DCMTP0000_20120010100_INC_NIBRS,,,
2244,63549578,5785784,20120016200,,,2012-01-02 00:00:00,R,15,6,,0,C,2012_01_DCMTP0000_20120016200_INC_NIBRS,,,
2244,63549579,5785784,20120019300,,,2012-01-02 00:00:00,R,18,6,,0,C,2012_01_DCMTP0000_20120019300_INC_NIBRS,,,
2244,63549580,5785784,20120020600,,,2012-01-02 00:00:00,R,21,6,,0,C,2012_01_DCMTP0000_20120020600_INC_NIBRS,,,
2244,63549581,5785784,20120023200,,,2012-01-03 00:00:00,R,7,6,,0,C,2012_01_DCMTP0000_20120023200_INC_NIBRS,,,
2244,63549582,5785784,20120029400,,,2012-01-03 00:00:00,R,15,6,,0,C,2012_01_DCMTP0000_20120029400_INC_NIBRS,,,
2244,63549583,5785784,20120031400,,,2012-01-03 00:00:00,R,18,6,,0,C,2012_01_DCMTP0000_20120031400_INC_NIBRS,,,
2244,63549584,5785784,20120032200,,,2012-01-03 00:00:00,R,18,4,2012-01-11 00:00:00,0,C,2012_01_DCMTP0000_20120032200_INC_NIBRS,,,
2244,63549585,5785784,20120033800,,,2012-01-03 00:00:00,R,21,6,,0,C,2012_01_DCMTP0000_20120033800_INC_NIBRS,,,
2244,63549586,5785784,20120033900,,,2012-01-03 00:00:00,R,22,6,,0,C,2012_01_DCMTP0000_20120033900_INC_NIBRS,,,
2244,63549587,5785784,20120041300,,,2012-01-04 00:00:00,R,12,4,2012-01-04 00:00:00,0,C,2012_01_DCMTP0000_20120041300_INC_NIBRS,,,
2244,63549588,5785784,20120043300,,,2012-01-04 00:00:00,R,15,6,,0,C,2012_01_DCMTP0000_20120043300_INC_NIBRS,,,
