suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,33832241,1.9,1,2032664
12,33835897,1.7,1,2032671
5,33835907,1.5,1,2032672
12,33835909,1.6,1,2032673
5,33835924,0.9,1,2032674
12,33835927,6.3,1,2032675
5,33835933,7.1,1,2032676
12,33835934,0.3,1,2032677
5,33838315,1.8,1,2032678
12,33838322,1.1,1,2032679
12,33841945,0.9,1,2032693
12,33841965,0.1,1,2032694
5,33841966,5,1,2032695
5,33829867,10.1,1,2032716
5,33829873,2.6,1,2032717
12,33829877,0.5,1,2032718
12,33829881,1.25,3,2032719
12,33829882,2.3,1,2032720
12,33838445,3.7,1,2032750
12,33838447,1,9,2032751
5,33845697,4.04,1,2032772
12,33845708,1.1,1,2032773
5,33845712,1.9,1,2032774
5,33845715,1,1,2032775
5,33845717,0.8,1,2032776
12,33845725,0.2,1,2032777
12,33829937,1,1,2032784
12,33838511,5.1,1,2032811
5,33838525,6.39,3,2032812
5,33838540,12.1,1,2032813
12,33828778,0.51,1,2032843
5,33828783,17.3,1,2032844
12,33828787,1.1,1,2032845
12,33828836,0.5,1,2032846
12,33831252,3.06,1,2032852
12,33837347,4.98,1,2032856
5,33837350,0.7,1,2032857
5,33837375,11.9,1,2032858
5,33837394,4.6,1,2032859
5,33837397,4.4,1,2032860
16,33843411,2,1,2032881
5,33828858,0.9,1,2032888
5,33828875,21.01,1,2032889
5,33828897,3.8,1,2032890
12,33828911,1.1,1,2032891
5,33828917,2.5,1,2032892
5,33831290,4.9,1,2032894
5,33831316,0.4,1,2032895
5,33834896,19.1,1,2032898
5,33834937,0,,2032899
5,33834953,1,1,2032900
5,33834964,7.8,1,2032901
5,33834967,3,1,2032902
12,33836228,0.7,1,2032903
5,33836231,0.185,3,2032904
5,33836234,0.095,3,2032905
5,33837399,3.2,1,2032906
12,33837436,43.1,1,2032907
12,33748050,1,11,2024321
5,33748079,118.7,1,2024322
12,33748102,1,11,2024323
5,33739661,35.9,1,2024386
12,33739694,0.5,1,2024387
12,33739695,1,11,2024388
5,33739705,21.3,1,2024504
12,33736340,1,11,2024553
5,33736353,0.2,1,2024554
12,33736357,1,11,2024555
5,33736366,1,11,2024556
5,33752217,15.7,1,2028467
5,33752221,1,11,2028468
5,33752233,3.7,1,2028469
5,33757044,0,,2028487
12,33757047,1,11,2028488
2,33757058,6,1,2028489
12,33757070,1,11,2028490
2,33751104,190.3,1,2028545
5,33751108,7,10,2028546
5,33816044,3.415,3,2028576
12,33816049,3.5,1,2028577
12,33816052,1.1,1,2028578
12,33817241,1.17,1,2028582
12,33817243,0.76,1,2028583
12,33817262,1.3,1,2028584
12,33817283,13.64,1,2028585
12,33817310,3.4,1,2028586
5,33825688,13.6,1,2028618
12,33825689,1,1,2028619
8,33825708,21,9,2028620
5,33825717,7.6,1,2028621
5,33825730,166.6,1,2028622
5,33825736,12,1,2028623
12,33809121,13.9,1,2028638
12,33809124,31.21,1,2028639
12,33809126,3.3,1,2028640
12,33809127,1.9,1,2028641
12,33809172,236.2,1,2028642
12,33811542,1.4,1,2028646
12,33811543,0.5,1,2028647
12,33813806,1.7,1,2028661
5,33813829,28.1,1,2028662
12,33813837,1.4,1,2028663
12,33813845,2.6,1,2028664
12,33813847,1.5,1,2028665
5,33813855,0.97,1,2028666
5,33819717,1,1,2028671
12,33819720,0.67,1,2028672
12,33819737,1,1,2028673
12,33819747,19.1,1,2028674
12,33819751,0.7,1,2028675
12,33819752,146,1,2028676
5,33819756,4,1,2028677
12,33819759,8.14,1,2028678
5,33819787,2.33,1,2028679
12,33822143,1,9,2028686
8,33822146,19,9,2028687
12,33822192,0.5,1,2028688
12,33825811,0.4,1,2028695
5,33825828,10.4,1,2028696
12,33825829,2.2,1,2028697
12,33825831,6.7,1,2028698
12,33812744,1.25,1,2028724
12,33812752,58.3,1,2028725
5,33812762,11,10,2028726
5,33813865,4.83,1,2028727
12,33813867,1,1,2028728
12,33813884,1,1,2028729
12,33815005,3.1,1,2028731
5,33815021,1,9,2028732
12,33815033,1,1,2028733
12,33815056,1.5,1,2028734
5,33815060,2.71,1,2028735
5,33843485,3.5,1,2032925
7,33843517,1,9,2032926
12,33828925,2.63,1,2032939
12,33828935,1,1,2032940
5,33828937,0,,2032941
12,33828938,0.3,1,2032942
5,33828949,12.4,1,2032943
5,33828963,1,11,2032944
12,33828966,0.9,1,2032945
12,33828968,1,1,2032946
5,33828987,1,1,2032947
5,33831346,30,1,2032952
12,33831358,6.5,1,2032953
12,33831366,0.3,1,2032954
12,33836280,0.4,1,2032961
12,33836293,0,,2032962
5,33836318,7.1,1,2032963
17,33837481,1,11,2032966
12,33837513,1.5,1,2032967
5,33837520,6.2,1,2032968
12,33837536,0.2,1,2032969
12,33837540,3,1,2032970
12,33827865,1.8,1,2032998
5,33829029,2,1,2032999
12,33829035,0.5,1,2033000
5,33837568,2.2,1,2033006
5,33837597,9,10,2033007
8,33827877,5473,9,2033030
5,33827902,1,1,2033031
5,33827920,1.5,1,2033032
5,33827921,0.5,1,2033033
5,33827928,0.03,1,2033034
12,33836479,0.055,3,2033046
5,33836485,5.3,1,2033047
5,33836492,1.8,1,2033048
5,33838861,2.5,1,2033053
5,33838866,11.4,1,2033054
5,33838888,1,9,2033055
5,33838916,2.4,1,2033056
12,33842493,1,1,2033064
12,33842511,9.8,1,2033065
12,33842515,2.4,1,2033066
5,33846168,1,10,2033069
5,33846174,15.1,1,2033070
5,33846180,59.1,1,2033071
5,33830408,2,1,2033091
5,33830413,1.385,3,2033092
12,33830414,1.9,1,2033093
5,33838949,2.33,3,2033114
5,33838981,10,1,2033115
12,33842551,3.1,1,2033122
12,33846189,3.32,1,2033131
5,33846210,12.4,1,2033132
12,33846230,0.01,1,2033133
12,33846243,0.5,1,2033134
5,33846263,0.09,1,2033135
5,33835329,3.5,1,2033160
5,33739794,4.3,1,2024599
5,33739799,0,,2024600
12,33739802,0,,2024601
5,33739805,120,1,2024602
5,33741039,1,11,2024605
5,33747097,4.2,1,2024642
5,33747104,2.1,1,2024643
8,33731652,6,9,2024652
12,33741062,1,11,2024684
5,33747113,12.1,1,2024714
12,33748393,1.2,1,2024726
5,33735383,33.2,1,2024749
5,33737576,2.5,1,2024753
5,33737581,0,,2024754
5,33737583,15.1,1,2024755
5,33737584,6.2,1,2024756
5,33737592,1.7,1,2024757
12,33737613,8.2,1,2024758
5,33737621,7,1,2024759
