"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2018,115114044,118457652,3,35001456
2018,115114098,118457704,17,35001471
2018,115117823,118451394,5,35001505
2018,115114213,118451394,24,34992380
2018,115114583,118451645,3,34992473
2018,115114435,118451542,18,35001618
2018,115114435,118458052,18,35001620
2018,115117989,118451573,16,35001632
2018,115114601,118458210,25,35001685
2018,115114601,118451649,21,35001686
2018,115114605,118458210,21,35001689
2018,115114605,118451649,25,34992488
2018,115114655,118451675,18,34992494
2018,115114890,118451779,16,34992520
2018,115114937,118451797,3,35001796
2018,115114947,118451809,21,34992531
2018,115115012,118458602,1,35001810
2018,115115012,118458600,1,35001809
2018,115115012,118458603,1,35001811
2018,115115124,118458722,17,35001856
2018,115115151,118458757,3,35001862
2018,115115161,118451895,18,35001866
2018,115115161,118451896,18,35001868
2018,115115161,118458764,18,34992570
2018,115115216,118458843,16,34992577
2018,115115219,118458843,16,35001893
2018,115115308,118458934,18,35001934
2018,115115307,118458934,18,35001933
2018,115118421,118459098,25,34992622
2018,115118421,118459099,3,35001998
2018,115118423,118459098,3,34992623
2018,115118423,118459099,25,35002000
2018,115115555,118459202,26,35002029
2018,115115578,118459226,3,35002057
2018,115118483,118459275,18,35002072
2018,115115727,118459402,18,35002118
2018,115115783,118452171,3,35002143
2018,115118567,118459484,3,34992707
2018,115116006,118459734,3,35002242
2018,115116022,118452275,17,35002248
2018,115116047,118459778,24,35002259
2018,115116047,118459777,24,35002258
2018,115116113,118459844,15,35002268
2018,115118725,118459844,18,35002269
2018,115121163,118459886,9,35002290
2018,115121177,118459904,17,34992780
2018,115118783,118452384,16,34992796
2018,115121341,118452424,1,34992813
2018,115121364,118452448,18,35002376
2018,115121367,118452448,18,35002377
2018,115118872,118452454,18,34992822
2018,115121537,118452530,16,35002444
2018,115121619,118460368,21,35002493
2018,115122270,118452857,3,35002784
2018,115119378,118461120,18,35002817
2018,115122394,118461141,16,34993049
2018,115122393,118461140,18,35002827
2018,115119390,118461140,18,34993051
2018,115122396,118461140,18,34993050
2018,115122392,118461140,18,35002826
2018,115122398,118461140,18,35002829
2018,115119388,118461140,18,35002828
2018,115119428,118461221,5,35002854
2018,115122505,118461243,18,35002865
2018,115122522,118452974,3,35002871
2018,115122568,118452990,9,34993086
2018,115122676,118461404,21,35002937
2018,115119539,118461431,1,34993117
2018,115124288,118463241,9,34993228
2018,115124386,118453913,21,34993247
2018,115124382,118453913,5,34993246
2018,115124713,118463702,16,35003274
2018,115124713,118463701,5,35003273
2018,126681300,131035540,3,39370150
2018,115115196,118458823,26,35001882
2018,115115493,118459144,18,35002009
2018,115115543,118459192,18,34992634
2018,115115570,118452068,3,35002045
2018,115118529,118459361,1,34992691
2018,115116003,118459732,15,35002239
2018,115116024,118459758,1,34992756
2018,115121467,118460215,13,35002413
2018,115121523,118460274,9,35002440
2018,115118981,118460350,24,35002486
2018,115118981,118452555,24,35002482
2018,115118981,118460345,7,35002484
2018,115118981,118460348,24,35002485
2018,115122246,118461015,1,35002772
2018,115122250,118461014,18,35002775
2018,115119335,118461014,18,35002773
2018,115122248,118461014,18,35002774
2018,115119340,118461028,18,34993032
2018,115119340,118461027,18,35002778
2018,115119340,118461025,18,35002777
2018,115122296,118461065,15,35002796
2018,115122296,118461064,15,35002795
2018,115122325,118461082,5,35002807
2018,115124708,118463693,19,35003265
2018,115115994,118452257,1,35002234
2018,115118678,118452269,16,35002245
2018,115116123,118452328,21,35002271
2018,115121160,118459883,5,34992778
2018,115118741,118459883,21,35002286
2018,115121157,118459883,5,35002284
2018,115121175,118459899,14,35002299
2018,115118786,118459977,26,35002323
2018,115121366,118452447,15,34992821
2018,115121395,118460138,21,35002384
2018,115121455,118460203,16,35002410
2018,115121471,118460220,16,35002415
2018,115121528,118452525,9,35002441
2018,115121656,118460401,18,34992892
2018,115119012,118460401,18,35002512
