"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
18372016,1837,2016,"CO0020100","CO0020100","","N","N",,"I","ALAMOSA","ALAMOSA","Alamosa","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",9927,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,2,23,2,2,4,0,0,01-JAN-92,01-JAN-12,01-AUG-12,01-MAR-15,01-FEB-16,01-MAR-15,"N","ALAMOSA","Non-MSA","Y","Y","Y"
18372016,1837,2016,"CO0020100","CO0020100","","N","N",,"I","ALAMOSA","ALAMOSA","Alamosa","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",9927,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,2,23,2,2,4,0,0,01-JAN-92,01-JAN-12,01-AUG-12,01-MAR-15,01-FEB-16,01-MAR-15,"N","ALAMOSA","Non-MSA","Y","N","Y"
18382016,1838,2016,"CO0020200","CO0020200","","N","N",,"I","ADAMS STATE UNIVERSITY","ADAMS STATE COLLEGE","Adams State University","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,1,1,2,0,0,01-JAN-92,01-JUL-97,01-DEC-13,01-MAR-14,01-JAN-16,01-FEB-14,"N","ALAMOSA","Non-MSA","Y","Y","Y"
18392016,1839,2016,"CO0030000","CO0030000","","N","N",,"I","ARAPAHOE","ARAPAHOE","Arapahoe","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",96371,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",191,129,320,35,160,195,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18402016,1840,2016,"CO0030100","CO0030100","","N","N",,"I","ENGLEWOOD","ENGLEWOOD","Englewood","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",33657,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",62,7,69,9,22,31,0,0,01-JAN-92,01-JAN-92,01-FEB-11,01-FEB-14,01-JAN-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18412016,1841,2016,"CO0030200","CO0030200","","N","N",,"I","LITTLETON","LITTLETON","Littleton","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",47288,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",61,4,65,9,21,30,0,0,01-JAN-92,01-JAN-11,01-FEB-11,01-FEB-14,01-JAN-16,01-APR-13,"N","DOUGLAS; JEFFERSON; ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18422016,1842,2016,"CO0030300","CO0030300","","N","N",,"I","SHERIDAN","SHERIDAN","Sheridan","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",6113,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",29,0,29,2,3,5,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18432016,1843,2016,"CO0030400","CO0030400","","N","N",,"I","GLENDALE","GLENDALE","Glendale","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",5396,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,2,23,4,9,13,0,0,01-JAN-92,01-JAN-97,01-APR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18442016,1844,2016,"CO0030500","CO0030500","","N","N",,"I","CHERRY HILLS VILLAGE","CHERRY HILLS VILLAGE","Cherry Hills Village","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",6649,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",19,4,23,4,1,5,0,0,01-JAN-92,01-JAN-97,01-SEP-12,01-FEB-14,01-JAN-16,01-FEB-14,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18452016,1845,2016,"CO0030600","CO0030600","","N","N",,"I","BOW MAR","BOW MAR","Bow Mar","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",961,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",3,0,3,0,0,0,0,0,01-JAN-92,01-JAN-97,01-SEP-03,01-APR-14,01-JAN-16,01-FEB-14,"N","JEFFERSON; ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18462016,1846,2016,"CO0030700","CO0030700","","N","N",,"I","GREENWOOD VILLAGE","GREENWOOD VILLAGE","Greenwood Village","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",16024,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",54,5,59,9,21,30,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-OCT-14,01-JAN-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18472016,1847,2016,"CO0030800","CO0030800","","N","N",,"I","COLUMBINE VALLEY","COLUMBINE VALLEY","Columbine Valley","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1381,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,1,0,1,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-FEB-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18482016,1848,2016,"CO0030900","CO0030900","","N","N",,"I","ARAPAHOE COMM COLLEGE","ARAPAHOE COMM COLLEGE","Arapahoe Community College","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,0,4,4,0,0,01-JAN-92,01-JAN-97,01-JUN-03,01-APR-14,01-JAN-16,01-APR-14,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","N","Y"
18482016,1848,2016,"CO0030900","CO0030900","","N","N",,"I","ARAPAHOE COMM COLLEGE","ARAPAHOE COMM COLLEGE","Arapahoe Community College","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,0,4,4,0,0,01-JAN-92,01-JAN-97,01-JUN-03,01-APR-14,01-JAN-16,01-APR-14,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18492016,1849,2016,"CO0031100","CO0031100","","N","N",,"I","CENTENNIAL","CENTENNIAL","Centennial","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",111479,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,000","2","Cities from 100,000 thru 249,000","Y",1,"R","Y",118,5,123,19,29,48,0,0,01-JAN-92,01-JAN-02,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18522016,1852,2016,"CO0040000","CO0040000","","N","N",,"I","ARCHULETA","ARCHULETA","Archuleta","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",10643,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",11,11,22,3,8,11,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","ARCHULETA","Non-MSA","Y","Y","Y"
18532016,1853,2016,"CO0040100","CO0040100","","N","N",,"I","PAGOSA SPRINGS","PAGOSA SPRINGS","Pagosa Springs","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1763,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,1,1,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-FEB-14,"N","ARCHULETA","Non-MSA","Y","Y","Y"
18552016,1855,2016,"CO0050000","CO0050000","","N","N",,"I","BACA","BACA","Baca","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",1578,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",4,2,6,0,6,6,0,0,01-JAN-92,01-JAN-97,01-NOV-03,01-FEB-14,01-JAN-16,01-APR-13,"N","BACA","Non-MSA","Y","Y","Y"
18562016,1856,2016,"CO0050100","CO0050100","","N","N",,"I","SPRINGFIELD","SPRINGFIELD","Springfield","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1385,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-92,01-JAN-03,01-AUG-04,01-OCT-14,01-JAN-16,01-APR-13,"N","BACA","Non-MSA","Y","Y","Y"
18582016,1858,2016,"CO0050300","CO0050300","","N","N",,"I","CAMPO","CAMPO","Campo","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",104,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-92,01-MAR-09,01-MAR-09,01-FEB-14,01-FEB-16,01-FEB-14,"N","BACA","Non-MSA","Y","Y","Y"
18592016,1859,2016,"CO0050700","CO0050700","","N","N",,"I","WALSH","WALSH","Walsh","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",512,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",0,0,0,1,0,1,0,0,01-JAN-92,01-OCT-04,01-NOV-04,01-MAY-14,01-FEB-16,01-MAY-14,"N","BACA","Non-MSA","Y","N","Y"
18592016,1859,2016,"CO0050700","CO0050700","","N","N",,"I","WALSH","WALSH","Walsh","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",512,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",0,0,0,1,0,1,0,0,01-JAN-92,01-OCT-04,01-NOV-04,01-MAY-14,01-FEB-16,01-MAY-14,"N","BACA","Non-MSA","Y","Y","Y"
18602016,1860,2016,"CO0060000","CO0060000","","N","N",,"I","BENT","BENT","Bent","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",5703,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,5,17,1,9,10,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","BENT","Non-MSA","Y","Y","Y"
18622016,1862,2016,"CO0070000","CO0070000","","N","N",,"I","BOULDER","BOULDER","Boulder","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",60967,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",167,59,226,44,103,147,0,0,01-JAN-92,01-JAN-15,01-FEB-15,01-FEB-15,01-JAN-16,01-FEB-15,"N","BOULDER","Boulder, CO","Y","Y","Y"
18632016,1863,2016,"CO0070100","CO0070100","","N","N",,"I","BOULDER","BOULDER","Boulder","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",109189,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,000","2","Cities from 100,000 thru 249,000","Y",1,"R","Y",140,33,173,36,58,94,0,0,01-JAN-92,01-JAN-10,01-JUN-10,01-FEB-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18652016,1865,2016,"CO0070300","CO0070300","","N","N",,"I","LAFAYETTE","LAFAYETTE","Lafayette","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",28421,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",32,2,34,6,8,14,0,0,01-JAN-92,01-JAN-11,01-JUN-12,01-FEB-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18662016,1866,2016,"CO0070400","CO0070400","","N","N",,"I","LONGMONT","LONGMONT","Longmont","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",93268,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,000","3","Cities from 50,000 thru 99,000","N",2,"R","Y",114,17,131,23,50,73,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","WELD; BOULDER","Boulder, CO; Greeley, CO","Y","Y","Y"
18672016,1867,2016,"CO0070500","CO0070500","","N","N",,"I","UNIV OF CO: BOULDER","UNIV OF CO: BOULDER","University of Colorado:","Boulder","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",33,17,50,5,19,24,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18682016,1868,2016,"CO0070600","CO0070600","","N","N",,"I","LOUISVILLE","LOUISVILLE","Louisville","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",20814,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",30,0,30,2,6,8,0,0,01-JAN-92,01-JAN-12,01-DEC-12,01-MAR-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18702016,1870,2016,"CO0070800","CO0070800","","N","N",,"I","NEDERLAND","NEDERLAND","Nederland","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1534,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JAN-92,01-JAN-15,01-NOV-15,01-NOV-15,01-JAN-16,01-NOV-15,"N","BOULDER","Boulder, CO","Y","Y","Y"
18712016,1871,2016,"CO0080000","CO0080000","","N","N",,"I","CHAFFEE","CHAFFEE","Chaffee","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",10519,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",19,15,34,1,19,20,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-FEB-14,"N","CHAFFEE","Non-MSA","Y","Y","Y"
18722016,1872,2016,"CO0080100","CO0080100","","N","N",,"I","BUENA VISTA","BUENA VISTA","Buena Vista","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",2790,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,1,1,2,0,0,01-JAN-92,01-JAN-97,01-JAN-04,01-APR-14,01-JAN-16,01-APR-13,"N","CHAFFEE","Non-MSA","Y","Y","Y"
18732016,1873,2016,"CO0080200","CO0080200","","N","N",,"I","SALIDA","SALIDA","Salida","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",5516,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,0,15,0,2,2,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","CHAFFEE","Non-MSA","Y","Y","Y"
18742016,1874,2016,"CO0090000","CO0090000","","N","N",,"I","CHEYENNE","CHEYENNE","Cheyenne","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",1828,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,1,6,0,3,3,0,0,01-JAN-92,01-JAN-97,01-APR-03,01-JAN-15,01-JAN-16,01-APR-13,"N","CHEYENNE","Non-MSA","Y","Y","Y"
18762016,1876,2016,"CO0100000","CO0100000","","N","N",,"I","CLEAR CREEK","CLEAR CREEK","Clear Creek","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",6561,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",28,24,52,1,20,21,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","CLEAR CREEK","Denver-Aurora-Lakewood, CO","Y","Y","Y"
