"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,103925861,4
2017,103926200,5
2017,103926536,4
2017,103926545,5
2017,103926789,5
2017,103926778,7
2017,103927503,5
2017,103927577,4
2017,103929311,4
2017,103930101,5
2017,103930910,4
2017,103930940,4
2017,103931183,5
2017,103931188,5
2017,103934532,4
2017,103934581,4
2017,103936465,5
2017,103936471,5
2017,103938987,5
2017,103939021,5
2017,103939075,5
2017,103939068,5
2017,103939544,4
2017,103939825,4
2017,98627545,5
2017,98630527,4
2017,98631041,5
2017,98632239,4
2017,98632910,5
2017,98632898,5
2017,98633260,5
2017,98633543,4
2017,98634130,4
2017,98635640,5
2017,98635672,4
2017,98635884,4
2017,98636077,5
2017,98636467,5
2017,98637036,6
2017,98637038,6
2017,98639211,4
2017,100747861,5
2017,100748085,4
2017,100749519,4
2017,100750311,6
2017,100752465,4
2017,100753264,4
2017,100753698,5
2017,100753911,4
2017,100754235,4
2017,100754317,4
2017,100755604,4
2017,100755638,4
2017,100755756,5
2017,100755766,5
2017,100756640,2
2017,100756640,4
2017,100758231,4
2017,100758225,4
2017,100773649,4
2017,100774393,5
2017,100774513,4
2017,100775480,4
2017,100776564,4
2017,100776614,4
2017,100776991,4
2017,100777531,4
2017,100777778,5
2017,100778081,5
2017,100780026,4
2017,100781477,4
2017,100783235,5
2017,100785326,4
2017,100787945,5
2017,100790666,5
2017,100790658,4
2017,100791008,5
2017,100792641,4
2017,100795628,4
2017,100795623,4
2017,100796248,4
2017,100797149,6
2017,100798656,5
2017,100799597,5
2017,100799599,4
2017,100801135,5
2017,100818935,5
2017,100818933,5
2017,100819292,4
2017,100819712,4
2017,100820358,5
2017,100838916,5
2017,100838997,5
2017,100839053,2
2017,100840172,4
2017,100840232,5
2017,100840736,5
2017,100843300,4
2017,100843559,6
2017,100850684,6
2017,100851783,4
2017,100853424,4
2017,100853731,4
2017,100855374,5
2017,100855656,4
2017,100855807,4
2017,100857624,5
2017,100858051,5
2017,100858263,4
2017,100859471,5
2017,100860793,4
2017,100861323,4
2017,100862491,4
2017,100863848,5
2017,100864491,4
2017,100864491,2
2017,100145154,5
2017,100230460,5
2017,100230468,5
2017,100243375,4
2017,100230475,5
2017,100233124,4
2017,100233442,4
2017,100235441,4
2017,100235812,4
2017,100238137,4
2017,100110658,4
2017,100111411,4
2017,100112979,4
2017,100113070,4
2017,100114033,5
2017,100117260,4
2017,100117367,4
2017,100117620,5
2017,100117659,4
2017,100120329,4
2017,100121656,5
2017,100121731,5
2017,100122670,6
2017,100123005,4
2017,100123670,5
2017,100123735,4
2017,100123899,4
2017,100125586,4
2017,100126154,5
2017,100126151,4
2017,100126147,5
2017,100127299,4
2017,100128444,4
2017,100128446,5
2017,100137021,4
2017,100137719,4
2017,100137733,4
2017,100137749,4
2017,100138788,4
2017,100140131,4
2017,100140228,4
2017,100140376,5
2017,100140546,5
2017,100140951,4
2017,100143950,4
2017,100144405,4
2017,100147456,5
2017,100147869,5
2017,100148049,4
2017,100148092,4
2017,100148265,4
2017,100148381,5
2017,100148387,4
2017,100149836,4
2017,100150281,4
2017,100150671,5
2017,100150669,5
2017,100150667,5
2017,100150701,4
2017,100150958,5
