suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,7558467,1,11,326560
5,7558470,1,11,326561
5,7558480,1,11,326562
1,7558490,1,11,326563
5,7558491,1,11,326564
5,7559748,1,11,326565
5,7559755,1,11,326566
5,7559760,1,11,326567
12,7559782,1,11,326568
5,7556134,1,1,326569
5,7556135,0.075,1,326570
5,7556136,0.05,3,326571
5,7556137,0.05,3,326572
5,7556138,0.075,3,326573
5,7556139,0.05,3,326574
5,7556140,1,1,326575
5,7556141,0.075,3,326576
5,7556142,1,11,326577
5,7556143,2,1,326578
13,7556144,1,11,326579
5,7556145,0.005,3,326580
5,7556146,0.025,3,326581
5,7556147,1,11,326582
5,7556148,0.002,1,326583
5,7556149,0.002,1,326584
5,7556150,1,11,326585
12,7556151,0.001,1,326586
5,7556152,5,1,326587
5,7556153,1,1,326588
8,7556154,0.075,1,326589
5,7556155,3,1,326590
5,7556156,1,1,326591
5,7556157,1,1,326592
5,7556158,4,1,326593
5,7556159,1,1,326594
5,7556162,3,1,326595
5,7556163,1,1,326596
5,7556164,2,1,326597
5,7556165,1,1,326598
5,7556166,0.05,1,326599
5,7556167,12.009,1,326600
5,7556168,2,1,326601
5,7556169,1,11,326602
5,7556170,2,1,326603
5,7556171,3,1,326604
12,7556172,2,1,326605
5,7556173,8,1,326606
5,7556174,4,1,326607
5,7556175,1,11,326608
5,7556178,1,11,326609
5,7556188,1,11,326610
5,7556189,1,11,326611
5,7556190,1,11,326612
5,7556191,1,11,326613
5,7557285,1,11,326614
5,7557291,1,11,326615
5,7557300,1,11,326616
5,7557308,1,11,326617
5,7557330,1,11,326618
5,7558590,1,11,326619
5,7559802,1,11,326620
1,7559803,1,11,326621
5,7559807,1,11,326622
12,7559812,1,11,326623
5,7559831,1,11,326624
5,7559847,1,11,326625
8,7556201,1,11,326626
5,7556211,1,11,326627
5,7556217,1,11,326628
5,7556224,1,11,326629
5,7556228,1,11,326630
11,7556232,1,11,326631
11,7556233,1,11,326632
5,7556242,1,11,326633
5,7556256,1,11,326634
5,7556260,1,11,326635
5,7556265,1,11,326636
5,7557374,1,11,326637
5,7557379,1,11,326638
5,7557380,1,11,326639
5,7557387,1,11,326640
16,7557388,1,11,326641
5,7558633,1,11,326642
5,7558671,1,11,326643
5,7558675,1,11,326644
5,7558677,1,11,326645
12,7559915,1,11,326646
11,7556276,1,11,326647
5,7556277,1,11,326648
5,7556278,1,11,326649
5,7556296,1,11,326650
5,7556299,1,11,326651
5,7556307,1,11,326652
2,7556308,1,11,326653
5,7556314,1,11,326654
1,7556317,1,11,326655
5,7556347,1,11,326656
11,7556348,1,11,326657
5,7557453,1,11,326658
5,7557468,1,11,326659
5,7559945,1,11,326660
5,7559960,1,11,326661
5,7560007,1,11,326662
5,7560009,1,11,326663
5,7556355,1,11,326664
5,7556372,1,11,326665
5,7556375,1,11,326666
5,7556376,1,11,326667
5,7556379,1,11,326668
5,7556381,1,11,326669
5,7556389,1,11,326670
5,7556390,1,11,326671
5,7556396,1,11,326672
5,7556399,1,11,326673
5,7556407,1,11,326674
5,7556408,1,11,326675
5,7556410,1,11,326676
5,7556412,1,11,326677
5,7557558,1,11,326678
5,7557576,1,11,326679
5,7557580,1,11,326680
5,7558790,1,11,326681
5,7560060,1,11,326682
12,7560061,1,11,326683
5,7560070,1,11,326684
5,7556431,1,11,326685
11,7556439,1,11,326686
1,7556452,1,11,326687
5,7556455,1,11,326688
5,7556462,1,11,326689
5,7556463,1,11,326690
5,7556468,1,11,326691
5,7556477,1,11,326692
5,7556478,1,11,326693
5,7556482,1,11,326694
5,7556491,1,11,326695
11,7556493,1,11,326696
5,7556494,1,11,326697
5,7557618,1,11,326698
5,7557637,1,11,326699
5,7557654,1,11,326700
5,7560097,1,11,326701
1,7560105,1,11,326702
2,7560108,1,11,326703
16,7560109,1,11,326704
17,7560110,1,11,326705
2,7560125,1,11,326706
5,7560138,1,11,326707
1,7560171,1,11,326708
5,7556500,1,11,326709
5,7556504,1,11,326710
5,7556509,1,11,326711
5,7556511,1,11,326712
5,7556514,1,11,326713
5,7556522,1,11,326714
5,7556526,1,11,326715
5,7556534,1,11,326716
5,7556542,1,11,326717
5,7556544,1,11,326718
5,7556548,1,11,326719
5,7556561,1,11,326720
5,7556573,1,11,326721
5,7557710,1,11,326722
5,7557713,1,11,326723
5,7558928,1,11,326724
5,7558940,1,11,326725
5,7558941,1,11,326726
1,7560173,1,11,326727
5,7560176,1,11,326728
1,7560190,1,11,326729
1,7560191,1,11,326730
5,7560197,1,11,326731
5,7560198,1,11,326732
5,7560230,1,11,326733
