offense_id,incident_id,offense_type_id,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,ff_line_number
39691967,36615780,7,C,18,,,
39697511,36615781,21,C,20,,,
39685527,36615782,28,C,20,,,
39685528,36615782,16,C,20,,,
39685529,36615782,35,C,20,,,
39685530,36615783,7,C,13,,,
39685486,36615784,51,C,20,,,
39695408,36615785,21,C,20,,,
39697638,36615786,7,C,20,,,
39702682,36615787,41,C,20,,,
39702683,36615787,46,C,20,,,
39685531,36615788,44,C,20,,,
39685532,36615788,5,C,20,,,
39697512,36615789,35,C,20,,,
39695409,36615790,49,C,20,0,F,
39685533,36615791,5,C,20,,,
39685534,36615792,5,C,20,,,
39695410,36615793,14,C,20,,,
39697513,36615794,45,C,20,,,
39685487,36615795,5,C,20,,,
39702684,36615796,51,C,20,,,
39697639,36615797,27,C,13,,,
39686248,36615798,44,C,20,,,
39702685,36615799,49,C,20,0,N,
39695411,36615800,49,A,20,0,N,
39702686,36615801,5,C,20,,,
39695412,36615802,45,C,6,,,
39702687,36615803,18,C,21,,,
39686249,36615804,14,C,20,,,
39697514,36615805,21,C,20,,,
39697515,36615806,7,C,20,,,
39686250,36615807,49,C,20,0,N,
39695413,36615808,2,A,17,,,
39697516,36615809,7,C,20,,,
39685535,36615810,21,A,20,,,
39685536,36615810,5,C,20,,,
39697640,36615811,51,C,20,,,
39697517,36615812,45,A,19,,,
39697518,36615812,5,C,19,,,
39691968,36615813,5,C,20,,,
39697519,36615814,23,C,8,,,
39697520,36615814,16,C,8,,,
39697521,36615814,35,C,8,,,
39686251,36615815,21,C,20,,,
39702688,36615816,2,C,23,,,
39695414,36615817,5,C,20,,,
39697522,36615818,23,C,12,,,
39697523,36615818,28,C,12,,,
39695415,36615819,45,C,7,,,
39695416,36615819,28,C,7,,,
39686252,36615820,5,C,20,,,
39702689,36615821,5,C,20,,,
39702690,36615822,23,C,7,,,
39697641,36615823,5,C,20,,,
39697642,36615824,45,C,6,,,
39702691,36615825,45,C,20,,,
39686253,36615826,51,C,20,,,
39697524,36615827,28,C,20,,,
39691986,36615917,7,C,20,,,
39685558,36615918,49,C,22,0,F,
39685559,36615918,5,C,22,,,
39697539,36615919,7,C,20,,,
39697662,36615920,5,C,20,,,
39697663,36615921,16,C,13,,,
39697664,36615921,35,C,13,,,
39697665,36615922,16,C,13,,,
39697540,36615923,51,C,20,,,
39710736,36615924,7,C,20,,,
39697541,36615925,23,C,8,,,
39697542,36615926,23,C,8,,,
39710737,36615927,51,C,20,,,
39710738,36615928,49,C,22,0,F,
39710739,36615928,5,C,22,,,
39697543,36615929,49,C,21,0,N,
39695433,36615930,45,C,20,,,
39691987,36615931,21,C,20,,,
39685560,36615932,51,C,20,,,
39686268,36615933,23,C,8,,,
39685561,36615934,51,C,20,,,
39695434,36615935,27,C,20,,,
39697666,36615936,51,C,13,,,
39697667,36615936,16,C,13,,,
39697668,36615936,35,C,13,,,
39691988,36615937,45,C,22,,,
39710740,36615938,49,A,20,0,F,
39710741,36615938,5,C,20,,,
39698456,36621728,11,C,8,,,
39715792,36632362,11,C,20,,,
39697700,36617741,2,C,20,,,
39697701,36617741,46,C,20,,,
39686269,36616749,11,C,17,,,
39686270,36616749,2,A,17,,,
39686271,36616749,28,C,17,,,
39686272,36616749,16,C,17,,,
39686273,36616749,35,C,17,,,
39710742,36616750,49,C,20,0,N,
39685562,36616751,14,C,18,,,
39685563,36616751,5,C,18,,,
39686274,36616752,7,C,20,,,
39685564,36616753,28,C,20,,,
39685565,36616753,35,C,20,,,
39685566,36616754,49,C,20,0,N,
39691989,36616755,16,C,22,,,
39691990,36616755,35,C,22,,,
39695435,36616756,35,C,20,,,
39697669,36616757,5,C,13,,,
39697544,36616758,7,C,20,,,
39697545,36616759,14,C,20,,,
39697670,36616760,49,C,4,0,F,
39697671,36616760,5,C,4,,,
39710743,36616761,21,C,20,,,
39685567,36616762,14,C,20,,,
39710744,36616763,49,C,19,5,F,
39695436,36616764,45,C,14,,,
39686275,36616765,5,C,13,,,
39691991,36616766,5,C,13,,,
39696250,36617804,45,C,19,,,
39696251,36617804,11,C,19,,,
39696252,36617804,2,C,19,,,
39710787,36617826,49,C,20,0,N,
39691992,36616767,49,C,24,0,F,
39691993,36616767,5,C,24,,,
39697672,36616768,5,C,20,,,
39695437,36616769,49,C,46,0,F,
39695438,36616769,5,C,46,,,
39686276,36616770,49,C,5,0,F,
39686277,36616770,5,C,5,,,
39691994,36616771,35,C,20,,,
39686278,36616772,45,C,20,,,
39697546,36616773,51,C,20,,,
39697547,36616774,5,C,20,,,
39695439,36616775,11,C,17,,,
39695440,36616775,2,A,17,,,
39695441,36616775,28,C,17,,,
39695442,36616775,16,C,17,,,
39695443,36616775,35,C,17,,,
39697548,36616776,23,C,8,,,
39686279,36616777,14,C,20,,,
39697549,36616778,51,C,20,,,
39697550,36616778,5,C,20,,,
39697673,36616779,23,C,8,,,
39697674,36616779,11,C,8,,,
39685568,36616780,23,C,8,,,
39685569,36616781,5,C,20,,,
39697551,36616782,44,C,13,,,
39685570,36616783,5,C,20,,,
39686280,36616784,45,C,20,,,
39695444,36616785,40,C,13,,,
39710745,36616786,21,C,20,,,
39686281,36616787,5,C,20,,,
39710746,36616788,45,C,20,,,
39695445,36616789,45,C,20,,,
39697552,36616790,23,C,8,,,
39710747,36616791,45,C,20,,,
39691995,36616792,49,C,19,1,F,
39685571,36616793,5,C,20,,,
39698579,36620777,11,C,24,,,
39698580,36620777,2,C,24,,,
39691997,36616794,5,C,19,,,
39691996,36616794,45,C,19,,,
39710748,36616795,5,C,19,,,
39697675,36616796,14,C,19,,,
39697676,36616796,5,C,19,,,
39710749,36616797,51,C,20,,,
39710750,36616797,5,C,20,,,
39697677,36616798,23,C,8,,,
