victim_id,offender_id,relationship_id,nibrs_victim_offender_id
55399432,57566596,1,16167793
55399432,57566597,1,16739449
55399432,57566598,1,17010563
55399434,57566601,24,15672417
55399435,57566601,24,15672416
55399436,57566601,24,15672415
55399437,57566601,24,15672414
55399465,57566631,9,16120066
55399482,57566647,21,15980172
55399486,57566651,3,16120728
55399488,57566653,3,15980171
55399490,57566655,9,15980170
55399495,57566660,20,15980169
55399496,57566660,19,15980168
55399498,57566662,15,15980167
55399507,57566671,24,15980166
55399515,57566679,1,15980165
55399516,57566680,1,15980164
55399530,57566694,1,15980162
55399531,57566695,1,15980161
55399529,57566693,15,15980163
55399534,57566699,1,16120727
55400471,57566756,24,15887715
55400429,57566710,12,16120726
55400435,57566717,13,15980160
55400436,57566717,1,15980159
55400451,57566735,1,15980158
55400452,57566736,17,15980157
55400453,57566736,17,15980156
55400454,57566737,19,15563705
55400476,57566759,18,15846970
55400476,57566760,18,16910015
55400484,57566770,21,16061459
55400488,57566774,1,15846969
55400490,57566776,20,15846968
55401563,57568479,21,15967345
55401565,57568481,1,15967344
55401633,57568554,1,15877349
55400500,57566787,26,16061458
55400501,57566788,21,15846967
55400502,57566789,1,15846966
55400529,57566819,18,15983845
55400569,57568366,24,16060570
55400571,57568368,14,16060569
55400600,57568394,1,16060568
55400604,57568398,16,16060567
55400608,57568403,21,16060566
55401495,57568407,1,15703365
55401496,57568408,3,16060565
55401505,57568415,1,15395792
55401505,57568416,25,16921816
55401504,57568415,25,15395793
55401504,57568416,1,16830237
55401509,57568420,21,16013956
55401513,57568425,1,16013955
55401553,57568469,1,15943926
55400531,57566821,7,16061457
55400532,57566822,7,16061456
55400538,57566828,1,16015553
55400543,57566833,1,15846965
55400544,57566834,24,16015552
55400544,57566835,24,16815114
55400545,57566834,1,16015551
55400545,57566835,1,16827746
55400546,57566834,24,16015550
55400546,57566835,1,16827747
55400547,57566834,24,16015549
55400547,57566835,24,16815115
55400548,57566834,24,16015548
55400548,57566835,24,16815116
55400555,57566842,25,15846964
55400555,57566843,1,16793240
55400556,57566842,1,15846963
55400556,57566843,25,16898167
55400560,57568356,3,16060572
55400566,57568363,21,16060571
55401520,57568433,17,16013954
55401523,57568438,1,16013953
55401523,57568439,1,16845548
55401529,57568445,1,16013952
55401537,57568453,1,15943929
55401539,57568455,21,16013951
55401540,57568456,1,16013950
55401541,57568457,1,15943928
55401543,57568459,8,15943927
55401544,57568460,25,16013949
55401544,57568461,14,16718283
55401545,57568460,14,16013948
55401545,57568461,25,16894675
55401548,57568464,1,15967347
55401557,57568473,3,15943925
55401558,57568474,21,15967346
55403653,57570324,19,15877335
55401615,57568535,24,15967341
55401574,57568492,1,15967343
55401610,57568530,1,15967342
55401625,57568545,25,15877352
55401625,57568546,17,16744456
55401626,57568545,5,15877351
55401626,57568546,25,16897118
55401628,57568548,1,15877350
55401588,57568506,1,15648984
55401634,57568555,14,15877348
55401639,57568560,21,15877347
55401642,57568563,19,15877346
55401651,57568571,1,15877345
55401658,57568578,25,15877344
55401658,57568579,14,16718349
55401659,57568578,14,15877343
55401659,57568579,25,16897119
55401667,57568587,1,15877342
55401676,57568596,21,15886031
55402555,57568599,25,15877341
55402555,57568600,1,16792516
55402556,57568599,1,15877340
55402556,57568600,25,16897120
55402561,57568605,25,15877339
55402561,57568606,1,16792517
55402562,57568605,1,15877338
55402562,57568606,25,16897121
55402568,57568614,1,15877337
55402572,57568618,3,15877336
55402578,57568624,8,15512928
55402581,57568627,3,15886030
55402584,57568630,1,16124151
55402598,57568642,1,15512927
55402601,57568644,21,15886029
55402604,57568648,3,15512926
55402605,57568649,1,15886028
55402609,57568653,1,15738536
55402612,57568657,18,15738535
55402614,57568659,1,15835101
55402627,57568669,24,15738534
55402629,57568669,24,15738533
55402637,57570181,5,16060557
55402641,57570185,6,16060556
55402645,57570188,24,15703361
55402643,57570188,24,15703363
55402644,57570188,24,15703362
55402654,57570197,24,16060555
55402664,57570206,3,15943924
55402674,57570214,1,15967339
55402673,57570214,24,15967340
55402684,57570222,1,15967338
55402685,57570223,18,15943923
55402685,57570224,18,16939826
55402713,57570255,19,15967337
55402721,57570264,3,15967336
55402728,57570271,4,15943921
55402731,57570273,19,15943920
55402733,57570275,19,15967335
55403613,57570282,1,15648983
55403617,57570288,24,15967334
55403617,57570289,24,16772660
55403618,57570288,24,15967333
55403618,57570289,24,16772661
55403621,57570291,3,15967332
55403629,57570299,3,15648982
55403630,57570300,3,15943919
55403638,57570305,24,15648980
55403638,57570306,24,16772663
55403636,57570305,24,15648981
55403636,57570306,24,16772662
55403639,57570305,24,15648979
55403639,57570306,24,16772664
55403641,57570308,16,15967331
55403646,57570316,21,15967330
55402708,57570248,1,15943922
55402708,57570249,1,16832957
55403662,57570333,13,15877334
55403663,57570333,19,15877333
55403667,57570337,3,15886027
55403669,57570339,14,15886026
55403669,57570340,24,16776420
55403669,57570341,1,16976711
55403670,57570339,14,15886025
55403670,57570340,1,16792518
55403670,57570341,1,16976710
55403675,57570345,25,15877332
55403675,57570346,15,16711864
55403676,57570345,15,15877331
55403676,57570346,25,16897122
55404760,57572053,3,15802377
55404780,57572071,1,15967318
55403687,57570356,1,16100397
55403690,57570360,3,15877330
55403695,57570365,12,15877329
55403701,57570371,3,15886024
55403707,57570378,19,15886023
55403722,57570395,1,15886022
55403732,57570411,24,15877328
55403733,57570412,21,15877327
55403734,57570412,1,15877326
55403741,57570419,1,15877325
55403743,57570421,1,15512925
55403759,57570436,1,15738522
55403770,57570447,24,15738520
55403769,57570447,1,15738521
55403771,57570447,10,15738519
55403772,57570447,10,15738518
55403779,57570455,1,15738517
55403781,57570457,16,15835088
55403782,57570458,1,15738516
55403782,57570459,1,16797557
55403787,57570464,4,15738515
55403790,57570469,16,15738514
55403791,57570469,16,15738513
55403792,57570469,16,15738512
55404675,57570470,3,15835087
55404677,57570472,1,15835086
55404679,57570474,1,15738511
55404690,57570487,21,15802375
55404697,57570494,17,15738510
55404709,57572017,24,15967325
55404710,57572018,5,15967324
55404712,57572020,3,15967323
55404737,57572028,24,15967322
55404750,57572042,24,15943918
55405825,57572236,25,15738506
55405825,57572237,1,16797558
55405826,57572236,1,15738505
55405826,57572237,25,16899971
55413274,57579606,20,15669542
55404759,57572052,22,15967321
55404761,57572054,3,15943917
55404776,57572068,20,15967320
55404777,57572068,21,15967319
55404782,57572073,16,15967317
55404783,57572074,25,15967316
