"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2016,6,110917589
2016,9,110917633
2016,6,110917645
2016,6,110917651
2016,6,110917642
2016,6,110917972
2016,6,110919607
2016,6,110921253
2016,9,110921539
2016,9,110921776
2016,6,110923415
2016,9,110923466
2016,9,110924233
2016,6,110924490
2016,6,110924492
2016,6,110926366
2016,9,110927033
2016,9,110927130
2016,6,110927226
2016,9,110927404
2016,9,110927552
2016,9,110928163
2016,6,110928235
2016,9,110928831
2016,6,110929995
2016,6,110929992
2016,6,110930565
2016,9,110930903
2016,9,110931018
2016,9,110931501
2016,6,110932377
2016,6,110932380
2016,9,110932942
2016,6,110933060
2016,6,110933271
2016,10,110934035
2016,10,110934028
2016,9,110934373
2016,9,110934498
2016,9,110937346
2016,9,110937374
2016,9,110937690
2016,9,110937998
2016,6,110951293
2016,6,110951329
2016,6,110951337
2016,6,110951325
2016,6,110951667
2016,6,110952287
2016,6,110952285
2016,6,110953509
2016,6,110953510
2016,9,110963439
2016,9,110963840
2016,9,110963854
2016,6,110965327
2016,6,110967919
2016,6,110968685
2016,8,110968685
2016,9,110970780
2016,9,110970809
2016,9,110971416
2016,9,110971504
2016,6,110971693
2016,6,110971691
2016,9,110971959
2016,9,110972346
2016,6,110974470
2016,6,110986985
2016,6,110991174
2016,8,110991174
2016,6,110993270
2016,8,110993270
2016,6,111002072
2016,2,111004137
2016,6,111040853
2016,8,111041310
2016,6,111043211
2016,6,111044152
2016,6,111045300
2016,3,111045432
2016,9,111047266
2016,9,111047328
2016,3,111047818
2016,5,111047818
2016,9,111048071
2016,9,111048854
2016,9,111049351
2016,10,111049804
2016,9,111051628
2016,9,111051875
2016,9,111051887
2016,8,111052403
2016,6,111052403
2016,6,111052635
2016,9,111054294
2016,9,111054464
2016,9,111055019
2016,8,111055088
2016,6,111055299
2016,8,111055299
2016,6,111055330
2016,6,111055332
2016,9,111055846
2016,9,111056197
2016,6,111056222
2016,8,111056222
2016,3,111056445
2016,6,111056445
2016,8,111056445
2016,6,111056739
2016,9,111153359
2016,3,111155703
2016,6,111155803
2016,6,111157105
2016,6,111158432
2016,6,111158433
2016,6,111159027
2016,6,111159024
2016,1,111159623
2016,6,111159687
2016,6,111160472
2016,6,111160554
2016,6,111160557
2016,6,115803461
2016,9,115803478
2016,9,115803484
2016,6,110917414
2016,9,110921442
2016,9,110921570
2016,6,110921731
2016,9,110921726
2016,9,110921897
2016,9,110921991
2016,9,110921996
2016,6,110923173
2016,9,110923337
2016,9,110923655
2016,9,110924230
2016,6,110924350
