year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2015,Colorado,CO,2016,CO0428000,22nd Judicial District Drug Task Force,0,7,"Cities under 2,500",0,0,0,0,1,1,1
2015,Colorado,CO,1826,CO0010000,Adams,100266,9A,"MSA counties 100,000 or over",1,12,1,12,0,1,1
2015,Colorado,CO,1838,CO0020200,Adams State University,0,7,"Cities under 2,500",1,12,1,12,0,1,1
2015,Colorado,CO,23192,CO0622900,Aims Community College,0,7,"Cities under 2,500",1,12,1,12,0,1,1
2015,Colorado,CO,2088,CO0610100,Akron,1693,7,"Cities under 2,500",0,0,0,0,1,1,1
2015,Colorado,CO,1836,CO0020000,Alamosa,6709,8D,"Non-MSA counties under 10,000",0,11,0,11,0,0,0
2015,Colorado,CO,1837,CO0020100,Alamosa,9598,6,"Cities from 2,500 thru 9,999",0,5,0,5,0,0,0
2015,Colorado,CO,25267,CO0418000,All Crimes Enforcement Team,0,7,"Cities under 2,500",1,12,0,11,0,1,0
2015,Colorado,CO,2039,CO0470200,Alma,276,7,"Cities under 2,500",0,0,0,0,1,1,1
2015,Colorado,CO,1881,CO0110100,Antonito,773,7,"Cities under 2,500",0,0,0,0,1,1,1
2015,Colorado,CO,1839,CO0030000,Arapahoe,97185,9B,"MSA counties from 25,000 thru 99,999",1,12,1,12,0,1,1
2015,Colorado,CO,1848,CO0030900,Arapahoe Community College,0,7,"Cities under 2,500",0,10,0,10,0,0,0
2015,Colorado,CO,1852,CO0040000,Archuleta,10585,8C,"Non-MSA counties from 10,000 thru 24,999",1,12,1,12,0,1,1
2015,Colorado,CO,1959,CO0300100,Arvada,115379,2,"Cities from 100,000 thru 249,000",1,12,1,12,0,1,1
2015,Colorado,CO,2044,CO0490100,Aspen,6841,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2015,Colorado,CO,2102,CO0621200,Ault,1623,7,"Cities under 2,500",1,12,1,12,0,1,1
2015,Colorado,CO,1899,CO0160200,Auraria Higher Education Center,0,7,"Cities under 2,500",1,12,1,12,0,1,1
2015,Colorado,CO,1827,CO0010100,Aurora,360237,1C,"Cities from 250,000 thru 499,999",1,12,1,12,0,1,1
2015,Colorado,CO,1914,CO0190600,Avon,6465,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
2015,Colorado,CO,1855,CO0050000,Baca,1607,8D,"Non-MSA counties under 10,000",1,12,1,12,0,1,1
2015,Colorado,CO,1913,CO0190400,Basalt,3937,6,"Cities from 2,500 thru 9,999",0,11,0,11,0,0,0
2015,Colorado,CO,1981,CO0340400,Bayfield,2580,6,"Cities from 2,500 thru 9,999",1,12,1,12,0,1,1
