"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
71462016,7146,2016,"LA0030000","LA0030000","","N","N",,"I","ASCENSION","ASCENSION CO SO DONALDSONVILLE","Ascension","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",110650,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",222,7,229,48,47,95,0,0,01-JAN-02,01-JAN-03,,,,,"N","ASCENSION","Baton Rouge, LA","Y","Y","Y"
71482016,7148,2016,"LA0030200","LA0030200","","N","N",,"I","GONZALES","GONZALES PD","Gonzales","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",10860,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",41,0,41,0,5,5,0,0,01-JAN-02,01-JAN-11,,,,,"N","ASCENSION","Baton Rouge, LA","Y","Y","Y"
71652016,7165,2016,"LA0080000","LA0080000","","N","N",,"I","BOSSIER","BOSSIER CO SO BENTON","Bossier","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",51059,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",282,28,310,46,47,93,0,0,01-JAN-02,01-JAN-04,,,,,"N","BOSSIER","Shreveport-Bossier City, LA","Y","Y","Y"
71712016,7171,2016,"LA0090000","LA0090000","","N","N",,"I","CADDO","CADDO CO SO SHREVEPORT","Caddo","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",48548,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",354,48,402,64,218,282,0,0,01-JAN-02,01-JAN-04,,,,,"N","CADDO","Shreveport-Bossier City, LA","Y","Y","Y"
71772016,7177,2016,"LA0100000","LA0100000","","N","N",,"I","CALCASIEU","CALCASIEU CO SO LAKE CHARLES","Calcasieu","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",87880,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",513,66,579,135,166,301,0,0,01-JAN-02,01-JAN-09,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71782016,7178,2016,"LA0100100","LA0100100","","N","N",,"I","DE QUINCY","DE QUINCY PD","De Quincy","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",3147,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,2,0,2,0,0,01-JAN-02,01-JAN-07,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71822016,7182,2016,"LA0100500","LA0100500","","N","N",,"I","WESTLAKE","WESTLAKE PD","Westlake","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","City",4626,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,4,0,4,0,0,01-JAN-02,01-JAN-06,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71852016,7185,2016,"LA0100800","LA0100800","","N","N",,"S","MCNEESE STATE UNIVERSITY","MCNEESE STATE UNIV PD LAKE CHARLES","McNeese State University","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","University or College",0,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,1,9,1,5,6,0,0,01-JAN-02,,,,,,"N","CALCASIEU","Lake Charles, LA","Y","Y","Y"
71852016,7185,2016,"LA0100800","LA0100800","","N","N",,"S","MCNEESE STATE UNIVERSITY","MCNEESE STATE UNIV PD LAKE CHARLES","McNeese State University","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","University or College",0,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,1,9,1,5,6,0,0,01-JAN-02,,,,,,"N","CALCASIEU","Lake Charles, LA","Y","N","Y"
71872016,7187,2016,"LA0120000","LA0120000","","N","N",,"I","CAMERON","CAMERON CO SO CAMERON","Cameron","","A",22,"Louisiana","LA","LA","7","West South Central","3","South","Region III","County",6778,23370,"LAUCR0001","Louisiana Commission on Law Enforcement LUCR/LIBRS/LEMIS","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",53,0,53,16,10,26,0,0,01-JAN-02,01-JAN-05,,,,,"N","CAMERON","Lake Charles, LA","Y","Y","Y"
