suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
5,88349558,1,1,6223646
5,88349565,1,1,6223647
5,88356784,4,1,6223703
5,88356800,0.2,1,6223704
5,88343552,8,1,6223757
4,88343554,0.05,7,6223758
4,88344758,1,1,6223764
5,88344759,1.7,1,6223765
5,88350867,0.08,1,6223800
8,88350870,3,9,6223801
17,88350874,1,9,6223802
5,88350875,48.2,1,6223803
4,88350893,0.05,1,6223804
5,88350894,3.5,1,6223805
4,88350897,0.3,1,6223806
5,88350898,2.8,1,6223807
5,88350907,11,1,6223808
8,88357476,1,9,6223820
4,88357481,0.02,1,6223821
15,88357483,71,9,6223822
5,88357499,1,11,6223823
17,88357511,1,1,6223824
5,88357531,0.02,1,6223825
5,88357534,0.5,1,6223826
4,88344770,0.4,5,6223858
4,88344772,2,1,6223859
5,88344777,0.04,1,6223860
4,88344783,1.5,1,6223861
4,88344790,1,1,6223862
5,88450645,0.2,1,6228070
5,88451804,0.09,3,6228071
16,88451833,15,9,6228072
12,88436406,0,,6228097
5,88436413,0.3,1,6228098
5,88439966,0.03,1,6228108
1,88439978,0.1,3,6228109
5,88439988,9,1,6228110
5,88439996,1,1,6228111
17,88439999,1,11,6228112
4,88440000,1,1,6228113
17,88444610,15,9,6228151
16,88444638,3,9,6228152
5,88444643,0.01,1,6228153
5,88444644,0.01,1,6228154
5,88444655,6.7,1,6228155
16,88445853,25,9,6228156
5,88445862,0.01,1,6228157
5,88445864,1.5,1,6228158
8,88450693,1,9,6228176
5,88450704,1,1,6228177
1,88450706,1,1,6228178
4,88450713,0.6,1,6228179
5,88450714,2,1,6228180
4,88450724,0.4,1,6228181
12,88452655,1,1,6228192
5,88452664,6,10,6228193
5,88452674,4.77,1,6228194
5,88452678,0.22,1,6228195
2,88452687,1,1,6228196
1,88452692,0.45,1,6228197
5,88452699,0.55,1,6228198
7,88436417,1,9,6228210
5,88436441,2,1,6228211
17,88436443,5,9,6228212
5,88436448,0.01,1,6228213
17,88436459,1,9,6228214
5,88436472,11.05,1,6228215
5,88436474,0.6,1,6228216
12,88444667,0.2,1,6228267
2,88444670,0.01,1,6228268
5,88444685,0.01,1,6228269
4,88444703,0.2,1,6228270
17,88444710,1,11,6228271
17,88447103,18,9,6228275
17,88447118,1,9,6228276
4,88447119,0.2,1,6228277
17,88447130,2,9,6228278
5,88447133,1,1,6228279
16,88447135,0.5,9,6228280
5,88447150,0.25,3,6228281
12,88452716,5,1,6228298
2,88452723,0.22,1,6228299
2,88452730,1,1,6228300
12,88452739,0.9,1,6228301
5,88452740,5.1,1,6228302
5,88452748,2,1,6228303
12,88452752,5.4,1,6228304
4,88452756,0.6,1,6228305
17,88435299,1,11,6228309
8,88435302,11,9,6228310
12,88435306,1,1,6228311
5,88435310,1,11,6228312
12,88435313,1,11,6228313
16,88435323,103.5,9,6228314
4,88435326,3,1,6228315
12,88435331,0,,6228316
12,88435345,0,,6228317
6,88436502,2,9,6228318
12,88386481,0.2,1,6232508
13,88386483,30,9,6232509
12,88386485,1,1,6232510
12,88386487,0.3,1,6232511
12,88386489,0.01,1,6232512
5,88386490,0.2,1,6232513
8,88386492,1,9,6232514
12,88386494,85,1,6232515
12,88386496,0.5,1,6232516
12,88386497,0.25,1,6232517
12,88386500,0.7,1,6232518
12,88386502,0,,6232519
8,88386506,1,9,6232520
5,88386509,0.5,1,6232521
16,88386512,347,9,6232522
5,88387704,4,1,6232523
8,88387705,1,9,6232524
12,88387707,0.01,1,6232525
8,88387709,2,9,6232526
5,88376959,3.7,1,6232599
15,88376962,20,9,6232600
15,88376963,6,9,6232601
5,88376966,1.2,1,6232602
5,88378117,2.46,4,6232603
6,88378120,3,9,6232604
16,88378122,3,9,6232605
5,88378140,1,1,6232606
5,88378163,2,1,6232607
8,88378178,7,9,6232608
12,88381716,30,9,6232631
14,88381722,1,9,6232632
5,88381724,3,1,6232633
5,88381728,1,1,6232634
5,88381731,0.1,3,6232635
5,88381737,0.5,1,6232636
5,88381752,1,1,6232637
5,88381755,1,11,6232638
5,88381763,0.5,1,6232639
5,88384115,806,1,6232677
8,88385315,7,9,6232679
17,88385316,64.5,9,6232680
12,88385324,0,,6232681
1,88385350,1,11,6232682
5,88385361,1,11,6232683
5,88385363,0.05,3,6232684
1,88386544,1,1,6232688
16,88386545,23,9,6232689
5,88386573,0.03,1,6232690
5,88386578,0.3,3,6232691
12,88390195,0.2,1,6232712
16,88390204,5,9,6232713
5,88390208,1,1,6232714
5,88390214,60,1,6232715
8,88390218,1,9,6232716
17,88390221,0.01,9,6232717
17,88390222,1,11,6232718
5,88392533,1,1,6232735
5,88392535,2,1,6232736
5,88392544,6,1,6232737
5,88392546,1,1,6232738
5,88392559,0.1,1,6232739
5,88393725,1,1,6232740
5,88393734,847,1,6232741
5,88393737,1.8,3,6232742
5,88393755,7.8,1,6232743
16,88393770,10,9,6232744
5,88393778,29.6,1,6232745
13,88376979,14,9,6232748
12,88376987,0.01,1,6232749
12,88376989,3,1,6232750
12,88376993,1,11,6232751
5,88377007,33,10,6232752
5,88483400,1,1,6236972
8,88483418,4,9,6236973
8,88484716,1,9,6236978
4,88484717,3,9,6236979
8,88484718,2,9,6236980
8,88484719,2,9,6236981
8,88484720,2,9,6236982
1,88484721,1.3,1,6236983
5,88484723,22,1,6236984
12,88484729,1,5,6236985
12,88484737,4,1,6236986
12,88484738,1,1,6236987
12,88484743,1,1,6236988
12,88488346,1,11,6237000
