victim_id,offender_id,relationship_id,nibrs_victim_offender_id
65477483,67936385,25,19862792
65477483,67936386,16,20258998
65477482,67936385,16,19862793
65477482,67936386,25,20258999
65477485,67936388,3,19182104
65477485,67936389,1,20258997
65477488,67936393,16,19182103
65477489,67936393,16,19182102
65477490,67936394,16,19457165
65477490,67936395,25,20344104
65477491,67936394,25,19457164
65477491,67936395,16,20344103
65477492,67936396,9,19862791
65477493,67936397,9,19084161
65477493,67936398,25,20241102
65477497,67936401,9,19084160
65477498,67936402,3,19084159
65477499,67936402,4,19084158
65477501,67936404,16,19084157
65477502,67936405,18,19084156
65477503,67936405,18,19084155
65477504,67936406,5,19084154
65477505,67936407,16,19084153
65477506,67936408,3,19084152
65477508,67936410,16,19084151
65477508,67936411,25,20241101
65477509,67936410,25,19084150
65477509,67936411,16,20241100
65477512,67936414,15,19084149
65477521,67936425,21,19084148
65477522,67936426,7,19084147
65477523,67936427,16,19084146
65477529,67936434,3,19084145
65477529,67936435,25,20241099
65477530,67936434,25,19084144
65477530,67936435,3,20241098
65477531,67936436,14,19084143
64696774,67203851,5,19416249
64696789,67203866,3,19416248
64696791,67203868,15,19416247
64696795,67203872,19,19410321
64696801,67203878,1,19410320
64696802,67203879,21,19416245
64695710,67202152,19,19267266
64696681,67203748,24,19516375
64696682,67203748,24,19516374
64696636,67203703,1,19522286
64696692,67203760,24,19516373
64696692,67203762,24,20498302
64696692,67203761,24,20320082
64695570,67201997,1,19958120
64695570,67201998,1,20320083
64695569,67201997,1,19958121
64695569,67201998,1,20320084
64695628,67202061,18,19352383
64695628,67202062,18,20208396
64695628,67202063,18,20469868
64698753,67205594,24,18993425
64698770,67205616,1,19368102
64696807,67203886,18,18899437
64696809,67203889,9,19416244
64697689,67203899,3,19410319
64697779,67203994,17,19218146
64697779,67203995,25,20390824
64697780,67203994,25,19218145
64697780,67203995,5,20390823
64697793,67204007,24,19908802
64697794,67204008,24,19218144
64697795,67204008,24,19218143
64697707,67203919,1,19218160
64697708,67203920,1,19218159
64697718,67203929,1,19218158
64697721,67203932,19,19218157
64697727,67203938,19,19218156
64697728,67203938,15,19218155
64697731,67203941,3,19218154
64697734,67203944,26,19218153
64697745,67203955,3,19218152
